"GEOID","Observed","pct.Under5","pct.65over","pct.asian","pct.mixed","pct.hispanic","pct.black","pct.female_hohwc","pct.married","pct.female_hoh","pct.HS_higher","pct.COLL_higher","pct.enter2000","pct.unemploy","pct.families_assist","pct.families_bpl","pct.families_bplwc","pct.homes_vacant","pct.homes_20+","pct.renters_occupied","pct.home_pre1950","pct.home_pre1960","pct.home_pre1980","pre1940","pct.inc_pov_ratio_l1","pct.inc_pov_ratio_g2","pct.rural","density.pop.acre","density.house.acre"
26163553000,0.035043,5.7,14,0.5,2.2,1.3,91.8,14.7,15.6,23.8,72,10.5,45.9,28.6,7.6,58.9,0,35.5,26.9,79.8,33.33333333,45.70446735,75.48682703,26.6,58.94308943,26.01626016,0,2.691433936,1.663756187
26163553100,0.292612,5.1,13,0.7,1.9,0.4,92,14.6,26.4,40.8,83.3,10.2,68,36.7,4.2,41.3,36.5,36.7,3.5,43,87.2,92.11428571,98.05714286,73.8,41.27764128,38.08353808,0,7.855542344,3.946298395
26163553200,0.105928,7,12.5,0.4,3,2.4,93.9,11.2,8.2,40.9,79.3,8.6,84.2,42.1,11.3,41.8,30.4,51.6,12.6,50.3,71.38508371,80.82191781,97.56468798,49.6,41.8079096,29.94350282,0,5.960523884,3.846349114
26163553300,0.115168,8.2,10.3,0,3.6,2.1,93.1,16.4,6,29.3,57.7,9.4,0,19.9,5.1,22.5,43.3,38.7,32.5,81.6,72.55434783,87.0923913,100,57.6,22.4852071,37.86982249,0,6.544956643,3.707048077
26163553400,0.043516,6.3,25.1,0.1,1.9,0.6,95.6,16.9,8.4,27.5,62.9,4.5,0,21.9,11.2,61.6,66,19.2,39,89.4,14.43569554,20.99737533,50.72178478,9.5,61.62046908,14.07249467,0,10.33602567,6.296479582
26163553600,0.253687,4.7,12.9,0.8,1.7,1.7,91.2,12.6,19,31.1,79.2,17.4,0,28.2,1.9,20,11.1,28.2,9,39.3,79.09698997,90.63545151,100,65.5,20.03745318,47.94007491,0,6.366070034,2.376085433
26163553800,0.253145,7.9,10.5,0.1,2.5,1.2,94.1,18.1,17.6,34.6,81.2,13.2,0,29.6,9.2,45.2,44.4,47.9,7.6,42.5,63.99235912,75.64469914,91.7860554,40.3,45.16129032,28.70967742,0,7.573247675,3.577332448
26163554100,0.034029,7.2,9,0.9,3.6,3.3,24.2,10.2,33.8,24.8,82.6,19,35.5,9,4.3,15.7,21.5,7.4,0,35.7,34.91087892,92.50153657,99.26244622,8.5,15.68228106,58.3503055,0,7.645622,3.209639908
26163554200,0.013699,7,9.5,1.3,3.4,3.1,17,10.6,40.2,19.4,83.2,11.9,9.6,17.9,1.1,15.9,0,9.9,0,32,32.26277372,80.94890511,91.97080292,13.7,15.89327146,58.81670534,0,8.436772866,3.608822565
26163554300,0.015424,5.9,12.4,0.7,1.8,2.7,14.1,6.6,48.2,10.8,89.3,12.2,0,10.3,3.1,11,0,6.6,0,24.7,15.50023485,81.5406294,96.61813058,2.6,11.00082713,72.12572374,0,8.043511986,3.503438992
26163554400,0.004566,6.1,18,1,2.1,2.7,27.2,9.4,39.8,11.9,86.1,13.7,3.6,13.5,0.9,15.7,34.1,10.8,7.9,41.2,17.52895753,69.65250965,87.72200772,1.5,15.74585635,63.95027624,0,10.31976377,4.430474497
26163554500,0.024299,7.6,7.5,1,2.7,2.3,25.3,8.4,29.5,26.9,88,14.9,52.4,12,3.1,18.7,41.7,12.8,1.4,36.9,37.96147673,80.33707865,97.83306581,20.1,18.74084919,50.5124451,0,5.730716171,2.720250793
26163554600,0.00641,7,11.6,0.4,2.5,2.9,11.8,6,40.1,18.2,88.7,21.4,19.1,8.1,2.9,9.1,0,6.3,0,19.4,19.85535832,87.9026956,97.63313609,4,9.131905299,80.72153326,0,6.162404494,2.512856133
26163554700,0.02381,4.4,16.7,0.6,1.2,2.9,15.1,5.6,56.2,9.4,93.5,41.8,11.5,3.5,1,3.9,0,4.7,5.8,15.8,15.04649197,67.03296703,77.5147929,4.5,3.924221922,87.68606225,0,4.135321742,1.786380036
26163554800,0.018499,5.3,14,0.8,2,2.7,48.2,6.3,44.6,17.1,86.4,21.7,42.9,9.6,4.4,12.3,9.7,7.1,1.8,22.3,13.64576154,75.32736044,95.65816678,1.8,12.31964484,69.81132075,0,5.404895535,2.363700833
26163554900,0.008772,5.9,11.3,1,2.6,2.3,38.5,8.8,36.9,25.4,89.5,17.3,18.9,11.1,4.4,11.3,0,5,4.6,23.9,10.75851393,77.70897833,91.17647059,3.3,11.28640777,72.45145631,0,5.229002616,2.246824812
26163555100,0.025926,7.1,10.9,1,2.7,3.7,16.6,8.4,37.2,17.6,93.9,18.6,54.3,5.9,2.3,9.1,25,6.8,0,27.8,29.70779221,85.76839827,98.48484848,3.4,9.117938553,78.19623389,0,7.515609091,3.185445536
26163555300,0.016044,7.4,8.6,0.7,2.1,3.2,40.8,11.2,27.8,28.5,84.2,14.6,62.5,13.9,0,17.9,0,10.7,0,28.1,18.71019108,80.49363057,94.26751592,1.4,17.85195936,56.02322206,0,5.335064969,2.128350386
26163555400,0,5.9,8.7,1.2,3.1,3.3,72.7,14.5,47.7,27.9,91.3,24.2,0,6.8,5.1,9.4,43.7,3.9,0,16.8,8.49609375,78.90625,99.21875,0.8,9.428950863,63.6122178,0,6.602959127,2.601025843
26163555500,0.024802,5.3,15.7,0.6,2.4,3.3,44,8.4,42.4,17.3,86.7,20.4,8.6,12.4,2,15.6,16.3,7.3,4.1,26,6.415396953,66.88051323,94.70729751,2,15.55555556,69.93464052,0,9.633106577,4.455745077
26163555600,0.007246,6.2,16.1,0.5,2.6,2.4,23,6.1,36.8,15.7,93.8,22,0,5.7,1.7,3.2,0,3.5,1.3,18.8,4.347826087,82.33117484,100,0,3.177004539,82.29954614,0,8.830418584,3.909351053
26163556100,0,6.8,13.1,2.3,2.3,3.2,6.9,6.4,48.8,10.1,88.6,16.7,5.4,4.8,2.1,4.9,0,4.5,0,26.7,29.25219941,75.51319648,92.88856305,6.3,4.872881356,74.47033898,0,5.443173595,2.220405192
26163556200,0.018315,4.2,20.6,4.8,1.2,2.3,8,4.2,32.9,3.5,91.4,33.5,31.8,3.4,2.4,2.2,0,3.3,27.7,49.6,14.80446927,30.09776536,70.81005587,7.4,2.222222222,75.18518519,0,4.26231179,2.398139316
26163556300,0.029904,4.2,18.2,4.9,1.4,3,6.2,5.1,50,10.8,93.1,38.4,18.9,3.5,1.6,0.7,0,9.1,4.3,25,2.425876011,33.69272237,65.3638814,1.5,0.710059172,85.56213018,0,5.193340746,2.43379117
26163556400,0.009009,3.7,12.7,5.1,1.6,2.1,3.6,2.4,69.8,6.1,96.3,48.9,7.1,2.9,0.5,3.9,0,3.5,1.9,13.7,7.010428737,9.038238702,23.69640788,5,3.881987578,92.23602484,0,3.430049909,1.353051946
26163556600,0.011905,3.7,20.6,2.4,1.1,1.7,0.6,2.1,71.9,2.1,95.6,51.6,0,6.2,0,0,0,0.6,0,0.6,2.486402486,9.79020979,79.87567988,2.5,0,94.67871486,0,5.348374034,2.053476941
26163556700,0,3.6,18.3,3.1,0.6,2,1.2,3.7,71.6,9.3,94.2,37,0,6,0,5.1,0,3,2.5,15.2,5.078125,25.390625,83.3984375,0,5.090909091,86.90909091,0,4.159898323,1.652347391
26163556800,0,3.4,16.4,1.7,0.7,2.7,1,2.7,70,5.4,94.6,37.2,5.7,2.1,1.9,1.9,17.9,0,0,2.7,16.04197901,41.67916042,83.65817091,11.7,1.865671642,87.87313433,0,2.788385196,1.078570462
26163556900,0,5,14,5.9,1.3,2.8,3.4,4,63.2,8.7,95.9,43.1,12.4,4.6,0.7,2.2,0,0.7,0.6,11.2,8.117564731,35.61931421,78.37648705,2.4,2.215799615,88.24662813,0,5.930026252,2.294177925
26163557000,0.017868,6.3,12,3.8,1.1,3.5,9.8,7.7,47,15.8,89.6,23.7,31.8,5.5,1.9,4.4,0,8.2,4.7,33.5,17.41884402,53.0482977,86.61916073,6.5,4.444444444,82.4691358,0,4.730848386,2.071983943
26163557100,0.011905,4.4,17,3.8,1.9,2.2,10.2,6.1,49.3,6.5,89.3,36.3,3.6,2.5,0.9,3.2,0,4.7,4,17.7,22.99516908,49.75845411,75.65217391,4.3,3.150912106,89.38640133,0,3.98781455,1.697305803
26163557200,0.047619,2.7,24.9,1.7,1.4,2,1.7,2.6,59.8,8.2,94.8,34.1,0,8.2,1,7.3,0,5.9,12.4,14.5,11.64465786,42.85714286,76.59063625,4.6,7.285974499,80.51001821,0,3.151442511,1.248684769
26163557300,0.026316,4.2,15.9,1.9,0.6,2,3,4.1,59.8,7,95.2,40.2,0,4.9,2.6,0.8,0,1.8,0,6,15.45667447,41.10070258,76.34660422,5.2,0.819672131,89.67213115,0,3.401914502,1.379621678
26163557400,0,3.1,18.3,1.5,0.8,2.9,0.3,3,70.1,5.9,99.3,50.4,4.1,6.3,1.2,1.6,0,5.2,0,2,10.18010963,34.37744714,97.807361,4.9,1.573976915,94.75341028,0,5.643105422,2.164705155
26163557500,0,2.9,20.5,1.9,1.2,1.9,1,3.3,68,9.3,98.3,48.2,0,1.4,0.7,1.8,0,3.2,0,5.1,1.928374656,10.12396694,97.24517906,1.4,1.813471503,94.12780656,0,5.863335716,2.228727048
26163557600,0,3.4,20.6,1.7,1.2,2.1,1.5,2.4,62.6,8.9,95.8,46.1,2.4,3.8,1.5,0,0,4.2,5.1,5.9,0.765306122,4.25170068,50.68027211,0,0,95.58998808,0,5.113356612,2.04823427
26163557700,0,3.7,20.6,0.8,0.9,1.4,0.9,3.5,59.6,7.9,94.1,31.2,0,3,1.1,1.1,0,4.8,1.9,6.8,4.429678848,15.0055371,93.02325581,1,1.070840198,93.73970346,0,7.764602579,3.241499258
26163557900,0.025558,3.5,24.1,1.7,1.1,2.1,1.6,2.7,56.1,6.6,94.6,41.1,20.4,6.4,0.4,1.3,0,1.6,0.8,12.4,1.465798046,18.02388708,91.85667752,1.2,1.3136289,89.73727422,0,3.907831532,1.477738396
26163558000,0.007407,4.6,15.7,0.9,1.5,2.6,1.5,4.1,58.3,11.5,95.2,29.8,5.7,5,0,2.6,6.3,0.5,0.6,13.4,4.427390791,41.73553719,95.3364817,1,2.578565673,91.21676068,0,6.610209103,2.713340779
26163558100,0,4,18.9,2.6,1.5,3.3,3.6,3.6,62.2,5.4,90.3,29.9,0,5.5,0.9,2,0,6,8.1,14.9,3.5,50.85714286,94.07142857,0.5,1.993355482,89.14728682,0,5.297182992,2.23339854
