Grant,Lead Agency Name,Partner Name,Location Name,Provider Type,Street Address,City,State,Zip Code,Location County Served,Location School District,FY Year End Date,Fiscal Year,Full Day Funded Slots,Half Day Funded Slots,Total Funded Slots,Pre-K Identification Number,Master Provider Identification (MPI) Number,Master Provider ID Service Location Identification Number,Lead Agency Master Provider ID,Georeferenced Latitude & Longitude,State FIPS Code,County FIPS Code
HSSAP,BLUEPRINTS,,CLAYSVILLE ELEMENTARY,HEAD START,119 MAIN ST,CLAYSVILLE,PA,15323,WASHINGTON,MCGUFFEY,06/30/2020,FY2019-2020,0,0,17,9997,100731376,30,100731376,POINT (-80.41477 40.11765),42,125
HSSAP,COMMUNITY SERVICES FOR CHILDREN INC,ASOCIACION PUERTORRIQUENOS EN MARCHA INC,CSC DOWNTOWN,HEAD START,101 N 6TH ST,ALLENTOWN,PA,18101,LEHIGH,ALLENTOWN CITY,06/30/2019,FY2018-2019,0,0,18,21185,100128144,47,100128144,POINT (-75.47069 40.60471),42,77
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,CHILDSPACE TOO DAY CARE CENTER,CHILDSPACE DAYCARE CENTER,CHILD CARE PROVIDER,7406 GERMANTOWN AVE,PHILADELPHIA,PA,19119,PHILADELPHIA,PHILADELPHIA CITY,06/30/2019,FY2018-2019,0,0,20,9942,100299160,3,100137321,POINT (-75.19599 40.06265),42,101
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,DIVERSIFIED COMMUNITY SERVICES,WESTERN COMMUNITY CENTER,CHILD CARE PROVIDER,1613 SOUTH ST # 21,PHILADELPHIA,PA,19146,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,0,0,11,1503,100126079,3,100137321,POINT (-75.16894 39.94409),42,101
HSSAP,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,GILL COMMONS,HEAD START,275 WALKER DR,MEADVILLE,PA,16335,CRAWFORD,CRAWFORD CENTRAL,06/30/2015,FY2014-2015,0,0,19,10012,100133556,17,100133556,POINT (-80.16188 41.66398),42,39
PA PKC,SCHOOL DISTRICT OF LANCASTER,,LAFAYETTE ELEMENTARY SCHOOL,SCHOOL DISTRICT,1000 FREMONT ST,LANCASTER,PA,17603,LANCASTER,LANCASTER,06/30/2021,FY2020-2021,54,0,54,13881,1392433,9,1392433,POINT (-76.31783 40.0269),42,71
HSSAP,CHESTER COUNTY INTERMEDIATE UNIT,,CHESTER COUNTY INTERMEDIATE UNIT EARLY CHILD CARE,HEAD START,455 BOOT RD,DOWNINGTOWN,PA,19335,CHESTER,DOWNINGTOWN AREA,06/30/2021,FY2020-2021,0,0,10,3581,100359606,11,100359606,POINT (-75.68106 40.00565),42,29
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,BRIGHTSIDE ACADEMY INC,BRIGHTSIDE ACADEMY INC,CHILD CARE PROVIDER,2501 KENSINGTON AVE ACCA # 19,PHILADELPHIA,PA,19125,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,0,0,20,5517,100140532,30,100137321,POINT (-75.12854 39.98737),42,101
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,HAWLEY ELEMENTARY,HEAD START,500 ACADEMY ST,HAWLEY,PA,18428,WAYNE,WALLENPAUPACK AREA,06/30/2022,FY2021-2022,0,0,54,1647,102280167,2,102280167,POINT (-75.1764 41.47585),42,127
HSSAP,DELAWARE COUNTY INTERMEDIATE UNIT,,CLIFTON HEIGHTS CENTER,HEAD START,4 ROCKBOURNE RD,CLIFTON HEIGHTS,PA,19018,DELAWARE,UPPER DARBY,06/30/2019,FY2018-2019,0,0,20,1671,100002680,11,100002680,POINT (-75.29448 39.93297),42,45
HSSAP,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,HENRY HOUCK ELEMENTARY SCHOOL,SCHOOL DISTRICT,315 E LEHMAN ST,LEBANON,PA,17046,LEBANON,LEBANON,06/30/2015,FY2014-2015,0,0,9,1184,1440076,5,100758487,POINT (-76.4066 40.34648),42,75
HSSAP,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,NORTHWEST ELEMENTARY SCHOOL,SCHOOL DISTRICT,1315 OLD FORGE RD,LEBANON,PA,17046,LEBANON,LEBANON,06/30/2023,FY2022-2023,0,0,34,1187,1440076,4,100758487,POINT (-76.43635 40.3476),42,75
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,MID VALLEY EARLY HEAD START,CHILD CARE PROVIDER,641 SIMPSON ST,THROOP,PA,18512,LACKAWANNA,MID VALLEY,06/30/2019,FY2018-2019,0,0,20,1986,102280167,10,102280167,POINT (-75.61791 41.44363),42,69
HSSAP,BENEDICTINE SISTERS INC,,SAINT BENEDICT CENTER,CHILD CARE PROVIDER,345 E 9TH ST,ERIE,PA,16503,ERIE,ERIE CITY,06/30/2023,FY2022-2023,0,0,17,1157,100134080,1,100134080,POINT (-80.07563 42.12933),42,49
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,SCRANTON SCHOOL DISTRICT,ISAAC TRIPP CENTER,SCHOOL DISTRICT,DOROTHY ST & EVERETT AVE,SCRANTON,PA,18504,LACKAWANNA,SCRANTON,06/30/2018,FY2017-2018,0,0,2,9893,1293711,15,102280167,POINT (-75.68131 41.4301),42,69
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,WILKINSBURG HOSANNA HOUSE,HEAD START,807 WALLACE AVE,PITTSBURGH,PA,15221,ALLEGHENY,WILKINSBURG BOROUGH,06/30/2019,FY2018-2019,0,0,17,1900,100138249,36,100746305,POINT (-79.88074 40.4433),42,3
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,,BARRY SCHOOL,SCHOOL DISTRICT,5900 RACE ST,PHILADELPHIA,PA,19139,PHILADELPHIA,PHILADELPHIA CITY,06/30/2019,FY2018-2019,0,0,36,1960,100137321,120,100137321,POINT (-75.23851 39.96485),42,101
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,BRIGHTSIDE ACADEMY INC,BRIGHTSIDE ACADEMY INC,CHILD CARE PROVIDER,2501 KENSINGTON AVE ACCA # 19,PHILADELPHIA,PA,19125,PHILADELPHIA,PHILADELPHIA CITY,06/30/2018,FY2017-2018,0,0,40,5517,100140532,30,100137321,POINT (-75.12854 39.98737),42,101
HSSAP,BERKS COUNTY INTERMEDIATE UNIT,,BCIU LEARNING CENTER AT HAMBURG,HEAD START,3570 OLD ROUTE 22,HAMBURG,PA,19526,BERKS,HAMBURG AREA,06/30/2020,FY2019-2020,0,0,15,1748,100127085,10,100127085,POINT (-75.97049 40.56126),42,11
HSSAP,LAWRENCE COUNTY SOCIAL SERVICES INC,,FREW MILL CAMPUS,HEAD START,1745 FREW MILL RD,NEW CASTLE,PA,16101,LAWRENCE,SHENANGO AREA,06/30/2024,FY2023-2024,0,0,24,21762,1530600,19,1530600,POINT (-80.30416 40.99261),42,73
HSSAP,LAWRENCE COUNTY SOCIAL SERVICES INC,,NEW WILMINGTON AREA ELEMENTARY,HEAD START,350 WOOD ST,NEW WILMINGTON,PA,16142,LAWRENCE,WILMINGTON AREA,06/30/2023,FY2022-2023,0,0,1,18756,1530600,18,1530600,POINT (-80.33855 41.12468),42,73
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,CHILDSPACE TOO DAY CARE CENTER,CHILDSPACE TOO DAY CARE CENTER,CHILD CARE PROVIDER,5517 GREENE ST,PHILADELPHIA,PA,19144,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,0,0,18,3803,100299160,1,100137321,POINT (-75.17496 40.03308),42,101
HSSAP,PITTSBURGH PUBLIC SCHOOLS,OAKLAND SUNSHINE DAY CARE & LNG CTR INC,OAKLAND SUNSHINE DAY CARE & LNG CTR,HEAD START,2358 5TH AVE,PITTSBURGH,PA,15213,ALLEGHENY,PITTSBURGH,06/30/2017,FY2016-2017,0,0,33,1781,100143169,1,100133995,POINT (-79.97112 40.43721),42,3
HSSAP,DELAWARE COUNTY INTERMEDIATE UNIT,,SHARON HILL CENTER,HEAD START,1016 SCHOOL ST,SHARON HILL,PA,19079,DELAWARE,SOUTHEAST DELCO,06/30/2020,FY2019-2020,0,0,40,1812,100002680,10,100002680,POINT (-75.27043 39.90658),42,45
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,WALLACE ELEMENTARY,HEAD START,2065 HIGH ST,YORK,PA,17408,YORK,WEST YORK AREA,06/30/2017,FY2016-2017,0,0,18,10010,100126696,16,100126696,POINT (-76.78892 39.97886),42,133
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,GROVETON TECHNOLOGY CENTER,HEAD START,511 GROVETON DR,CORAOPOLIS,PA,15108,ALLEGHENY,PITTSBURGH,06/30/2021,FY2020-2021,0,0,15,9852,100138249,79,100746305,POINT (-80.14187 40.50464),42,3
HSSAP,ARMSTRONG COUNTY COMMUNITY ACTION AGENCY,,KITTANNING HEAD START,HEAD START,265 S MCKEAN ST,KITTANNING,PA,16201,ARMSTRONG,ARMSTRONG,06/30/2017,FY2016-2017,0,0,20,13890,102280372,6,102280372,POINT (-79.51625 40.81258),42,5
HSSAP,COLUMBIA DAYCARE PROGRAM INC,,BENTON HEAD START,HEAD START,602 GREEN ACRES RD,BENTON,PA,17814,COLUMBIA,BENTON AREA,06/30/2023,FY2022-2023,0,0,13,1787,100127183,5,100127183,POINT (-76.37809 41.20045),42,37
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,WALLENPAUPACK HEAD START,HEAD START,989 MAIN ST,NEWFOUNDLAND,PA,18445,PIKE,WALLENPAUPACK AREA,06/30/2024,FY2023-2024,0,0,17,13366,102280167,66,102280167,POINT (-75.31962 41.30883),42,103
HSSAP,CHILD ADVOCATES OF BLAIR COUNTY INC,,GREENWOOD CENTER,HEAD START,319 SYCAMORE ST,ALTOONA,PA,16602,BLAIR,ALTOONA AREA,06/30/2019,FY2018-2019,0,0,30,9977,100134769,2,100134769,POINT (-78.36941 40.53045),42,13
HSSAP,PITTSBURGH PUBLIC SCHOOLS,,MANCHESTER CENTER,SCHOOL DISTRICT,1612 MANHATTAN ST,PITTSBURGH,PA,15233,ALLEGHENY,PITTSBURGH,06/30/2024,FY2023-2024,0,0,6,3042,100133995,36,100133995,POINT (-80.02707 40.45633),42,3
PA PKC,CHAMBERSBURG AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,NEW FRANKLIN ELEMENTARY,HEAD START,3584 WAYNE RD,CHAMBERSBURG,PA,17202,FRANKLIN,CHAMBERSBURG AREA,06/30/2019,FY2018-2019,18,0,18,14135,102280434,28,1296983,POINT (-77.63573 39.87736),42,55
HSSAP,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY INC,BRIGHTSIDE ACADEMY/HILL-HAZELWOOD,HEAD START,826 HAZELWOOD AVE,PITTSBURGH,PA,15217,ALLEGHENY,PITTSBURGH,06/30/2017,FY2016-2017,0,0,20,1793,100140532,11,100133995,POINT (-79.92819 40.41933),42,3
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,SOUTH SCRANTON I & III CENTER,HEAD START,1831 PITTSTON AVE,SCRANTON,PA,18505,LACKAWANNA,SCRANTON,06/30/2016,FY2015-2016,0,0,4,1772,102280167,19,102280167,POINT (-75.67706 41.38845),42,69
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,ELK LAKE CENTER,HEAD START,PO BOX 100 SCHOOL HOUSE ROAD,DIMOCK,PA,18816,SUSQUEHANNA,ELK LAKE,06/30/2021,FY2020-2021,0,0,17,1831,102280167,3,102280167,,42,115
PA PKC,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,FRANKLIN COUNTY HEAD START,FANNETT-METAL ELEMENTARY,HEAD START,14823 PATH VALLEY RD,WILLOW HILL,PA,17271,FRANKLIN,FANNETT-METAL,06/30/2016,FY2015-2016,19,0,19,9860,102280434,18,102280167,POINT (-77.78244 40.11835),42,55
HSSAP,PITTSBURGH PUBLIC SCHOOLS,PROVIDENCE CONNECTIONS INC,PROVIDENCE FAMILY SUPPORT CTR CHILDRENS PROGRAM,CHILD CARE PROVIDER,3113 BRIGHTON RD,PITTSBURGH,PA,15212,ALLEGHENY,PITTSBURGH,06/30/2018,FY2017-2018,0,0,22,6091,100195951,3,100133995,POINT (-80.02938 40.47404),42,3
HSSAP,WESTMORELAND HUMAN OPPORTUNITIES INC,,ST PAUL,HEAD START,820 CARBON RD,GREENSBURG,PA,15601,WESTMORELAND,GREENSBURG SALEM,06/30/2023,FY2022-2023,0,0,26,21925,100776832,57,100776832,POINT (-79.55874 40.29203),42,129
HSSAP,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,SOUTHERN HUNTINGDON,HEAD START,10339 POGUE RD,THREE SPRINGS,PA,17264,HUNTINGDON,SOUTHERN HUNTINGDON COUNTY,06/30/2023,FY2022-2023,0,0,8,12074,100134295,19,100134295,POINT (-77.92368 40.21428),42,61
HSSAP,COMMUNITY SERVICES FOR CHILDREN INC,,CSC DOWNTOWN,HEAD START,101 N 6TH ST,ALLENTOWN,PA,18101,LEHIGH,ALLENTOWN CITY,06/30/2024,FY2023-2024,0,0,106,21185,100128144,47,100128144,POINT (-75.47069 40.60471),42,77
HSSAP,BUTLER COUNTY CHILDRENS CENTER,,DASSA MCKINNEY ELEMENTARY,HEAD START,391 HOOKER RD,WEST SUNBURY,PA,16061,BUTLER,MONITEAU,06/30/2018,FY2017-2018,0,0,20,12543,100134277,7,100134277,POINT (-79.8803 41.00164),42,19
HSSAP,LAWRENCE COUNTY SOCIAL SERVICES INC,,NESHANNOCK MEMORIAL ELEMENTARY SCHOOL,HEAD START,3834 MITCHELL RD,NEW CASTLE,PA,16105,LAWRENCE,NESHANNOCK TOWNSHIP,06/30/2023,FY2022-2023,0,0,2,13955,1530600,17,1530600,POINT (-80.34718 41.06604),42,73
HSSAP,ALLEGHENY INTERMEDIATE UNIT,,DUQUESNE ELEMENTARY I/II,HEAD START,300 KENNEDY AVE,DUQUESNE,PA,15110,ALLEGHENY,DUQUESNE CITY,06/30/2015,FY2014-2015,0,0,20,1140,100138249,17,100138249,POINT (-79.84783 40.37159),42,3
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,CHILDSPACE WEST,CHILDSPACE WEST,CHILD CARE PROVIDER,4910 WYALUSING AVE,PHILADELPHIA,PA,19131,PHILADELPHIA,PHILADELPHIA CITY,06/30/2016,FY2015-2016,0,0,30,4874,100129938,1,100137321,POINT (-75.21966 39.96995),42,101
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,,PATTERSON SCHOOL,SCHOOL DISTRICT,70TH AND BUIST AVENUE,PHILADELPHIA,PA,19142,PHILADELPHIA,PHILADELPHIA CITY,06/30/2017,FY2016-2017,0,0,38,1429,100137321,27,100137321,,42,101
HSSAP,COMMUNITY ACTION PARTNERSHIP MERCER CTY,FARRELL AREA SCHOOL DISTRICT,JOHN HETRA,SCHOOL DISTRICT,1901 MEMORIAL DRIVE,FARRELL,PA,16121,MERCER,FARRELL AREA,06/30/2017,FY2016-2017,0,0,64,10071,100138267,3,102280130,POINT (-80.47879 41.20938),42,85
HSSAP,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY PITTSBURGH,BRIGHTSIDE ACADEMY EARLY EDUCATION,CHILD CARE PROVIDER,5919 PENN AVE,PITTSBURGH,PA,15206,ALLEGHENY,PITTSBURGH,06/30/2020,FY2019-2020,0,0,28,21690,103603600,5,100133995,POINT (-79.9262 40.46192),42,3
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,GREENWOOD,HEAD START,3357 GREENWOOD AVE,MOOSIC,PA,18507,LACKAWANNA,RIVERSIDE,06/30/2020,FY2019-2020,0,0,17,19699,102280167,78,102280167,POINT (-75.6971 41.37307),42,69
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,WESTERN WAYNE SCHOOL DISTRICT,R.D. WILSON CENTER,SCHOOL DISTRICT,74 BELMONT ST,WAYMART,PA,18472,WAYNE,WESTERN WAYNE,06/30/2021,FY2020-2021,0,0,14,3660,1501028,9,102280167,POINT (-75.40683 41.57416),42,127
HSSAP,COMMUNITY SERVICES FOR CHILDREN INC,,CSC EARLY LEARNING CENTER,HEAD START,555 UNION BLVD,ALLENTOWN,PA,18109,LEHIGH,ALLENTOWN CITY,06/30/2019,FY2018-2019,0,0,7,14783,100128144,33,100128144,POINT (-75.45102 40.6225),42,77
HSSAP,WESTMORELAND HUMAN OPPORTUNITIES INC,,RUFFSDALE ELEMENTARY,HEAD START,842 STATE ROUTE 31,RUFFS DALE,PA,15679,WESTMORELAND,SOUTHMORELAND,06/30/2015,FY2014-2015,0,0,18,1708,100776832,10,100776832,POINT (-79.61026 40.17181),42,129
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,SUSQUEHANNA COMMUNITY SCHOOL DIST,SUSQUEHANNA COMMUNITY SCHOOL DISTRICT,SCHOOL DISTRICT,3192 TURNPIKE ST,SUSQUEHANNA,PA,18847,SUSQUEHANNA,MONTROSE AREA,06/30/2015,FY2014-2015,0,0,11,3004,1610612,3,102280167,POINT (-75.59072 41.95118),42,115
HSSAP,BLUEPRINTS,,CAS PLAZA,HEAD START,150 W BEAU ST SUITE 304,WASHINGTON,PA,15301,WASHINGTON,WASHINGTON,06/30/2017,FY2016-2017,0,0,34,1962,100731376,18,100731376,POINT (-80.24874 40.16997),42,125
HSSAP,BLUEPRINTS,,CAS DONORA,HEAD START,(1 - 25) GALLATIN DR UNIT C-3 HIGHLAND TERRACE,DONORA,PA,15033,WASHINGTON,RINGGOLD,06/30/2016,FY2015-2016,0,0,2,10008,100731376,36,100731376,POINT (-79.86624 40.16713),42,125
PA PKC,WILSON SCHOOL DISTRICT,,WILSON SCHOOL DISTRICT CORNWALL TERRACE CENTER,SCHOOL DISTRICT,3100 IROQUOIS AVE,READING,PA,19608,BERKS,WILSON,06/30/2024,FY2023-2024,18,0,18,6356,100256663,2,100256663,POINT (-76.01213 40.31965),42,11
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,HEAD START/EARLY HEAD START OF YORK COUNTY,NON-PROFIT,339 E COTTAGE PL,YORK,PA,17403,YORK,YORK CITY,06/30/2020,FY2019-2020,0,0,17,13629,100126696,12,100126696,POINT (-76.7159 39.95587),42,133
HSSAP,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,SOUTHEAST ELEMENTARY SCHOOL,SCHOOL DISTRICT,499 E PERSHING AVE,LEBANON,PA,17042,LEBANON,LEBANON,06/30/2016,FY2015-2016,0,0,20,1192,1440076,6,100758487,POINT (-76.40339 40.33644),42,75
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,NORTHGATE BELLEVUE,HEAD START,435 LINCOLN AVE,PITTSBURGH,PA,15202,ALLEGHENY,NORTHGATE,06/30/2023,FY2022-2023,0,0,18,1765,100138249,30,100746305,POINT (-80.05474 40.49438),42,3
HSSAP,PITTSBURGH PUBLIC SCHOOLS,,MANCHESTER CENTER,SCHOOL DISTRICT,1612 MANHATTAN ST,PITTSBURGH,PA,15233,ALLEGHENY,PITTSBURGH,06/30/2017,FY2016-2017,0,0,11,3042,100133995,36,100133995,POINT (-80.02707 40.45633),42,3
HSSAP,COMMUNITY ACTION PARTNERSHIP CAMBRIA CTY,,JOHNSTOWN CENTER,HEAD START,401 BROAD ST,JOHNSTOWN,PA,15906,CAMBRIA,GREATER JOHNSTOWN,06/30/2016,FY2015-2016,0,0,18,1392,102280120,2,102280120,POINT (-78.9276 40.33901),42,21
HSSAP,SETON HILL CHILD SERVICES INC,,NEW KENSINGTON EARLY CARE AND EDUCATION CENTER,CHILD CARE PROVIDER,1129 LEISHMAN AVE,NEW KENSINGTON,PA,15068,WESTMORELAND,NEW KENSINGTON-ARNOLD,06/30/2018,FY2017-2018,0,0,2,20082,100153755,17,100153755,POINT (-79.76257 40.56956),42,129
HSSAP,CHILD ADVOCATES OF BLAIR COUNTY INC,,SPRING COVE 2,HEAD START,137 SPRING COVE DR,ROARING SPRING,PA,16673,BLAIR,SPRING COVE,06/30/2024,FY2023-2024,0,0,8,13915,100134769,23,100134769,POINT (-78.38488 40.33206),42,13
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,GRACE NEIGHBORHOOD DEVELOPMENT CORP,GRACE NEIGHBORHOOD ACADEMY,CHILD CARE PROVIDER,5221 OXFORD AVE,PHILADELPHIA,PA,19124,PHILADELPHIA,PHILADELPHIA CITY,06/30/2024,FY2023-2024,0,0,100,12416,100648206,3,100137321,POINT (-75.08451 40.02684),42,101
HSSAP,LAWRENCE COUNTY SOCIAL SERVICES INC,,MOHAWK CENTER,HEAD START,351 MOHAWK SCHOOL RD,BESSEMER,PA,16112,LAWRENCE,MOHAWK AREA,06/30/2023,FY2022-2023,0,0,23,2997,1530600,5,1530600,,42,73
HSSAP,WESTMORELAND HUMAN OPPORTUNITIES INC,,WESTMORELAND AVE,HEAD START,119 WESTMORELAND AVE,GREENSBURG,PA,15601,WESTMORELAND,HEMPFIELD AREA,06/30/2023,FY2022-2023,0,0,9,1969,100776832,20,100776832,POINT (-79.53232 40.30249),42,129
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,HANNAH PENN SCHOOL,HEAD START,415 E BOUNDARY AVE,YORK,PA,17403,YORK,YORK CITY,06/30/2019,FY2018-2019,0,0,17,12942,100126696,18,100126696,POINT (-76.71604 39.95931),42,133
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,DELAWARE VALLEY SCHOOL DIST,DELAWARE VALLEY ELEMENTARY,SCHOOL DISTRICT,244 RTES 6 & 209,MILFORD,PA,18337,PIKE,DELAWARE VALLEY,06/30/2017,FY2016-2017,0,0,9,2994,1394438,4,102280167,POINT (-74.83094 41.33707),42,103
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,MCKEESPORT WANDER BUILDING,HEAD START,339 5TH AVE,MCKEESPORT,PA,15132,ALLEGHENY,MCKEESPORT AREA,06/30/2021,FY2020-2021,0,0,18,3687,100138249,46,100746305,POINT (-79.86357 40.35113),42,3
HSSAP,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY PITTSBURGH,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,CHILD CARE PROVIDER,4 SMITHFIELD ST,PITTSBURGH,PA,15222,ALLEGHENY,PITTSBURGH,06/30/2023,FY2022-2023,0,0,20,21687,103603600,3,100133995,POINT (-80.00081 40.4369),42,3
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,,LAWTON SCHOOL,HEAD START,6101 JACKSON ST,PHILADELPHIA,PA,19135,PHILADELPHIA,PHILADELPHIA CITY,06/30/2022,FY2021-2022,0,0,40,18856,100137321,161,100137321,POINT (-75.05939 40.02063),42,101
HSSAP,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,ST CATHERINES SCHOOL HALL,HEAD START,230 W DAVIS ST,MOUNT UNION,PA,17066,HUNTINGDON,MOUNT UNION AREA,06/30/2022,FY2021-2022,0,0,16,21045,100134295,27,100134295,POINT (-77.88838 40.38395),42,61
HSSAP,COMMUNITY SERVICES FOR CHILDREN INC,,HAYS ELEMENTARY SCHOOL,HEAD START,1227 WEST GORDON ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2023,FY2022-2023,0,0,40,23582,100128144,51,100128144,POINT (-75.48541 40.6048),42,77
HSSAP,CHILD ADVOCATES OF BLAIR COUNTY INC,,TYRONE INDUSTRIAL PARK,HEAD START,323 W 23RD ST,TYRONE,PA,16686,BLAIR,TYRONE AREA,06/30/2022,FY2021-2022,0,0,18,9982,100134769,16,100134769,POINT (-78.23741 40.68593),42,13
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,HEAD START OF YORK CO - ST MARK'S,HEAD START,700 E MARKET ST,YORK,PA,17403,YORK,YORK CITY,06/30/2016,FY2015-2016,0,0,50,1864,100126696,4,100126696,POINT (-76.71278 39.96739),42,133
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,STO-ROX PLEASANT RIDGE,HEAD START,251 JEFFERSON DR,MCKEES ROCKS,PA,15136,ALLEGHENY,STO-ROX,06/30/2023,FY2022-2023,0,0,18,1751,100138249,34,100746305,POINT (-80.07664 40.47989),42,3
HSSAP,LAWRENCE COUNTY SOCIAL SERVICES INC,,CROTON PRE-K CENTER,HEAD START,401 FERN ST,NEW CASTLE,PA,16101,LAWRENCE,NEW CASTLE AREA,06/30/2015,FY2014-2015,0,0,5,11879,1530600,12,1530600,POINT (-80.3233 41.00602),42,73
HSSAP,CHILD ADVOCATES OF BLAIR COUNTY INC,,MARTINSBURG,HEAD START,201 S WALNUT ST,MARTINSBURG,PA,16662,BLAIR,SPRING COVE,06/30/2017,FY2016-2017,0,0,14,14492,100134769,24,100134769,POINT (-78.32149 40.3083),42,13
HSSAP,COLUMBIA DAYCARE PROGRAM INC,,BLOOMSBURG CHILDRENS CENTER I,HEAD START,215 E 5TH ST,BLOOMSBURG,PA,17815,COLUMBIA,BLOOMSBURG AREA,06/30/2016,FY2015-2016,0,0,17,1973,100127183,1,100127183,POINT (-76.45046 41.00138),42,37
HSSAP,SCHOOL DISTRICT OF PHILADELPHIA,DIVERSIFIED COMMUNITY SERVICES,WESTERN COMMUNITY CENTER,CHILD CARE PROVIDER,1613 SOUTH ST # 21,PHILADELPHIA,PA,19146,PHILADELPHIA,PHILADELPHIA CITY,06/30/2015,FY2014-2015,0,0,11,1503,100126079,3,100137321,POINT (-75.16894 39.94409),42,101
HSSAP,COMMUNITY ACTION PARTNERSHIP MERCER CTY,FARRELL AREA SCHOOL DISTRICT,FARRELL ELEMENTARY SCHOOL,SCHOOL DISTRICT,1600 ROEMER BLVD,FARRELL,PA,16121,MERCER,FARRELL AREA,06/30/2020,FY2019-2020,0,0,32,18354,100138267,29,102280130,POINT (-80.48595 41.21213),42,85
HSSAP,POCONO SERVICES FOR FAMILIES AND CHILDRE,,MIDDLE SMITHFIELD HEAD START,HEAD START,5180 MILFORD RD,EAST STROUDSBURG,PA,18302,MONROE,EAST STROUDSBURG AREA,06/30/2018,FY2017-2018,0,0,19,9939,100126856,9,100126856,POINT (-75.078 41.05988),42,89
PA PKC,CHESTER COUNTY INTERMEDIATE UNIT,,BARKLEY ELEMENTARY,HEAD START,320 2ND AVE,PHOENIXVILLE,PA,19460,CHESTER,PHOENIXVILLE AREA,06/30/2020,FY2019-2020,60,0,60,21723,100359606,47,100359606,POINT (-75.51837 40.12781),42,29
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,PHILADELPHIA FREEDOM VALLEY YMCA,GPY COLUMBIA NORTH EARLY LEARNING CENTER,CHILD CARE PROVIDER,1400 N BROAD ST,PHILADELPHIA,PA,19121,PHILADELPHIA,PHILADELPHIA CITY,06/30/2019,FY2018-2019,40,0,40,1219,100226655,9,100137321,POINT (-75.15868 39.97493),42,101
HSSAP,CAP OF LANCASTER COUNTY,,MILLERSVILLE UNIVERSITY,HEAD START,60 BROOKS DR,MILLERSVILLE,PA,17551,LANCASTER,LANCASTER,06/30/2023,FY2022-2023,0,0,16,22896,100126785,17,100126785,,42,71
