Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2019,Western,Colorado,General Population Method,Suffocation,338,27
2019,Western,Colorado,General Population Method,Other suicide,85,6.8
2019,Western,Hawaii,General Population Method,Firearms,40,18.4
2019,Western,Hawaii,General Population Method,Poisoning,31,14.3
2019,Western,Hawaii,General Population Method,Suffocation,109,50.2
2019,Western,Hawaii,General Population Method,Other suicide,37,17.1
2019,Western,Idaho,General Population Method,Firearms,216,62.1
2019,Western,Idaho,General Population Method,Poisoning,42,12.1
2019,Western,Idaho,General Population Method,Suffocation,69,19.8
2019,Western,Idaho,General Population Method,Other suicide,21,6
2019,Western,Montana,General Population Method,Firearms,164,59.2
2019,Western,Montana,General Population Method,Poisoning,35,12.6
2019,Western,Montana,General Population Method,Suffocation,67,24.2
2019,Western,Montana,General Population Method,Other suicide,11,4
2019,Western,Nevada,General Population Method,Firearms,350,55.9
2019,Western,Nevada,General Population Method,Poisoning,97,15.5
2019,Western,Nevada,General Population Method,Suffocation,135,21.6
2019,Western,Nevada,General Population Method,Other suicide,44,7
2019,Western,New Mexico,General Population Method,Firearms,274,56.3
2019,Western,New Mexico,General Population Method,Poisoning,54,11.1
2019,Western,New Mexico,General Population Method,Suffocation,139,28.5
2019,Western,New Mexico,General Population Method,Other suicide,20,4.1
2019,Western,Oregon,General Population Method,Firearms,460,51.9
2019,Western,Oregon,General Population Method,Poisoning,134,15.1
2019,Western,Oregon,General Population Method,Suffocation,218,24.6
2019,Western,Oregon,General Population Method,Other suicide,74,8.4
2019,Western,Utah,General Population Method,Firearms,316,51.5
2019,Western,Utah,General Population Method,Poisoning,91,14.8
2019,Western,Utah,General Population Method,Suffocation,168,27.4
2019,Western,Utah,General Population Method,Other suicide,39,6.4
2019,Western,Washington,General Population Method,Firearms,620,50.7
2019,Western,Washington,General Population Method,Poisoning,192,15.7
2019,Western,Washington,General Population Method,Suffocation,309,25.3
2019,Western,Washington,General Population Method,Other suicide,102,8.3
2019,Western,Wyoming,General Population Method,Firearms,108,67.5
2019,Western,Wyoming,General Population Method,Suffocation,30,18.8
2019,Western,Wyoming,General Population Method,Other and low-count methods,22,13.8
2020,All,U.S. Total,General Population Method,Firearms,"23,571",53.2
2020,All,U.S. Total,General Population Method,Poisoning,"5,410",12.2
2020,All,U.S. Total,General Population Method,Suffocation,"11,748",26.5
2020,All,U.S. Total,General Population Method,Other suicide,"3,569",8.1
2020,Northeastern,Region Total,General Population Method,Firearms,"2,114",38.2
2020,Northeastern,Region Total,General Population Method,Poisoning,859,15.5
2020,Northeastern,Region Total,General Population Method,Suffocation,"1,828",33.1
2020,Northeastern,Region Total,General Population Method,Other suicide,729,13.2
2020,Northeastern,Connecticut,General Population Method,Firearms,107,30.2
2020,Northeastern,Connecticut,General Population Method,Poisoning,74,20.9
2020,Northeastern,Connecticut,General Population Method,Suffocation,127,35.9
2020,Northeastern,Connecticut,General Population Method,Other suicide,46,13
2020,Northeastern,Maine,General Population Method,Firearms,130,57
2020,Northeastern,Maine,General Population Method,Poisoning,33,14.5
2020,Northeastern,Maine,General Population Method,Suffocation,49,21.5
2020,Northeastern,Maine,General Population Method,Other suicide,16,7
2020,Northeastern,Massachusetts,General Population Method,Firearms,133,22.1
2020,Northeastern,Massachusetts,General Population Method,Poisoning,109,18.1
2020,Northeastern,Massachusetts,General Population Method,Suffocation,267,44.4
2020,Northeastern,Massachusetts,General Population Method,Other suicide,92,15.3
2020,Northeastern,New Hampshire,General Population Method,Firearms,115,50.7
2020,Northeastern,New Hampshire,General Population Method,Suffocation,65,28.6
2020,Northeastern,New Hampshire,General Population Method,Other and low-count methods,47,20.7
2020,Northeastern,New Jersey,General Population Method,Firearms,180,27.5
2020,Northeastern,New Jersey,General Population Method,Poisoning,103,15.7
2020,Northeastern,New Jersey,General Population Method,Suffocation,262,40
2020,Northeastern,New Jersey,General Population Method,Other suicide,110,16.8
2020,Northeastern,New York,General Population Method,Firearms,458,28.4
2020,Northeastern,New York,General Population Method,Poisoning,262,16.3
2020,Northeastern,New York,General Population Method,Suffocation,570,35.4
2020,Northeastern,New York,General Population Method,Other suicide,320,19.9
2020,Northeastern,Pennsylvania,General Population Method,Firearms,895,54.3
2020,Northeastern,Pennsylvania,General Population Method,Poisoning,208,12.6
2020,Northeastern,Pennsylvania,General Population Method,Suffocation,429,26
2020,Northeastern,Pennsylvania,General Population Method,Other suicide,116,7
2020,Northeastern,Rhode Island,General Population Method,Firearms,30,31.9
2020,Northeastern,Rhode Island,General Population Method,Poisoning,17,18.1
2020,Northeastern,Rhode Island,General Population Method,Suffocation,33,35.1
2020,Northeastern,Rhode Island,General Population Method,Other suicide,14,14.9
2020,Northeastern,Vermont,General Population Method,Firearms,66,58.4
2020,Northeastern,Vermont,General Population Method,Suffocation,26,23
2020,Northeastern,Vermont,General Population Method,Other and low-count methods,21,18.6
2020,Midwestern,Region Total,General Population Method,Firearms,"5,044",52.9
2020,Midwestern,Region Total,General Population Method,Poisoning,"1,179",12.4
2020,Midwestern,Region Total,General Population Method,Suffocation,"2,622",27.5
2020,Midwestern,Region Total,General Population Method,Other suicide,689,7.2
2020,Midwestern,Illinois,General Population Method,Firearms,521,40.1
2020,Midwestern,Illinois,General Population Method,Poisoning,181,13.9
2020,Midwestern,Illinois,General Population Method,Suffocation,448,34.5
2020,Midwestern,Illinois,General Population Method,Other suicide,150,11.5
2020,Midwestern,Indiana,General Population Method,Firearms,588,60.1
2020,Midwestern,Indiana,General Population Method,Poisoning,91,9.3
2020,Midwestern,Indiana,General Population Method,Suffocation,253,25.9
2020,Midwestern,Indiana,General Population Method,Other suicide,46,4.7
2020,Midwestern,Iowa,General Population Method,Firearms,254,47.5
2020,Midwestern,Iowa,General Population Method,Poisoning,91,17
2020,Midwestern,Iowa,General Population Method,Suffocation,169,31.6
2020,Midwestern,Iowa,General Population Method,Other suicide,21,3.9
2020,Midwestern,Kansas,General Population Method,Firearms,297,58.7
2020,Midwestern,Kansas,General Population Method,Poisoning,58,11.5
2020,Midwestern,Kansas,General Population Method,Suffocation,122,24.1
2020,Midwestern,Kansas,General Population Method,Other suicide,29,5.7
2020,Midwestern,Michigan,General Population Method,Firearms,747,53.5
2020,Midwestern,Michigan,General Population Method,Poisoning,183,13.1
2020,Midwestern,Michigan,General Population Method,Suffocation,364,26.1
2020,Midwestern,Michigan,General Population Method,Other suicide,102,7.3
2020,Midwestern,Minnesota,General Population Method,Firearms,345,47.3
2020,Midwestern,Minnesota,General Population Method,Poisoning,117,16
2020,Midwestern,Minnesota,General Population Method,Suffocation,195,26.7
2020,Midwestern,Minnesota,General Population Method,Other suicide,72,9.9
2020,Midwestern,Missouri,General Population Method,Firearms,687,62.9
2020,Midwestern,Missouri,General Population Method,Poisoning,96,8.8
2020,Midwestern,Missouri,General Population Method,Suffocation,248,22.7
2020,Midwestern,Missouri,General Population Method,Other suicide,61,5.6
2020,Midwestern,Nebraska,General Population Method,Firearms,133,49.3
2020,Midwestern,Nebraska,General Population Method,Poisoning,45,16.7
2020,Midwestern,Nebraska,General Population Method,Suffocation,80,29.6
2020,Midwestern,Nebraska,General Population Method,Other suicide,12,4.4
2020,Midwestern,North Dakota,General Population Method,Firearms,71,57.3
2020,Midwestern,North Dakota,General Population Method,Suffocation,34,27.4
2020,Midwestern,North Dakota,General Population Method,Other and low-count methods,19,15.3
2020,Midwestern,Ohio,General Population Method,Firearms,879,55.3
2020,Midwestern,Ohio,General Population Method,Poisoning,179,11.3
2020,Midwestern,Ohio,General Population Method,Suffocation,408,25.7
2020,Midwestern,Ohio,General Population Method,Other suicide,124,7.8
2020,Midwestern,South Dakota,General Population Method,Firearms,87,49.2
2020,Midwestern,South Dakota,General Population Method,Suffocation,69,39
2020,Midwestern,South Dakota,General Population Method,Other and low-count methods,21,11.9
2020,Midwestern,Wisconsin,General Population Method,Firearms,435,52
2020,Midwestern,Wisconsin,General Population Method,Poisoning,106,12.7
2020,Midwestern,Wisconsin,General Population Method,Suffocation,232,27.7
2020,Midwestern,Wisconsin,General Population Method,Other suicide,64,7.6
2020,Southern,Region Total,General Population Method,Firearms,"10,712",60.2
2020,Southern,Region Total,General Population Method,Poisoning,"1,855",10.4
2020,Southern,Region Total,General Population Method,Suffocation,"4,163",23.4
2020,Southern,Region Total,General Population Method,Other suicide,"1,062",6
2020,Southern,Alabama,General Population Method,Firearms,528,68.1
2020,Southern,Alabama,General Population Method,Poisoning,50,6.5
2020,Southern,Alabama,General Population Method,Suffocation,174,22.5
2020,Southern,Alabama,General Population Method,Other suicide,23,3
2020,Southern,Arkansas,General Population Method,Firearms,351,62.9
2020,Southern,Arkansas,General Population Method,Poisoning,58,10.4
2020,Southern,Arkansas,General Population Method,Suffocation,129,23.1
2020,Southern,Arkansas,General Population Method,Other suicide,20,3.6
2020,Southern,Delaware,General Population Method,Firearms,57,47.1
2020,Southern,Delaware,General Population Method,Poisoning,14,11.6
2020,Southern,Delaware,General Population Method,Suffocation,37,30.6
2020,Southern,Delaware,General Population Method,Other suicide,13,10.7
2020,Southern,District of Columbia,General Population Method,Suffocation,11,30.6
2020,Southern,District of Columbia,General Population Method,Other and low-count methods,25,69.4
2020,Southern,Florida,General Population Method,Firearms,"1,685",55.4
2020,Southern,Florida,General Population Method,Poisoning,433,14.2
2020,Southern,Florida,General Population Method,Suffocation,679,22.3
2020,Southern,Florida,General Population Method,Other suicide,246,8.1
2020,Southern,Georgia,General Population Method,Firearms,913,63.6
2020,Southern,Georgia,General Population Method,Poisoning,118,8.2
2020,Southern,Georgia,General Population Method,Suffocation,324,22.6
2020,Southern,Georgia,General Population Method,Other suicide,81,5.6
2020,Southern,Kentucky,General Population Method,Firearms,504,64.9
2020,Southern,Kentucky,General Population Method,Poisoning,62,8
2020,Southern,Kentucky,General Population Method,Suffocation,180,23.2
2020,Southern,Kentucky,General Population Method,Other suicide,31,4
2020,Southern,Louisiana,General Population Method,Firearms,390,62.9
2020,Southern,Louisiana,General Population Method,Poisoning,61,9.8
2020,Southern,Louisiana,General Population Method,Suffocation,143,23.1
2020,Southern,Louisiana,General Population Method,Other suicide,26,4.2
2020,Southern,Maryland,General Population Method,Firearms,260,46.3
2020,Southern,Maryland,General Population Method,Poisoning,78,13.9
2020,Southern,Maryland,General Population Method,Suffocation,169,30.1
2020,Southern,Maryland,General Population Method,Other suicide,54,9.6
2020,Southern,Mississippi,General Population Method,Firearms,268,67.3
2020,Southern,Mississippi,General Population Method,Poisoning,25,6.3
2020,Southern,Mississippi,General Population Method,Suffocation,88,22.1
2020,Southern,Mississippi,General Population Method,Other suicide,17,4.3
2020,Southern,North Carolina,General Population Method,Firearms,848,61.2
