Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2002,Midwestern,Missouri,General Population Method,Suffocation,110,16.3
2002,Midwestern,Missouri,General Population Method,Other suicide,39,5.8
2002,Midwestern,Nebraska,General Population Method,Firearms,101,52.9
2002,Midwestern,Nebraska,General Population Method,Poisoning,38,19.9
2002,Midwestern,Nebraska,General Population Method,Suffocation,40,20.9
2002,Midwestern,Nebraska,General Population Method,Other suicide,12,6.3
2002,Midwestern,North Dakota,General Population Method,Firearms,52,57.8
2002,Midwestern,North Dakota,General Population Method,Suffocation,16,17.8
2002,Midwestern,North Dakota,General Population Method,Other and low-count methods,22,24.4
2002,Midwestern,Ohio,General Population Method,Firearms,664,53.3
2002,Midwestern,Ohio,General Population Method,Poisoning,245,19.7
2002,Midwestern,Ohio,General Population Method,Suffocation,239,19.2
2002,Midwestern,Ohio,General Population Method,Other suicide,98,7.9
2002,Midwestern,South Dakota,General Population Method,Firearms,47,57.3
2002,Midwestern,South Dakota,General Population Method,Suffocation,21,25.6
2002,Midwestern,South Dakota,General Population Method,Other and low-count methods,14,17.1
2002,Midwestern,Wisconsin,General Population Method,Firearms,295,49.2
2002,Midwestern,Wisconsin,General Population Method,Poisoning,117,19.5
2002,Midwestern,Wisconsin,General Population Method,Suffocation,140,23.3
2002,Midwestern,Wisconsin,General Population Method,Other suicide,48,8
2002,Southern,Region Total,General Population Method,Firearms,"7,299",61.7
2002,Southern,Region Total,General Population Method,Poisoning,"1,867",15.8
2002,Southern,Region Total,General Population Method,Suffocation,"1,870",15.8
2002,Southern,Region Total,General Population Method,Other suicide,797,6.7
2002,Southern,Alabama,General Population Method,Firearms,370,74.4
2002,Southern,Alabama,General Population Method,Poisoning,39,7.8
2002,Southern,Alabama,General Population Method,Suffocation,60,12.1
2002,Southern,Alabama,General Population Method,Other suicide,28,5.6
2002,Southern,Arkansas,General Population Method,Firearms,249,68.6
2002,Southern,Arkansas,General Population Method,Poisoning,47,12.9
2002,Southern,Arkansas,General Population Method,Suffocation,54,14.9
2002,Southern,Arkansas,General Population Method,Other suicide,13,3.6
2002,Southern,Delaware,General Population Method,Firearms,35,50.7
2002,Southern,Delaware,General Population Method,Suffocation,13,18.8
2002,Southern,Delaware,General Population Method,Other and low-count methods,21,30.4
2002,Southern,District of Columbia,General Population Method,Firearms,13,41.9
2002,Southern,District of Columbia,General Population Method,Other and low-count methods,18,58.1
2002,Southern,Florida,General Population Method,Firearms,"1,191",51.9
2002,Southern,Florida,General Population Method,Poisoning,485,21.1
2002,Southern,Florida,General Population Method,Suffocation,394,17.2
2002,Southern,Florida,General Population Method,Other suicide,224,9.8
2002,Southern,Georgia,General Population Method,Firearms,599,67.8
2002,Southern,Georgia,General Population Method,Poisoning,116,13.1
2002,Southern,Georgia,General Population Method,Suffocation,133,15
2002,Southern,Georgia,General Population Method,Other suicide,36,4.1
2002,Southern,Kentucky,General Population Method,Firearms,358,67.7
2002,Southern,Kentucky,General Population Method,Poisoning,74,14
2002,Southern,Kentucky,General Population Method,Suffocation,74,14
2002,Southern,Kentucky,General Population Method,Other suicide,23,4.3
2002,Southern,Louisiana,General Population Method,Firearms,343,70.3
2002,Southern,Louisiana,General Population Method,Poisoning,46,9.4
2002,Southern,Louisiana,General Population Method,Suffocation,70,14.3
2002,Southern,Louisiana,General Population Method,Other suicide,29,5.9
2002,Southern,Maryland,General Population Method,Firearms,227,49.6
2002,Southern,Maryland,General Population Method,Poisoning,82,17.9
2002,Southern,Maryland,General Population Method,Suffocation,103,22.5
2002,Southern,Maryland,General Population Method,Other suicide,46,10
2002,Southern,Mississippi,General Population Method,Firearms,247,74.6
2002,Southern,Mississippi,General Population Method,Poisoning,38,11.5
2002,Southern,Mississippi,General Population Method,Suffocation,32,9.7
2002,Southern,Mississippi,General Population Method,Other suicide,14,4.2
2002,Southern,North Carolina,General Population Method,Firearms,617,63.8
2002,Southern,North Carolina,General Population Method,Poisoning,155,16
2002,Southern,North Carolina,General Population Method,Suffocation,140,14.5
2002,Southern,North Carolina,General Population Method,Other suicide,55,5.7
2002,Southern,Oklahoma,General Population Method,Firearms,303,62.7
2002,Southern,Oklahoma,General Population Method,Poisoning,75,15.5
2002,Southern,Oklahoma,General Population Method,Suffocation,76,15.7
2002,Southern,Oklahoma,General Population Method,Other suicide,29,6
2002,Southern,South Carolina,General Population Method,Firearms,300,69.6
2002,Southern,South Carolina,General Population Method,Poisoning,47,10.9
2002,Southern,South Carolina,General Population Method,Suffocation,56,13
2002,Southern,South Carolina,General Population Method,Other suicide,28,6.5
2002,Southern,Tennessee,General Population Method,Firearms,508,66.9
2002,Southern,Tennessee,General Population Method,Poisoning,112,14.8
2002,Southern,Tennessee,General Population Method,Suffocation,89,11.7
2002,Southern,Tennessee,General Population Method,Other suicide,50,6.6
2002,Southern,Texas,General Population Method,Firearms,"1,274",57.7
2002,Southern,Texas,General Population Method,Poisoning,397,18
2002,Southern,Texas,General Population Method,Suffocation,407,18.4
2002,Southern,Texas,General Population Method,Other suicide,131,5.9
2002,Southern,Virginia,General Population Method,Firearms,478,62
2002,Southern,Virginia,General Population Method,Poisoning,109,14.1
2002,Southern,Virginia,General Population Method,Suffocation,124,16.1
2002,Southern,Virginia,General Population Method,Other suicide,60,7.8
2002,Southern,West Virginia,General Population Method,Firearms,187,69.5
2002,Southern,West Virginia,General Population Method,Poisoning,29,10.8
2002,Southern,West Virginia,General Population Method,Suffocation,36,13.4
2002,Southern,West Virginia,General Population Method,Other suicide,17,6.3
2002,Western,Region Total,General Population Method,Firearms,"4,117",53
2002,Western,Region Total,General Population Method,Poisoning,"1,549",19.9
2002,Western,Region Total,General Population Method,Suffocation,"1,483",19.1
2002,Western,Region Total,General Population Method,Other suicide,624,8
2002,Western,Alaska,General Population Method,Firearms,86,69.9
2002,Western,Alaska,General Population Method,Suffocation,19,15.4
2002,Western,Alaska,General Population Method,Other and low-count methods,18,14.6
2002,Western,Arizona,General Population Method,Firearms,548,63.8
2002,Western,Arizona,General Population Method,Poisoning,146,17
2002,Western,Arizona,General Population Method,Suffocation,131,15.3
2002,Western,Arizona,General Population Method,Other suicide,34,4
2002,Western,California,General Population Method,Firearms,"1,460",46.4
2002,Western,California,General Population Method,Poisoning,629,20
2002,Western,California,General Population Method,Suffocation,696,22.1
2002,Western,California,General Population Method,Other suicide,364,11.6
2002,Western,Colorado,General Population Method,Firearms,366,52.4
2002,Western,Colorado,General Population Method,Poisoning,161,23.1
2002,Western,Colorado,General Population Method,Suffocation,133,19.1
2002,Western,Colorado,General Population Method,Other suicide,38,5.4
2002,Western,Hawaii,General Population Method,Firearms,21,17.9
2002,Western,Hawaii,General Population Method,Poisoning,16,13.7
2002,Western,Hawaii,General Population Method,Suffocation,61,52.1
2002,Western,Hawaii,General Population Method,Other suicide,19,16.2
2002,Western,Idaho,General Population Method,Firearms,130,67.7
2002,Western,Idaho,General Population Method,Poisoning,33,17.2
2002,Western,Idaho,General Population Method,Other and low-count methods,29,15.1
2002,Western,Montana,General Population Method,Firearms,107,61.5
2002,Western,Montana,General Population Method,Poisoning,35,20.1
2002,Western,Montana,General Population Method,Other and low-count methods,32,18.4
2002,Western,Nevada,General Population Method,Firearms,243,58.6
2002,Western,Nevada,General Population Method,Poisoning,93,22.4
2002,Western,Nevada,General Population Method,Suffocation,58,14
2002,Western,Nevada,General Population Method,Other suicide,21,5.1
2002,Western,New Mexico,General Population Method,Firearms,205,61
2002,Western,New Mexico,General Population Method,Poisoning,60,17.9
2002,Western,New Mexico,General Population Method,Suffocation,58,17.3
2002,Western,New Mexico,General Population Method,Other suicide,13,3.9
2002,Western,Oregon,General Population Method,Firearms,281,55.8
2002,Western,Oregon,General Population Method,Poisoning,99,19.6
2002,Western,Oregon,General Population Method,Suffocation,84,16.7
2002,Western,Oregon,General Population Method,Other suicide,40,7.9
2002,Western,Utah,General Population Method,Firearms,164,51.6
2002,Western,Utah,General Population Method,Poisoning,83,26.1
2002,Western,Utah,General Population Method,Other and low-count methods,71,22.3
2002,Western,Washington,General Population Method,Firearms,425,54.1
2002,Western,Washington,General Population Method,Poisoning,169,21.5
2002,Western,Washington,General Population Method,Suffocation,125,15.9
2002,Western,Washington,General Population Method,Other suicide,66,8.4
2002,Western,Wyoming,General Population Method,Firearms,81,78.6
2002,Western,Wyoming,General Population Method,Poisoning,10,9.7
2002,Western,Wyoming,General Population Method,Other and low-count methods,12,11.7
2003,All,U.S. Total,General Population Method,Firearms,"16,530",54.1
2003,All,U.S. Total,General Population Method,Poisoning,"5,405",17.7
2003,All,U.S. Total,General Population Method,Suffocation,"6,189",20.3
2003,All,U.S. Total,General Population Method,Other suicide,"2,435",8
2003,Northeastern,Region Total,General Population Method,Firearms,"1,682",40.7
2003,Northeastern,Region Total,General Population Method,Poisoning,731,17.7
2003,Northeastern,Region Total,General Population Method,Suffocation,"1,162",28.1
2003,Northeastern,Region Total,General Population Method,Other suicide,561,13.6
2003,Northeastern,Connecticut,General Population Method,Firearms,89,33.2
2003,Northeastern,Connecticut,General Population Method,Poisoning,77,28.7
2003,Northeastern,Connecticut,General Population Method,Suffocation,77,28.7
2003,Northeastern,Connecticut,General Population Method,Other suicide,25,9.3
2003,Northeastern,Maine,General Population Method,Firearms,66,50.4
2003,Northeastern,Maine,General Population Method,Poisoning,25,19.1
2003,Northeastern,Maine,General Population Method,Suffocation,25,19.1
2003,Northeastern,Maine,General Population Method,Other suicide,15,11.5
2003,Northeastern,Massachusetts,General Population Method,Firearms,121,28.9
2003,Northeastern,Massachusetts,General Population Method,Poisoning,92,22
2003,Northeastern,Massachusetts,General Population Method,Suffocation,150,35.8
2003,Northeastern,Massachusetts,General Population Method,Other suicide,56,13.4
2003,Northeastern,New Hampshire,General Population Method,Firearms,75,49
2003,Northeastern,New Hampshire,General Population Method,Suffocation,42,27.5
2003,Northeastern,New Hampshire,General Population Method,Other and low-count methods,36,23.5
2003,Northeastern,New Jersey,General Population Method,Firearms,183,31.8
2003,Northeastern,New Jersey,General Population Method,Poisoning,112,19.5
2003,Northeastern,New Jersey,General Population Method,Suffocation,194,33.7
2003,Northeastern,New Jersey,General Population Method,Other suicide,86,15
2003,Northeastern,New York,General Population Method,Firearms,396,34.8
2003,Northeastern,New York,General Population Method,Poisoning,142,12.5
2003,Northeastern,New York,General Population Method,Suffocation,353,31
2003,Northeastern,New York,General Population Method,Other suicide,248,21.8
2003,Northeastern,Pennsylvania,General Population Method,Firearms,702,54.5
2003,Northeastern,Pennsylvania,General Population Method,Poisoning,215,16.7
2003,Northeastern,Pennsylvania,General Population Method,Suffocation,262,20.4
2003,Northeastern,Pennsylvania,General Population Method,Other suicide,108,8.4
2003,Northeastern,Rhode Island,General Population Method,Poisoning,25,30.1
2003,Northeastern,Rhode Island,General Population Method,Suffocation,38,45.8
2003,Northeastern,Rhode Island,General Population Method,Other and low-count methods,20,24.1
2003,Northeastern,Vermont,General Population Method,Firearms,38,46.9
2003,Northeastern,Vermont,General Population Method,Suffocation,21,25.9
2003,Northeastern,Vermont,General Population Method,Other and low-count methods,22,27.2
2003,Midwestern,Region Total,General Population Method,Firearms,"3,364",51.8
2003,Midwestern,Region Total,General Population Method,Poisoning,"1,253",19.3
2003,Midwestern,Region Total,General Population Method,Suffocation,"1,408",21.7
2003,Midwestern,Region Total,General Population Method,Other suicide,473,7.3
2003,Midwestern,Illinois,General Population Method,Firearms,395,40.4
2003,Midwestern,Illinois,General Population Method,Poisoning,196,20.1
2003,Midwestern,Illinois,General Population Method,Suffocation,269,27.5
2003,Midwestern,Illinois,General Population Method,Other suicide,117,12
2003,Midwestern,Indiana,General Population Method,Firearms,412,57
2003,Midwestern,Indiana,General Population Method,Poisoning,133,18.4
2003,Midwestern,Indiana,General Population Method,Suffocation,148,20.5
2003,Midwestern,Indiana,General Population Method,Other suicide,30,4.1
2003,Midwestern,Iowa,General Population Method,Firearms,174,51.6
2003,Midwestern,Iowa,General Population Method,Poisoning,62,18.4
2003,Midwestern,Iowa,General Population Method,Suffocation,82,24.3
2003,Midwestern,Iowa,General Population Method,Other suicide,19,5.6
2003,Midwestern,Kansas,General Population Method,Firearms,202,60.3
2003,Midwestern,Kansas,General Population Method,Poisoning,75,22.4
2003,Midwestern,Kansas,General Population Method,Suffocation,47,14
2003,Midwestern,Kansas,General Population Method,Other suicide,11,3.3
2003,Midwestern,Michigan,General Population Method,Firearms,513,51.4
2003,Midwestern,Michigan,General Population Method,Poisoning,185,18.5
2003,Midwestern,Michigan,General Population Method,Suffocation,226,22.6
2003,Midwestern,Michigan,General Population Method,Other suicide,74,7.4
2003,Midwestern,Minnesota,General Population Method,Firearms,232,49.7
2003,Midwestern,Minnesota,General Population Method,Poisoning,98,21
2003,Midwestern,Minnesota,General Population Method,Suffocation,98,21
2003,Midwestern,Minnesota,General Population Method,Other suicide,39,8.4
2003,Midwestern,Missouri,General Population Method,Firearms,400,60.6
2003,Midwestern,Missouri,General Population Method,Poisoning,134,20.3
2003,Midwestern,Missouri,General Population Method,Suffocation,95,14.4
2003,Midwestern,Missouri,General Population Method,Other suicide,31,4.7
2003,Midwestern,Nebraska,General Population Method,Firearms,85,50.9
2003,Midwestern,Nebraska,General Population Method,Poisoning,30,18
2003,Midwestern,Nebraska,General Population Method,Suffocation,40,24
2003,Midwestern,Nebraska,General Population Method,Other suicide,12,7.2
2003,Midwestern,North Dakota,General Population Method,Firearms,40,51.3
2003,Midwestern,North Dakota,General Population Method,Suffocation,20,25.6
2003,Midwestern,North Dakota,General Population Method,Other and low-count methods,18,23.1
2003,Midwestern,Ohio,General Population Method,Firearms,559,53.8
2003,Midwestern,Ohio,General Population Method,Poisoning,170,16.3
2003,Midwestern,Ohio,General Population Method,Suffocation,219,21.1
2003,Midwestern,Ohio,General Population Method,Other suicide,92,8.8
2003,Midwestern,South Dakota,General Population Method,Firearms,57,58.2
2003,Midwestern,South Dakota,General Population Method,Suffocation,24,24.5
2003,Midwestern,South Dakota,General Population Method,Other and low-count methods,17,17.3
2003,Midwestern,Wisconsin,General Population Method,Firearms,295,47.7
2003,Midwestern,Wisconsin,General Population Method,Poisoning,135,21.8
2003,Midwestern,Wisconsin,General Population Method,Suffocation,140,22.7
2003,Midwestern,Wisconsin,General Population Method,Other suicide,48,7.8
2003,Southern,Region Total,General Population Method,Firearms,"7,385",61.9
2003,Southern,Region Total,General Population Method,Poisoning,"1,876",15.7
2003,Southern,Region Total,General Population Method,Suffocation,"1,927",16.1
2003,Southern,Region Total,General Population Method,Other suicide,745,6.2
2003,Southern,Alabama,General Population Method,Firearms,393,76.8
2003,Southern,Alabama,General Population Method,Poisoning,45,8.8
2003,Southern,Alabama,General Population Method,Suffocation,54,10.5
2003,Southern,Alabama,General Population Method,Other suicide,20,3.9
2003,Southern,Arkansas,General Population Method,Firearms,254,69.2
2003,Southern,Arkansas,General Population Method,Poisoning,56,15.3
2003,Southern,Arkansas,General Population Method,Suffocation,43,11.7
2003,Southern,Arkansas,General Population Method,Other suicide,14,3.8
2003,Southern,Delaware,General Population Method,Firearms,40,44.9
2003,Southern,Delaware,General Population Method,Poisoning,17,19.1
2003,Southern,Delaware,General Population Method,Suffocation,20,22.5
2003,Southern,Delaware,General Population Method,Other suicide,12,13.5
2003,Southern,District of Columbia,General Population Method,Firearms,10,30.3
2003,Southern,District of Columbia,General Population Method,Other and low-count methods,23,69.7
2003,Southern,Florida,General Population Method,Firearms,"1,231",54.3
2003,Southern,Florida,General Population Method,Poisoning,443,19.5
2003,Southern,Florida,General Population Method,Suffocation,385,17
2003,Southern,Florida,General Population Method,Other suicide,207,9.1
2003,Southern,Georgia,General Population Method,Firearms,646,68.4
2003,Southern,Georgia,General Population Method,Poisoning,116,12.3
2003,Southern,Georgia,General Population Method,Suffocation,133,14.1
2003,Southern,Georgia,General Population Method,Other suicide,50,5.3
2003,Southern,Kentucky,General Population Method,Firearms,394,71.4
2003,Southern,Kentucky,General Population Method,Poisoning,67,12.1
2003,Southern,Kentucky,General Population Method,Suffocation,67,12.1
2003,Southern,Kentucky,General Population Method,Other suicide,24,4.3
2003,Southern,Louisiana,General Population Method,Firearms,310,69.2
2003,Southern,Louisiana,General Population Method,Poisoning,58,12.9
2003,Southern,Louisiana,General Population Method,Suffocation,56,12.5
2003,Southern,Louisiana,General Population Method,Other suicide,24,5.4
2003,Southern,Maryland,General Population Method,Firearms,237,49.6
2003,Southern,Maryland,General Population Method,Poisoning,81,16.9
2003,Southern,Maryland,General Population Method,Suffocation,121,25.3
2003,Southern,Maryland,General Population Method,Other suicide,39,8.2
2003,Southern,Mississippi,General Population Method,Firearms,242,73.8
2003,Southern,Mississippi,General Population Method,Suffocation,49,14.9
2003,Southern,Mississippi,General Population Method,Other and low-count methods,37,11.3
2003,Southern,North Carolina,General Population Method,Firearms,609,65.3
2003,Southern,North Carolina,General Population Method,Poisoning,151,16.2
2003,Southern,North Carolina,General Population Method,Suffocation,115,12.3
2003,Southern,North Carolina,General Population Method,Other suicide,57,6.1
2003,Southern,Oklahoma,General Population Method,Firearms,272,60.2
2003,Southern,Oklahoma,General Population Method,Poisoning,78,17.3
2003,Southern,Oklahoma,General Population Method,Suffocation,85,18.8
2003,Southern,Oklahoma,General Population Method,Other suicide,17,3.8
2003,Southern,South Carolina,General Population Method,Firearms,323,69.2
2003,Southern,South Carolina,General Population Method,Poisoning,49,10.5
2003,Southern,South Carolina,General Population Method,Suffocation,68,14.6
2003,Southern,South Carolina,General Population Method,Other suicide,27,5.8
2003,Southern,Tennessee,General Population Method,Firearms,483,64.8
2003,Southern,Tennessee,General Population Method,Poisoning,118,15.8
2003,Southern,Tennessee,General Population Method,Suffocation,108,14.5
2003,Southern,Tennessee,General Population Method,Other suicide,36,4.8
2003,Southern,Texas,General Population Method,Firearms,"1,312",57.8
2003,Southern,Texas,General Population Method,Poisoning,394,17.3
2003,Southern,Texas,General Population Method,Suffocation,430,18.9
2003,Southern,Texas,General Population Method,Other suicide,135,5.9
2003,Southern,Virginia,General Population Method,Firearms,441,55.9
2003,Southern,Virginia,General Population Method,Poisoning,145,18.4
2003,Southern,Virginia,General Population Method,Suffocation,149,18.9
2003,Southern,Virginia,General Population Method,Other suicide,54,6.8
2003,Southern,West Virginia,General Population Method,Firearms,188,72.6
2003,Southern,West Virginia,General Population Method,Poisoning,23,8.9
2003,Southern,West Virginia,General Population Method,Suffocation,36,13.9
2003,Southern,West Virginia,General Population Method,Other suicide,12,4.6
2003,Western,Region Total,General Population Method,Firearms,"4,099",51.3
2003,Western,Region Total,General Population Method,Poisoning,"1,545",19.3
2003,Western,Region Total,General Population Method,Suffocation,"1,692",21.2
2003,Western,Region Total,General Population Method,Other suicide,656,8.2
2003,Western,Alaska,General Population Method,Firearms,75,66.4
2003,Western,Alaska,General Population Method,Suffocation,18,15.9
2003,Western,Alaska,General Population Method,Other and low-count methods,20,17.7
2003,Western,Arizona,General Population Method,Firearms,474,58.4
2003,Western,Arizona,General Population Method,Poisoning,143,17.6
2003,Western,Arizona,General Population Method,Suffocation,155,19.1
2003,Western,Arizona,General Population Method,Other suicide,39,4.8
2003,Western,California,General Population Method,Firearms,"1,481",44.5
2003,Western,California,General Population Method,Poisoning,662,19.9
2003,Western,California,General Population Method,Suffocation,814,24.5
2003,Western,California,General Population Method,Other suicide,372,11.2
2003,Western,Colorado,General Population Method,Firearms,358,50.4
2003,Western,Colorado,General Population Method,Poisoning,163,22.9
2003,Western,Colorado,General Population Method,Suffocation,148,20.8
2003,Western,Colorado,General Population Method,Other suicide,42,5.9
2003,Western,Hawaii,General Population Method,Firearms,24,19
2003,Western,Hawaii,General Population Method,Poisoning,24,19
2003,Western,Hawaii,General Population Method,Suffocation,56,44.4
2003,Western,Hawaii,General Population Method,Other suicide,22,17.5
2003,Western,Idaho,General Population Method,Firearms,135,64.6
2003,Western,Idaho,General Population Method,Poisoning,34,16.3
2003,Western,Idaho,General Population Method,Other and low-count methods,40,19.1
2003,Western,Montana,General Population Method,Firearms,117,67.2
2003,Western,Montana,General Population Method,Suffocation,28,16.1
2003,Western,Montana,General Population Method,Other and low-count methods,29,16.7
2003,Western,Nevada,General Population Method,Firearms,241,57.5
2003,Western,Nevada,General Population Method,Poisoning,82,19.6
2003,Western,Nevada,General Population Method,Suffocation,67,16
2003,Western,Nevada,General Population Method,Other suicide,29,6.9
2003,Western,New Mexico,General Population Method,Firearms,199,62.4
2003,Western,New Mexico,General Population Method,Poisoning,47,14.7
2003,Western,New Mexico,General Population Method,Suffocation,58,18.2
2003,Western,New Mexico,General Population Method,Other suicide,15,4.7
2003,Western,Oregon,General Population Method,Firearms,330,56.5
2003,Western,Oregon,General Population Method,Poisoning,112,19.2
2003,Western,Oregon,General Population Method,Suffocation,93,15.9
2003,Western,Oregon,General Population Method,Other suicide,49,8.4
2003,Western,Utah,General Population Method,Firearms,171,53.6
2003,Western,Utah,General Population Method,Poisoning,68,21.3
2003,Western,Utah,General Population Method,Suffocation,67,21
2003,Western,Utah,General Population Method,Other suicide,13,4.1
2003,Western,Washington,General Population Method,Firearms,422,54.5
2003,Western,Washington,General Population Method,Poisoning,160,20.6
2003,Western,Washington,General Population Method,Suffocation,136,17.5
2003,Western,Washington,General Population Method,Other suicide,57,7.4
2003,Western,Wyoming,General Population Method,Firearms,72,69.9
2003,Western,Wyoming,General Population Method,Suffocation,19,18.4
2003,Western,Wyoming,General Population Method,Other and low-count methods,12,11.7
2004,All,U.S. Total,General Population Method,Firearms,"16,363",52.1
2004,All,U.S. Total,General Population Method,Poisoning,"5,739",18.3
2004,All,U.S. Total,General Population Method,Suffocation,"6,793",21.6
2004,All,U.S. Total,General Population Method,Other suicide,"2,504",8
2004,Northeastern,Region Total,General Population Method,Firearms,"1,702",40.1
2004,Northeastern,Region Total,General Population Method,Poisoning,736,17.3
2004,Northeastern,Region Total,General Population Method,Suffocation,"1,266",29.8
2004,Northeastern,Region Total,General Population Method,Other suicide,543,12.8
2004,Northeastern,Connecticut,General Population Method,Firearms,104,36.6
2004,Northeastern,Connecticut,General Population Method,Poisoning,58,20.4
2004,Northeastern,Connecticut,General Population Method,Suffocation,95,33.5
2004,Northeastern,Connecticut,General Population Method,Other suicide,27,9.5
2004,Northeastern,Maine,General Population Method,Firearms,93,55.7
2004,Northeastern,Maine,General Population Method,Poisoning,27,16.2
2004,Northeastern,Maine,General Population Method,Suffocation,29,17.4
2004,Northeastern,Maine,General Population Method,Other suicide,18,10.8
2004,Northeastern,Massachusetts,General Population Method,Firearms,93,22.5
2004,Northeastern,Massachusetts,General Population Method,Poisoning,86,20.8
2004,Northeastern,Massachusetts,General Population Method,Suffocation,172,41.6
2004,Northeastern,Massachusetts,General Population Method,Other suicide,62,15
2004,Northeastern,New Hampshire,General Population Method,Firearms,57,43.5
2004,Northeastern,New Hampshire,General Population Method,Suffocation,37,28.2
2004,Northeastern,New Hampshire,General Population Method,Other and low-count methods,37,28.2
2004,Northeastern,New Jersey,General Population Method,Firearms,182,31.9
2004,Northeastern,New Jersey,General Population Method,Poisoning,114,20
2004,Northeastern,New Jersey,General Population Method,Suffocation,193,33.9
2004,Northeastern,New Jersey,General Population Method,Other suicide,81,14.2
2004,Northeastern,New York,General Population Method,Firearms,393,34.3
2004,Northeastern,New York,General Population Method,Poisoning,139,12.1
2004,Northeastern,New York,General Population Method,Suffocation,379,33.1
2004,Northeastern,New York,General Population Method,Other suicide,234,20.4
2004,Northeastern,Pennsylvania,General Population Method,Firearms,704,51.5
2004,Northeastern,Pennsylvania,General Population Method,Poisoning,255,18.7
2004,Northeastern,Pennsylvania,General Population Method,Suffocation,308,22.5
2004,Northeastern,Pennsylvania,General Population Method,Other suicide,100,7.3
2004,Northeastern,Rhode Island,General Population Method,Firearms,21,26.3
2004,Northeastern,Rhode Island,General Population Method,Poisoning,15,18.8
2004,Northeastern,Rhode Island,General Population Method,Suffocation,33,41.3
2004,Northeastern,Rhode Island,General Population Method,Other suicide,11,13.8
2004,Northeastern,Vermont,General Population Method,Firearms,55,61.1
2004,Northeastern,Vermont,General Population Method,Suffocation,20,22.2
2004,Northeastern,Vermont,General Population Method,Other and low-count methods,15,16.7
2004,Midwestern,Region Total,General Population Method,Firearms,"3,361",49.2
2004,Midwestern,Region Total,General Population Method,Poisoning,"1,393",20.4
2004,Midwestern,Region Total,General Population Method,Suffocation,"1,581",23.2
2004,Midwestern,Region Total,General Population Method,Other suicide,492,7.2
2004,Midwestern,Illinois,General Population Method,Firearms,377,38.1
2004,Midwestern,Illinois,General Population Method,Poisoning,192,19.4
2004,Midwestern,Illinois,General Population Method,Suffocation,316,31.9
2004,Midwestern,Illinois,General Population Method,Other suicide,105,10.6
2004,Midwestern,Indiana,General Population Method,Firearms,374,55.3
2004,Midwestern,Indiana,General Population Method,Poisoning,126,18.6
2004,Midwestern,Indiana,General Population Method,Suffocation,157,23.2
2004,Midwestern,Indiana,General Population Method,Other suicide,19,2.8
2004,Midwestern,Iowa,General Population Method,Firearms,148,44.7
2004,Midwestern,Iowa,General Population Method,Poisoning,70,21.1
2004,Midwestern,Iowa,General Population Method,Suffocation,87,26.3
2004,Midwestern,Iowa,General Population Method,Other suicide,26,7.9
2004,Midwestern,Kansas,General Population Method,Firearms,198,55.3
2004,Midwestern,Kansas,General Population Method,Poisoning,66,18.4
2004,Midwestern,Kansas,General Population Method,Suffocation,75,20.9
2004,Midwestern,Kansas,General Population Method,Other suicide,19,5.3
2004,Midwestern,Michigan,General Population Method,Firearms,515,48.7
2004,Midwestern,Michigan,General Population Method,Poisoning,227,21.5
2004,Midwestern,Michigan,General Population Method,Suffocation,240,22.7
2004,Midwestern,Michigan,General Population Method,Other suicide,76,7.2
2004,Midwestern,Minnesota,General Population Method,Firearms,260,51.5
2004,Midwestern,Minnesota,General Population Method,Poisoning,109,21.6
2004,Midwestern,Minnesota,General Population Method,Suffocation,103,20.4
2004,Midwestern,Minnesota,General Population Method,Other suicide,33,6.5
2004,Midwestern,Missouri,General Population Method,Firearms,375,54.8
2004,Midwestern,Missouri,General Population Method,Poisoning,129,18.9
2004,Midwestern,Missouri,General Population Method,Suffocation,129,18.9
2004,Midwestern,Missouri,General Population Method,Other suicide,51,7.5
2004,Midwestern,Nebraska,General Population Method,Firearms,84,53.8
2004,Midwestern,Nebraska,General Population Method,Poisoning,36,23.1
2004,Midwestern,Nebraska,General Population Method,Suffocation,25,16
2004,Midwestern,Nebraska,General Population Method,Other suicide,11,7.1
2004,Midwestern,North Dakota,General Population Method,Firearms,38,55.1
2004,Midwestern,North Dakota,General Population Method,Suffocation,21,30.4
2004,Midwestern,North Dakota,General Population Method,Other and low-count methods,10,14.5
2004,Midwestern,Ohio,General Population Method,Firearms,643,50.8
2004,Midwestern,Ohio,General Population Method,Poisoning,263,20.8
2004,Midwestern,Ohio,General Population Method,Suffocation,257,20.3
2004,Midwestern,Ohio,General Population Method,Other suicide,102,8.1
2004,Midwestern,South Dakota,General Population Method,Firearms,56,56
2004,Midwestern,South Dakota,General Population Method,Suffocation,27,27
2004,Midwestern,South Dakota,General Population Method,Other and low-count methods,17,17
2004,Midwestern,Wisconsin,General Population Method,Firearms,293,46.1
2004,Midwestern,Wisconsin,General Population Method,Poisoning,151,23.8
2004,Midwestern,Wisconsin,General Population Method,Suffocation,144,22.7
2004,Midwestern,Wisconsin,General Population Method,Other suicide,47,7.4
2004,Southern,Region Total,General Population Method,Firearms,"7,341",60
2004,Southern,Region Total,General Population Method,Poisoning,"1,999",16.4
2004,Southern,Region Total,General Population Method,Suffocation,"2,143",17.5
2004,Southern,Region Total,General Population Method,Other suicide,743,6.1
2004,Southern,Alabama,General Population Method,Firearms,368,69.6
2004,Southern,Alabama,General Population Method,Poisoning,60,11.3
