state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,ANAHUAC NATIONAL WILDLIFE REFUGE,,,,,USA,,,,,,,,,,,,,110022431199,ANAHUAC REFUGE OIL SPILL,, NOT DEFINED ,,SEMS,,,,,,,TXN000606608,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,ANCHORAGE INTL ARPRT AREA,,,,,USA,,,,,,,,,ANCHORAGE,,,,110000779961,USDOT FAA POINT WORONZOF RTR FACILITY,,ANCHORAGE,,SEMS,,99502,,,,,AK7690502003,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,ANDALUCIA AVENUE 530,,,,,USA,,,,,,,,,PUERTO NUEVO,,,,110071301724,ANDALUCIA DRY CLEANERS,,SAN JUAN,,SEMS,,00928,,,,,PRN008009698,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,ANDERSON HILL ROAD,,,,,USA,,,,,,,,,RYE BROOK,,,,110013799434,ANDERSON HILL ASBESTOS SITE,,WESTCHESTER,,SEMS,,10573,,,,,NYN000204418,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,ANDERSON ISL E END OF WASH AVE,,,,,USA,,,,,,,,,SHREVEPORT,,,,110009288644,TEXACO INC SHREVEPORT WORKS,,CADDO,,SEMS,,71101,,,,,LAD980622278,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,ANDERSON STREET,,,,,USA,,,,,,,,,FORT VALLEY,,,,110009327825,FORMER ANDERSON STREET DRY CLEANER,,PEACH,,SEMS,,31030,,,,,GA0001974898,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,ANDING OIL CITY ROAD OLD HWY 49,,,,,USA,,,,,,,,,ANDING,,,,110067348622,CN RAILROAD DERAILMENT,,YAZOO,,SEMS,,39194,,,,,MSN000409804,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,ANDREW JOHNSON HWY ,,,,,USA,,,,,,,,,GREENEVILLE,,,,110009345814,MECO QUARRY SITE,,GREENE,,SEMS,,37743,,,,,TND981015126,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,ANIAK AIRPORT,,,,,USA,,,,,,,,,ANIAK,,,,110070823176,USDOT FAA ANIAK STATION,, NOT DEFINED ,,SEMS,,99557,,,,,AK5141157698,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,ANIMAS RIVER,,,,,USA,,,,,,,,,FARMINGTON AND AZTEC,,,,110067350486,GOLD KING MINE SPILL,,SAN JUAN,,SEMS,,87401,,,,,NMN000605216,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,ANIMAS WATERSHED ABOVE NEAR SILVERTON,,,,,USA,,,,,,,,,SILVERTON,,,,110009329075,UPPER ANIMAS MINING DISTRICT,,SAN JUAN,,SEMS,,81433,,,,,CO0001411347,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,ANIXTER ROAD,,,,,USA,,,,,,,,,ROCK FALLS,,,,110009336076,HENRY HOFFMAN LDFL,,WHITESIDE,,SEMS,,61071,,,,,ILD984791657,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,ANNABESSACOOK RD,,,,,USA,,,,,,,,,WINTHROP,,,,110009261583,WINTHROP LANDFILL,,KENNEBEC,,SEMS,,04364,,,,,MED980504435,,,,,,,Y,,1.0,ME,,,,,,,,SEMS
,ANNAPOLIS NAVAL COMPLEX,,,,,USA,,,,,,,,,ANNAPOLIS,,,,110071100596,US NAVAL STATION,,ANNE ARUNDEL,,SEMS,,20084,,,,,MD9170090022,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,ANNE ST,,,,,USA,,,,,,,,,BEMIDJI,,,,110071101680,KUMMER SANITARY LANDFILL,,BELTRAMI,,SEMS,,56601,,,,,MND980904049,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,ANNETTE ARPRT NAV AIDS,,,,,USA,,,,,,,,,ANNETTE,,,,110009457104,USDOT FAA ANNETTE ISLAND,, NOT DEFINED ,,SEMS,,99926,,,,,AK3690500167,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,ANSON RD,,,,,USA,,,,,,,,,ENDICOTT,,,,110009323295,ENDICOTT DUMP,,BROOME,,SEMS,,13760,,,,,NYD980531750,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,A O SMITH BLVD AT 49 S ,,,,,USA,,,,,,,,,KANKAKEE,,,,110071102261,A O SMITH,,KANKAKEE,,SEMS,,60901,,,,,ILD025566324,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,A P 062 240 05 0 2 MI SE TUOLUMNE CITY,,,,,USA,,,,,,,,,TUOLUMNE,,,,110009333630,STAR KING MINE,,TUOLUMNE,,SEMS,,95379,,,,,CASFN0905529,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APACHE COUNTY ARIZONA AND SAN JUAN COUNTY UTAH,,,,,USA,,,,,,,,,APACHE,,,,110067353483,CENTRAL AGENCY NAVAJO RADIOACTIVE STRUCTURES SITE,,APACHE,,SEMS,,85920,,,,,NNN000900381,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,APALACHICOLA NATIONAL FOREST,,,,,USA,,,,,,,,,SOPCHOPPY,,,,110009276318,ZY SOPCHOPPY BOMB RANGE,,WAKULLA,,SEMS,,32358 0000,,,,,FLD984231951,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,APARTMENT BUILDING,,,,,USA,,,,,,,,,DALY CITY,,,,110071812709,PALMCREST MERCURY,, NOT DEFINED ,,SEMS,,94105,,,,,CAN000926568,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APEX CADOSIA RD,,,,,USA,,,,,,,,,HANCOCK,,,,110009323767,KERRY CHEM,,DELAWARE,,SEMS,,13783,,,,,NYD980506935,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,APPLE STREET,,,,,USA,,,,,,,,,BOISE,,,,110009335781,S E BOISE APPLE ST GW SITE,,ADA,,SEMS,,83705,,,,,ID0001755404,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPLETON LANE,,,,,USA,,,,,,,,,LOUISVILLE,,,,110009287798,APPLETON LANE DRUMS,,JEFFERSON,,SEMS,,40216,,,,,KYD981930266,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,APPLETON RD,,,,,USA,,,,,,,,,BELVIDERE,,,,110071101851,BELVIDERE MUNICIPAL LANDFILL,,BOONE,,SEMS,,61008,,,,,ILD980497663,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,APPOXIMATELY 11 MILES NNW OF THERMOPOLIS,,,,,USA,,,,,,,,,THERMOPOLIS,,,,110070914794,GEBO WIRE BURN,,HOT SPRINGS,,SEMS,,82443,,,,,WYN000821066,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,APPR 2MI NE OF LAS CRUSES ON E FOOTHILLS,,,,,USA,,,,,,,,,LAS CRUCES,,,,110070823589,BLM LAS CRUCES LANDFILL,,DONA ANA,,SEMS,,88001,,,,,NMD980864268,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,APPRO 21 MILES SOUTH OF BATTLE MOUNTAIN,,,,,USA,,,,,,,,,SOUTH OF BATTLE MOUNTAIN,,,,110070822871,ELDER CREEK MINE,,LANDER,,SEMS,,,,,,,NVR000092395,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,APPROX 0 4 MILES SOUTH OF INGOT,,,,,USA,,,,,,,,,INGOT,,,,110071102711,AFTERTHOUGHT SMELTER,,SHASTA,,SEMS,,96088,,,,,CAN000905584,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 0 5 MILES SOUTH OF HWY 31,,,,,USA,,,,,,,,,CHANDLER,,,,110067351699,UNION PACIFIC CHANDLER TEXAS,,HENDERSON,,SEMS,,,,,,,TXN000606819,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,APPROX 1000 FEET SOUTH OF THE INTERSECTI,,,,,USA,,,,,,,,,GALENA,,,,110045395586,MARSDEN BLACK JACK,,JO DAVIESS,,SEMS,,61036,,,,,ILN000510729,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,APPROX 100 FT SE OF ROAD BET CLL 1 CLL MARGARITA,,,,,USA,,,,,,,,,PATILLAS,,,,110071100166,PATILLAS SPORT COMPLEX,,PATILLAS,,SEMS,,00723 2900,,,,,PRN000203154,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,APPROX 10 MILES S CONCORDIA 3 4 MILES,,,,,USA,,,,,,,,,CONCORDIA,,,,110013803287,SCHILLING EX AIR FORCE ATLAS FAC S 11,,CLOUD,,SEMS,,66901,,,,,KSN000703105,,,,,,,Y,,7.0,KS,,,,,,,,SEMS
,APPROX 10 MILES SE OF MIDDLETOWN,,,,,USA,,,,,,,,,MIDDLETOWN,,,,110071101351,PLYMOUTH MINE,,LAKE,,SEMS,,95461,,,,,CAN000905325,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 10 MILES SOUTH OF DUGWAY UT,,,,,USA,,,,,,,,,DUGWAY,,,,110017945508,DUGWAY UNDERGROUND SITE 5,,TOOELE,,SEMS,,84022,,,,,UTN000802163,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,APPROX 1 2 MILE SW OF INTERSECTION OF TX 115 AND,,,,,USA,,,,,,,,,KERMIT,,,,110071711899,HIGHWAY 115 TPH,,WINKLER,,SEMS,,79745,,,,,TXN000622323,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,APPROX 1 2 MI SW OF BLACKWELL,,,,,USA,,,,,,,,,BLACKWELL,,,,110071101550,GLOBE OIL AND REFINING COMPANY,,KAY,,SEMS,,74631,,,,,OKN000605452,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,APPROX 1 415 FT SOUTHEAST OF FAIRBANKS RD AND,,,,,USA,,,,,,,,,MORENCI,,,,110071102710,MORENCI MINE TAILINGS AREA,,GREENLEE,,SEMS,,85540,,,,,AZN000905583,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,APPROX 14 5 MILES SE OF MIDDLETOWN,,,,,USA,,,,,,,,,MIDDLETOWN,,,,110071101257,JOYCE MINE,,LAKE,,SEMS,,95461,,,,,CAN000905323,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 1500 SOUTH STATE HIGHWAY 106,,,,,USA,,,,,,,,,WOODS CROSS/BOUNTIFUL,,,,110027151944,FIVE POINTS PCE PLUME,,DAVIS,,SEMS,,84010,,,,,UTN000802654,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,APPROX 1 5 MILES WEST OF HWY 77 AND CLAM LAKE ST ,,,,,USA,,,,,,,,,CLAM LAKE,,,,110071102179,CLAM LAKE LANDFILL FS CHEQUAMEGON NF,,BAYFIELD,,SEMS,,54517,,,,,WI5122357218,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,APPROX 15 M NORTH OF RED VALLEY,,,,,USA,,,,,,,,,RED VALLEY,,,,110020747922,VANADIUM CORP OF AMERICA VCA PLOT 10,,APACHE,,SEMS,,86544,,,,,NND983468034,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,APPROX 16 MILES SOUTH OF TAFT,,,,,USA,,,,,,,,,NEW CUYAMA,,,,110071102037,CUYAMA DRUG LAB,,SANTA BARBARA,,SEMS,,93254,,,,,CAN000904186,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 1742 1594 BIG RAPIDS ROAD,,,,,USA,,,,,,,,,CLEVELAND TOWNSHIP,,,,110071102452,MID STATE DISPOSAL INC LANDFILL,,MARATHON,,SEMS,,54484,,,,,WID980823082,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,APPROX 1 MLE OFF RTE 230,,,,,USA,,,,,,,,,MIDDLETOWN,,,,110071099859,MIDDLETOWN AIR FIELD,,DAUPHIN,,SEMS,,17057,,,,,PAD980538763,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,APPROX 21410 21798 24 MILE ROAD,,,,,USA,,,,,,,,,MACOMB TOWNSHIP,,,,110071101268,SOUTH MACOMB DISPOSAL AUTHORITY LANDFILLS 9 AND 9A ,,MACOMB,,SEMS,,48042,,,,,MID069826170,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,APPROX 2 MI SE FROM POST MEADOWS ROAD,,,,,USA,,,,,,,,,HART MOUNTAIN,,,,110070822903,USDOI FWS HART MOUNTAIN NATIONAL REFUGE CORRAL DIP TANK SITE,,LAKE,,SEMS,,97630,,,,,ORN001003266,,,,,,,Y,,10.0,OR,,,,,,,,SEMS
,APPROX 30 MILES SW OF DUGWAY UTAH,,,,,USA,,,,,,,,,DUGWAY,,,,110030826346,DUGWAY SOUTH TRIANGLE,,TOOELE,,SEMS,,84022,,,,,UTN000802162,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,APPROX 31 MILES SE OF CARLSBAD NM,,,,,USA,,,,,,,,,CARLSBAD,,,,110070823410,GNOME COACH,,EDDY,,SEMS,,88220,,,,,NM8890116132,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,APPROX 3 4 MILES SOUTH OF MIDDLETOWN,,,,,USA,,,,,,,,,MIDDLETOWN,,,,110071101256,BULLION MINE,,LAKE,,SEMS,,95461,,,,,CAN000905322,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 375 FT W IS INTERSECT OF US 31 EAST ST,,,,,USA,,,,,,,,,ALANSON,,,,110067036353,ALANSON MYSTERY SPILL,,EMMET,,SEMS,,49706,,,,,MIN000505539,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,APPROX 3 MILES NORTH OF ABBEVILLE LA ON US 167,,,,,USA,,,,,,,,,ABBEVILLE,,,,110071101206,PAB OIL CHEMICAL SERVICE INC ,,VERMILION,,SEMS,,70510,,,,,LAD980749139,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,APPROX 3 MI NO OF MULDOON CANYON,,,,,USA,,,,,,,,,CAREY,,,,110071102850,MULDOON MINES,,BLAINE,,SEMS,,83809,,,,,IDN001001660,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPROX 3 MI S OF COVE CHAPTER HOUSE,,,,,USA,,,,,,,,,RED VALLEY,,,,110020747897,TRONOX NAUM MESA I MINES,,APACHE,,SEMS,,86544,,,,,NND983466772,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,APPROX 43RD AVENUE AND HARRISON STREET,,,,,USA,,,,,,,,,PHOENIX,,,,110071102343,WEST VAN BUREN GROUND WATER,,MARICOPA,,SEMS,,85009,,,,,AZN000904796,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,APPROX 450 FT W NW OF JOHN ST AND SUMPTER ST INT ,,,,,USA,,,,,,,,,HUDSON FALLS,,,,110071150968,HUDSON FALLS POWERHOUSE AND THE ALLEN MILL,,WASHINGTON,,SEMS,,12839,,,,,NYN000204316,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,APPROX 4 MILES W OF LITTLE RIVER,,,,,USA,,,,,,,,,LYONS,,,,110013802885,SCHILLING EX AIR FORCE ATLAS FAC S 6,,RICE,,SEMS,,67554,,,,,KSN000703284,,,,,,,Y,,7.0,KS,,,,,,,,SEMS
,APPROX 5200 WATT AVE,,,,,USA,,,,,,,,,MCCLELLAN AFB,,,,110071102127,MCCLELLAN AIR FORCE BASE GROUND WATER CONTAMINATION ,,SACRAMENTO,,SEMS,,95652,,,,,CA4570024337,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 650 FT SE OF W 17TH ST AND KNAPP ST ,,,,,USA,,,,,,,,,OSHKOSH,,,,110071102278,KIENAST PAULUS QUARRIES,,WINNEBAGO,,SEMS,,54902,,,,,WIN000507876,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,APPROX 7052 7964 IN 48 ,,,,,USA,,,,,,,,,BLOOMINGTON,,,,110071102448,NEAL S LANDFILL BLOOMINGTON ,,MONROE,,SEMS,,47404,,,,,IND980614556,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,APPROX 7 MILES N OF MCPHERSON,,,,,USA,,,,,,,,,MCPHERSON,,,,110009286940,SCHILLING EX AIR FORCE ATLAS FAC S 5,,MCPHERSON,,SEMS,,67460,,,,,KSN000703108,,,,,,,Y,,7.0,KS,,,,,,,,SEMS
,APPROX 7 MILES SE OF MIDDLETOWN,,,,,USA,,,,,,,,,MIDDLETOWN,,,,110071101258,MIRABEL MINE,,LAKE,,SEMS,,95461,,,,,CAN000905324,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APPROX 9 MI WSW OF CY,,,,,USA,,,,,,,,,PETERSBURG,,,,110064804350,USDA FS TONGASS NF DUNCAN CANAL FORMER WACS SITE,,WRANGELL PETERSBURG,,SEMS,,99833,,,,,AK2570028645,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,APPROX CENTER OF 580 ACRE SITE NEAR 1902 W 21ST,,,,,USA,,,,,,,,,CHICAGO,,,,110071101607,HEART OF CHICAGO AREA SOILS SITE,,COOK,,SEMS,,60608,,,,,ILN000507602,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,APPROXIMATELY 0 5 MILE SOUTH OF ATLANTA IDAHO,,,,,USA,,,,,,,,,ATLANTA,,,,110071102683,ATLANTA AREA MINES,,ELMORE,,SEMS,,83716,,,,,IDN001020657,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPROXIMATELY 100 NORTH AND 150 WEST FROM THE NW,,,,,USA,,,,,,,,,CINCINNATI,,,,110071881879,ETHAN AVENUE MERCURY SPILL,, NOT DEFINED ,,SEMS,,45225,,,,,OHN000522118,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,APPROXIMATELY 13600 BLOCK OF ROUNDUP ROAD,,,,,USA,,,,,,,,,SHEPHERD,,,,110071101236,ROUNDUP ROAD BURIED DRUMS,,YELLOWSTONE,,SEMS,,59079,,,,,MTN000802506,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,APPROXIMATELY 14 MILES NORTHEAST OF SODA SPRINGS,,,,,USA,,,,,,,,,SODA SPRINGS,,,,110071102676,SOUTH DRY VALLEY MINE,,CARIBOU,,SEMS,,83217,,,,,IDN001020641,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPROXIMATELY 15 MILES NE OF DUGWAY,,,,,USA,,,,,,,,,DUGWAY,,,,110030826382,SKULL VALLEY GOSHUTE INDIAN TRIBE SHEEP BURIAL SITE,,TOOELE,,SEMS,,84022,,,,,UTN000802175,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,APPROXIMATELY 200 YDS SOUTH OF 1321 S VAN BUREN,,,,,USA,,,,,,,,,MARION,,,,110071216216,MARION DRUMS SITE,,WILLIAMSON,,SEMS,,62959,,,,,ILN000521696,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,APPROXIMATELY 3 MI NE OF WALDEN,,,,,USA,,,,,,,,,WALDEN,,,,110064803501,BLM WALDEN LANDFILL,,JACKSON,,SEMS,,80480,,,,,CO9141190075,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,APPROXIMATELY 4 MILE NORTHWEST OF WARSAW,,,,,USA,,,,,,,,,WARSAW,,,,110020033845,TRUMAN RESERVOIR T S ARMY NATIONAL GUARD,,BENTON,,SEMS,,65355,,,,,MON000704745,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,APPROXIMATELY 4 MILES WEST OF CONOLY WY,,,,,USA,,,,,,,,,COLONY,,,,110071101813,BELLE FOURCHE TRONOX ,,CROOK,,SEMS,,82710,,,,,WYN000820972,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,APPROXIMATELY 6 MILES NORTH OF CROOKE CITY,,,,,USA,,,,,,,,,CROOKE,,,,110071101815,GOOSE LAKE TRONOX ,,PARK,,SEMS,,59020,,,,,MTN000820974,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,APPROXIMATELY 701 S CANAL ST,,,,,USA,,,,,,,,,CARLSBAD,,,,110071956595,RAREY MEDLEY CLEANERS,, NOT DEFINED ,,SEMS,,88220,,,,,NMN000622374,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,APPROXIMATELY 7 MILES SOUTH OF JEFFREY CITY,,,,,USA,,,,,,,,,JEFFREY CITY,,,,110071101816,GREEN MOUNTAIN GROUP TRONOX ,,FREMONT,,SEMS,,82310,,,,,WYN000820975,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,APPROXIMATELY 800 NORTH OF NEAR ROCHEREAU POINT,,,,,USA,,,,,,,,,INGALLSTON TOWNSHIP,,,,110071102392,WEST SHORE FISHING MUSEUM,,MENOMINEE,,SEMS,,49858,,,,,WIN000520906,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,APPROXIMATELY 8 MILES FROM DOWNTOWN BOULDER,,,,,USA,,,,,,,,,BOULDER,,,,110071730436,UPPER SWEET HOME MINE,,BOULDER,,SEMS,,80302,,,,,CON000821118,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,APPROXIMATELY ONE MILE WEST OF BELLEVUE IDAHO,,,,,USA,,,,,,,,,BELLEVUE,,,,110071102589,OVERLAND MINE,,BLAINE,,SEMS,,83313,,,,,IDN001020392,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPROXIMATELY TWO MILES SOUTHWEST OF HAILEY IDAH,,,,,USA,,,,,,,,,HAILEY,,,,110071102596,MAGDALENA MINE,,BLAINE,,SEMS,,83333,,,,,IDN001020399,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,APPROX OR NEAR 23423 AMOCO RD ,,,,,USA,,,,,,,,,JOLIET,,,,110071101674,AMOCO CHEMICALS JOLIET LANDFILL ,,WILL,,SEMS,,60410,,,,,ILD002994259,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,APPX 30 MI EAST NE OF WENDOVER UT,,,,,USA,,,,,,,,,WENDOVER,,,,110070822825,ABANDONED GRAVEL PIT,,TOOELE,,SEMS,,84083,,,,,UTN000802158,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,APRA HARBOR NAVAL COMPLEX,,,,,USA,,,,,,,,,PITI,,,,110000856547,APRA HARBOR NAVAL COMPLEX,,GUAM,,SEMS,,96925,,,,,GU7170090008,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APRA HARBOR NAVAL COMPLEX,,,,,USA,,,,,,,,,PITI,,,,110000856547,CAMP COVINGTON,,GUAM,,SEMS,,96925,,,,,GU6170090025,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APRA HARBOR NAVAL COMPLEX,,,,,USA,,,,,,,,,PITI,,,,110000856547,NAVAL REGIONAL DENTAL CENTER,,GUAM,,SEMS,,96925,,,,,GU7170090024,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APRA HARBOR NAVAL COMPLEX,,,,,USA,,,,,,,,,PITI,,,,110000856547,NAVAL SUPPLY DEPOT,,GUAM,,SEMS,,96925,,,,,GU8170090023,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APRA HBR,,,,,USA,,,,,,,,,PITI,,,,110064791293,SASA VALLEY FUEL DEPOT,,GUAM,,SEMS,,96630,,,,,GU1170090004,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APRA HBR HTS AREA BY FENA RESV,,,,,USA,,,,,,,,,NAVAL MAGAZINE,,,,110070823310,NAVAL MAGAZINE GUAM,,GUAM,,SEMS,,96910,,,,,GU9170090006,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,APROX 160 ACRES WITHIN POMONA MISION BLV,,,,,USA,,,,,,,,,POMONA,,,,110009267159,NAVAL INDUSTRIAL RESERVE ORDNANCE PLANT,,LOS ANGELES,,SEMS,,91766,,,,,CA6170090603,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,APRX 5 M S W OF LEBEC SEC 10T 9N R 20W,,,,,USA,,,,,,,,,LEBEC,,,,110064791337,US FOREST SVC BLACK BOB MINE,,KERN,,SEMS,,93243,,,,,CA2122390576,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,ARCH ST KENNEDY MEM DRIVE,,,,,USA,,,,,,,,,PUTNAM,,,,110009334103,NORTHEAST UTILITIES FRMR COAL GASIF ,,WINDHAM,,SEMS,,06260,,,,,CTD981214349,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,ARCO INC PARK S FRENCHMAN S RD ,,,,,USA,,,,,,,,,TOLEDO,,,,110009343139,TOLEDO TIE TREATMENT PLANT,,LUCAS,,SEMS,,43607,,,,,OHD987049202,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,ARDENT AMBOY RDS,,,,,USA,,,,,,,,,STATEN ISLAND,,,,110009323650,ARDEN WOODS ESTATE,,RICHMOND,,SEMS,,10301,,,,,NYD982181398,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,AREA A,,,,,USA,,,,,,,,,MCCHORD AFB,,,,110071102703,USAF MCCHORD AFB AREA A,,PIERCE,,SEMS,,98438,,,,,WA2570090066,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,AREA BORDERNG PHOENIX WELL 71,,,,,USA,,,,,,,,,PHOENIX,,,,110009265856,WEST PHOENIX IND AREA,,MARICOPA,,SEMS,,85009,,,,,AZD982007346,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,AREA BTW FOX RIVER HWY 25 FROM,,,,,USA,,,,,,,,,BATAVIA,,,,110067351243,BATAVIA GROUNDWATER SITE,,KANE,,SEMS,,60510,,,,,ILN000508157,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,AREA C,,,,,USA,,,,,,,,,MCCHORD AFB,,,,110071102700,USAF MCCHORD AFB AREA C,,PIERCE,,SEMS,,98438,,,,,WA1570090067,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,AREA D,,,,,USA,,,,,,,,,MCCHORD AFB,,,,110071102698,USAF MCCHORD AFB AREA D,,PIERCE,,SEMS,,98438,,,,,WA0570090068,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,AREA E,,,,,USA,,,,,,,,,MCCHORD AFB,,,,110071102734,USAF MCCHORD AFB AREA E,,PIERCE,,SEMS,,98438,,,,,WA9570090069,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,ARGONAUT LANE,,,,,USA,,,,,,,,,JACKSON,,,,110009333578,ARGONAUT MINE,,AMADOR,,SEMS,,95642,,,,,CAD983650011,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,ARMAND HAMMER BLVD,,,,,USA,,,,,,,,,LOWER POTTSGROVE TOWNSHIP,,,,110071101050,OCCIDENTAL CHEMICAL CORP FIRESTONE TIRE RUBBER CO ,,MONTGOMERY,,SEMS,,19464,,,,,PAD980229298,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,ARMY DEPOT,,,,,USA,,,,,,,,,FAIRVIEW TOWNSHIP,,,,110002332930,DEFENSE DISTRIBUTION REGION EAST,,YORK,,SEMS,,17070,,,,,PA8213820642,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,ARNO COLLEGE GROVE HORTON ROAD,,,,,USA,,,,,,,,,COLLEGE GROVE,,,,110009312519,COLLEGE GROVE BATTERY CHIP SITE,,WILLIAMSON,,SEMS,,37046,,,,,TNSFN0406979,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
