state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,ACMAR ROAD,,,,,USA,,,,,,,,,MOODY,,,,110009330429,ILCO COG SITE MOODY ,,ST CLAIR,,SEMS,,35004,,,,,ALD981930035,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,ACUSHNET ESTUARY,,,,,USA,,,,,,,,,NEW BEDFORD,,,,110009290169,NEW BEDFORD,,BRISTOL,,SEMS,,02740,,,,,MAD980731335,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,ADAK IS,,,,,USA,,,,,,,,,ADAK,,,,110071102848,ADAK NAVAL AIR STATION,, NOT DEFINED ,,SEMS,,99546,,,,,AK4170024323,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,ADAMO AND CHANNELSIDE DRIVE,,,,,USA,,,,,,,,,TAMPA,,,,110022813829,CHANNELSIDE DRIVE SPILL,,HILLSBOROUGH,,SEMS,,,,,,,FLN000409815,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,ADAMS CREEK,,,,,USA,,,,,,,,,BEGGS,,,,110067351644,BEGGS DRUMS,,OKMULGEE,,SEMS,,74421,,,,,OKN000606858,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,ADAMS STREET AND CR 25A,,,,,USA,,,,,,,,,TROY,,,,110045395737,WEST TROY CONTAMINATED AQUIFER,,MIAMI,,SEMS,,45373,,,,,OHN000508132,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,AD DEEV,,,,,USA,,,,,,,,,EGLIN AFB,,,,110021362023,USAF EGLIN AFB ARMAMENT DIVISION,,OKALOOSA,,SEMS,,32542,,,,,FL8570024366,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,ADDRESS UNREPORTED,,,,,USA,,,,,,,,,CLEVELAND,,,,110009343111,CUYAHOGA RIVER SPILL,,CUYAHOGA,,SEMS,,,,,,,OHD987046661,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,ADDRESS UNREPORTED,,,,,USA,,,,,,,,,MUNSING,,,,110055651557,LAKE STATES WOOD PRESERVING,,ALGER,,SEMS,,49862,,,,,MID990687964,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,ADDRESS UNREPORTED,,,,,USA,,,,,,,,,PEMBROKE TOWNSHIP,,,,110071102048,CROSS BROTHERS PAIL RECYCLING PEMBROKE ,,KANKAKEE,,SEMS,,60944,,,,,ILD980792303,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,ADDRESS UNREPORTED,,,,,USA,,,,,,,,,SAUGET,,,,110071101948,SAUGET TOXIC,,ST CLAIR,,SEMS,,62202,,,,,ILD980606982,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,ADDRESS UNREPORTED,,,,,USA,,,,,,,,,SAULT STE MARIE,,,,110060514251,CANNELTON INDUSTRIES INC ,,CHIPPEWA,,SEMS,,49783,,,,,MID980678627,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,ADEL INDUSTRIAL PARK,,,,,USA,,,,,,,,,ADEL,,,,110071100688,PRODUCTION PLATING CO INC PLANT 2,,COOK,,SEMS,,31620,,,,,GAD003308335,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,ADIE ROAD,,,,,USA,,,,,,,,,MARYLAND HEIGHTS,,,,110071326745,MARYLAND HEIGHTS TCE,,ST LOUIS,,SEMS,,63043,,,,,MON000703711,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,ADJACENT TO 13101 ECKLER ROAD,,,,,USA,,,,,,,,,PLYMOUTH,,,,110009337976,EVANS PRODUCTS DITCH,,WAYNE,,SEMS,,48170,,,,,MI0001401660,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,ADJACENT TO AIR STRIP IN CY,,,,,USA,,,,,,,,,COLUMBUS,,,,110009350763,MOUAT INDUSTRIES,,STILLWATER,,SEMS,,59019,,,,,MTD021997689,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,ADJACENT TO FS ROAD 374A,,,,,USA,,,,,,,,,SOPCHOPPY,,,,110071101370,APALACHICOLA RAD SITE,, NOT DEFINED ,,SEMS,,32358,,,,,FLN000420075,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,ADJACENT TO HWY 28 HWY 59,,,,,USA,,,,,,,,,MORRIS,,,,110009293022,MORRIS ARSENIC DUMP,,STEVENS,,SEMS,,56267,,,,,MND980792287,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,ADJACENT TO LAMBERT FIELD,,,,,USA,,,,,,,,,ST LOUIS COUNTY,,,,110009295459,MANHATTAN EX DISTRICT STORAGE AREA,,ST LOUIS,,SEMS,,63145,,,,,MOSFN0703321,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,ADJACENT TO PLT AT 258 ANN STREET,,,,,USA,,,,,,,,,WEST CHICAGO,,,,110009283738,KERR MCGEE RESIDENTIAL AREAS ,,DUPAGE,,SEMS,,60185,,,,,ILD980824015,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,ADJACENT TO SAW MILL DAM,,,,,USA,,,,,,,,,BERLIN,,,,110020583439,CHLOR ALKALI FACILITY FORMER ,,COOS,,SEMS,,03570,,,,,NHN000103313,,,,,,,Y,,1.0,NH,,,,,,,,SEMS
,ADJACENT TO SE SIDE OF TWN,,,,,USA,,,,,,,,,MILLTOWN,,,,110009339796,MILLTOWN RESERVOIR SEDIMENTS,,MISSOULA,,SEMS,,59851,,,,,MTD980717565,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,ADJ TO DELAWARE RIVER 1 2 MI SOUTH OF,,,,,USA,,,,,,,,,ALEXANDRIA TOWNSHIP,,,,110015651524,CROWN VANTAGE LANDFILL,,HUNTERDON,,SEMS,,08848,,,,,NJN000204492,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,ADJ TO ROUTE 7,,,,,USA,,,,,,,,,PORT CRANE,,,,110060737993,TRI CITIES BARREL CO INC ,,BROOME,,SEMS,,13833,,,,,NYD980509285,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,ADJ TO RUSTON WAY TIDEFLATS IND AREA,,,,,USA,,,,,,,,,TACOMA,,,,110071102658,COMMENCEMENT BAY NEAR SHORE TIDE FLATS,,PIERCE,,SEMS,,98421,,,,,WAD980726368,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,ADJ TO TAXIWAY V KAMAKAHI ST,,,,,USA,,,,,,,,,HONOLULU,,,,110071102439,HICKAM AIR FORCE BASE,,HONOLULU,,SEMS,,96853,,,,,HI8570028722,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,ADJ TO THE AR NM BORDER AT,,,,,USA,,,,,,,,,OAK SPRINGS,,,,110020748137,NAVAJO VCA PLOT 7 URANIUM MINE,, NOT DEFINED ,,SEMS,,86506,,,,,NND986667426,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,ADRIAN CITY LIMITS,,,,,USA,,,,,,,,,ADRIAN,,,,110009338528,ADRIAN MUNICIPAL WELL FIELD,,NOBLES,,SEMS,,56110,,,,,MND980904023,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,AEC TESTING RESERVATION,,,,,USA,,,,,,,,,IDAHO FALLS,,,,110071102523,IDAHO NATIONAL ENGINEERING LABORATORY USDOE ,, NOT DEFINED ,,SEMS,,83401,,,,,ID4890008952,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,AEROPARK DR SEC12 T27N R11W,,,,,USA,,,,,,,,,TRAVERSE CITY,,,,110071101598,US COAST GUARD AIR STA,,GRAND TRAVERSE,,SEMS,,49685,,,,,MI7690308708,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,AETNA SPRINGS ROAD,,,,,USA,,,,,,,,,POPE VALLEY,,,,110071524221,AETNA MINE,,NAPA,,SEMS,,94567,,,,,CAN000926512,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,AFBCA DA CHANUTE,,,,,USA,,,,,,,,,RANTOUL,,,,110071102242,CHANUTE AIR FORCE BASE,,CHAMPAIGN,,SEMS,,61866,,,,,IL1570024157,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,AFBCA DB,,,,,USA,,,,,,,,,OSCODA,,,,110071101597,WURTSMITH AIR FORCE BASE,,IOSCO,,SEMS,,54961,,,,,MI5570024278,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,AFFTC EDWARDS AFB,,,,,USA,,,,,,,,,EDWARDS AFB,,,,110060878439,EDWARDS AIR FORCE BASE,,KERN,,SEMS,,93524,,,,,CA1570024504,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,AFZB FE CE,,,,,USA,,,,,,,,,FORT CAMPBELL,,,,110042029248,USA FORT CAMPBELL,,CHRISTIAN,,SEMS,,42223,,,,,KY5210020140,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,AGENCY RD 4 MI W OF I 95,,,,,USA,,,,,,,,,PLUMMER,,,,110012231227,USDOI BIA COEUR D ALENE FIELD OFFICE,,BENEWAH,,SEMS,,83851 0408,,,,,IDN001002428,,,,,,,Y,,10.0,ID,,,,,,,,SEMS
,AGOR LANE,,,,,USA,,,,,,,,,MAHOPAC,,,,110009301987,DELUCA FARMS,,PUTNAM,,SEMS,,10541,,,,,NY0000007336,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,AGRICULTURAL PROPERTY LOCATED,,,,,USA,,,,,,,,,FARMVILLE,,,,110031234117,FARMVILLE SHACKELFORD TANK SITE,,PITT,,SEMS,,,,,,,NCN000410077,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,AGRICULTURAL USE PARCEL BETWEEN,,,,,USA,,,,,,,,,STATESVILLE,,,,110067351029,SEEDHOUSE ROAD DRUM SITE,,IREDELL,,SEMS,,,,,,,NCN000410545,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,AIR BASE RD NR ST RTE 395,,,,,USA,,,,,,,,,VICTORVILLE,,,,110071102027,GEORGE AIR FORCE BASE,,SAN BERNARDINO,,SEMS,,92392,,,,,CA2570024453,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,AIRPORT ACCESS RD ,,,,,USA,,,,,,,,,GRAND TRAVERSE COUNTY,,,,110009293059,USCG TCAPS SOCCER FIELD,, NOT DEFINED ,,SEMS,,49686,,,,,MISFN0507798,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,AIRPORT NAV AIDS,,,,,USA,,,,,,,,,ILIAMNA,,,,110006877503,USDOT FAA ILIAMNA SITE,, NOT DEFINED ,,SEMS,,99606,,,,,AK0141190132,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AIRPORT N OF CY NAV AIDS,,,,,USA,,,,,,,,,MC GRATH,,,,110044964429,USDOT FAA MC GRATH STATION,, NOT DEFINED ,,SEMS,,99627,,,,,AK9690590014,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AIRPORT RD,,,,,USA,,,,,,,,,ALPENA,,,,110001825197,PHELPS COLLINS ANG BASE,,ALPENA,,SEMS,,49707,,,,,MID980902639,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,AIRPORT RD 34OTH ST AND 260TH AVENUE,,,,,USA,,,,,,,,,KEOKUK,,,,110009279235,SHELLER GLOBE CORP DISPOSAL,,LEE,,SEMS,,52632,,,,,IAD980630750,,,,,,,Y,,7.0,IA,,,,,,,,SEMS
,AIRPORT RD IND PARK,,,,,USA,,,,,,,,,FALL RIVER,,,,110071100709,FALL RIVER LANDFILL,,BRISTOL,,SEMS,,02720,,,,,MAD980520837,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,AIRPORT RD WOODLAND AVE ,,,,,USA,,,,,,,,,BENTON HARBOR,,,,110013802117,SOUTHWEST MI REGIONAL AIRPORT SITE,,BERRIEN,,SEMS,,49022,,,,,MIN000508145,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,AIRPORT ROAD,,,,,USA,,,,,,,,,ANIAK,,,,110071102555,ANIAK AIRPORT,, NOT DEFINED ,,SEMS,,99557,,,,,AKN001020204,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AIRPORT ROAD,,,,,USA,,,,,,,,,COPPER CENTER,,,,110071432804,COPPER CENTER AIRPORT ROAD DUMP SITE,, NOT DEFINED ,,SEMS,,99573,,,,,AKN001020809,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AIRPORT ROAD,,,,,USA,,,,,,,,,WALL TOWNSHIP,,,,110071100633,MONITOR DEVICES INC INTERCIRCUITS INC ,,MONMOUTH,,SEMS,,07727,,,,,NJD980529408,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,AIRPORT ROAD INTERNATIONAL AIRPORT,,,,,USA,,,,,,,,,GREAT FALLS,,,,110071101806,GREAT FALLS MONTANA AIR NATIONAL GUARD,,CASCADE,,SEMS,,59405,,,,,MT5570090048,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,AIRPORT W END OF MAIN ROAD,,,,,USA,,,,,,,,,BETHEL,,,,110054100496,USAF BETHEL AFS,,BETHEL,,SEMS,,99559,,,,,AK9570028622,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AKA AMERICLEAN,,,,,USA,,,,,,,,,HOMESTEAD,,,,110071100147,NEW KROME CLEANERS,,MIAMI DADE,,SEMS,,33030,,,,,FLN000407798,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,AKA C C AUTO SALVAGE,,,,,USA,,,,,,,,,PENSACOLA,,,,110017937795,PENSACOLA IMPORT AUTO SALVAGE,,ESCAMBIA,,SEMS,,32505 6125,,,,,FLR000038349,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,AKA CHEMPRO OF OREGON INC,,,,,USA,,,,,,,,,PORTLAND,,,,110071102543,HARBOR OIL INC ,,MULTNOMAH,,SEMS,,97217,,,,,ORD071803985,,,,,,,Y,,10.0,OR,,,,,,,,SEMS
,AKA GREGOR MINE,,,,,USA,,,,,,,,,BOSSBURG,,,,110043833554,YOUNG AMERICA MINE,,STEVENS,,SEMS,,99126,,,,,WASFN1002166,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,AKA MARKEL AUTO PARTS,,,,,USA,,,,,,,,,PALATKA,,,,110017937786,JOHNS METALS,,PUTNAM,,SEMS,,32177,,,,,FLN000407807,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,AKA SOURDOUGH ARMY CAMP SITE,,,,,USA,,,,,,,,,GLENNALLEN,,,,110070822862,USDOI BLM SOURDOUGH LITTLE BEAR CAMP,,VALDEZ CORDOVA,,SEMS,,99588,,,,,AKSFN1002078,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,AKA VIDALIA LYONS AIRFORCE AUXILIARY FI,,,,,USA,,,,,,,,,VIDALIA,,,,110071100313,VIDALIA MUNICIPAL AIRPORT,,TOOMBS,,SEMS,,,,,,,GA0000409505,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,ALABAMA RIVER MILE MARKER 244,,,,,USA,,,,,,,,,PEACE,,,,110039512505,HOLY GROUND BATTLEFIELD AST,,AUTAUGA,,SEMS,,36003,,,,,ALN000410480,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,ALAGETA STREET,,,,,USA,,,,,,,,,DEDEDO,,,,110067353492,ALAGETA DRUM SITE,, NOT DEFINED ,,SEMS,,96912,,,,,GUN000903684,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,ALAGETA STREET,,,,,USA,,,,,,,,,DEDEDO,,,,110067353492,ALAGETA STREET DRUM EMERGENCY RESPONSE,,GUAM,,SEMS,,96912,,,,,GUN000900382,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,ALBETORE LANE ABBATOR LANE ,,,,,USA,,,,,,,,,VALDOSTA,,,,110007495898,VALDOSTA GAS COMPANY ATLANTA GAS LIGHT ,,LOWNDES,,SEMS,,31601,,,,,GAD984306068,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,ALBION ROAD,,,,,USA,,,,,,,,,CUMBERLAND,,,,110009309961,CUMBERLAND MUNICIPAL LANDFILL,,PROVIDENCE,,SEMS,,02864,,,,,RID980512701,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,ALBION ROAD,,,,,USA,,,,,,,,,SMITHFIELD,,,,110009322018,U S ARMY RESERVE MAINTENANCE FACILITY,,PROVIDENCE,,SEMS,,02917,,,,,RI5211890012,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,ALCAP RIDGE ROAD,,,,,USA,,,,,,,,,CROMWELL,,,,110071100228,SAFEWAY PRODUCTS INC BONDED TECHNOLOGY ,,MIDDLESEX,,SEMS,,06416,,,,,CTD982543035,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,ALDEN HIGH STS AND OTHER ADDRESSES,,,,,USA,,,,,,,,,ORANGE,,,,110009300167,U S RADIUM CORP ,,ESSEX,,SEMS,,07050,,,,,NJD980654172,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,ALEXANDER AVENUE,,,,,USA,,,,,,,,,TACOMA,,,,110071102517,TACOMA ALUMINUM PHOSPHIHE RESPONSE,,PIERCE,,SEMS,,98421,,,,,WAN001020123,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,ALEXANDER ST SOUTH RIVER DR ,,,,,USA,,,,,,,,,MIAMI,,,,110009272928,UNITCO SANITATION SERVICE,,MIAMI DADE,,SEMS,,33127,,,,,FLD059884346,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,ALGER STREET,,,,,USA,,,,,,,,,CHESHIRE,,,,110009325248,WR GRACE FOISEY FARM,,BERKSHIRE,,SEMS,,01225,,,,,MAD985279413,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,AL HWY 133,,,,,USA,,,,,,,,,FLORENCE,,,,110000608753,US TVA WILSON HYDRO PLANT,,COLBERT,,SEMS,,35660,,,,,AL6640006668,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,AL HWY 133,,,,,USA,,,,,,,,,MUSCLE SHOALS,,,,110000608753,US TVA MUSCLE SHOALS POWER STORES,,COLBERT,,SEMS,,35660,,,,,AL2640090005,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,AL HWY 25,,,,,USA,,,,,,,,,WILSONVILLE,,,,110071100895,ALABAMA POWER CO EC GASTON STEAM PLANT,,SHELBY,,SEMS,,35186,,,,,ALD083742858,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,ALICIA STREET,,,,,USA,,,,,,,,,PHILADELPHIA,,,,110071099929,NORTHEAST PHILLY SOIL CONCERN,,PHILADELPHIA,,SEMS,,19115,,,,,PAN000304953,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,ALL BUILDINGS ON BASE,,,,,USA,,,,,,,,,COLORADO SPRINGS,,,,110071101321,PETERSON AIR FORCE BASE,,EL PASO,,SEMS,,80914,,,,,CO9571924191,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,ALLEGHANY TOWNSHIP ROUTE 58,,,,,USA,,,,,,,,,BUTLER COUNTY,,,,110009308445,MURPHY R O JR,,BUTLER,,SEMS,,16049,,,,,PAD982367492,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,ALLEN BLVD NEXT TO SEPCO SUBST,,,,,USA,,,,,,,,,SAVANNAH,,,,110009327638,UNION CAMP CORP,,CHATHAM,,SEMS,,31401,,,,,GAD980559215,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,ALLEN HARBOR SOUTH SHORE,,,,,USA,,,,,,,,,NORTH KINGSTOWN,,,,110009321670,FIREFIGHTING AREA 2,,WASHINGTON,,SEMS,,02854,,,,,RID981064413,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,ALLENTOWN ROAD,,,,,USA,,,,,,,,,ANDREWS AIR FORCE BASE,,,,110071100799,ANDREWS AIR FORCE BASE,,PRINCE GEORGE S,,SEMS,,20762,,,,,MD0570024000,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,ALLEY BEHIND 100 MOTT STREET,,,,,USA,,,,,,,,,ST. LOUIS,,,,110071102429,MOTT STREET ABANDONED DRUMS,,ST LOUIS CITY,,SEMS,,63111,,,,,MON000710242,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,ALL PRO DRIVE LAVANTURE PLACE,,,,,USA,,,,,,,,,ELKHART,,,,110059691542,KIBBE PROPERTIES,,ELKHART,,SEMS,,46514,,,,,INN000506421,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,ALMADEN MINE HILL RDS,,,,,USA,,,,,,,,,SAN JOSE,,,,110009268452,ALMADEN QUICKSILVER PARK,,SANTA CLARA,,SEMS,,95112,,,,,CAD982029613,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,ALONG I 380 NW OF INTERSECTION,,,,,USA,,,,,,,,,TOBYHANNA,,,,110024528448,TOBYHANNA ARTILLERY RANGES FUDS ,,MONROE,,SEMS,,18466,,,,,PAN000306178,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,ALONG JAMES DONLON BLVD,,,,,USA,,,,,,,,,ANTIOCH,,,,110071101568,GBF INC DUMP,,CONTRA COSTA,,SEMS,,94509,,,,,CAD980498562,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,ALONG KAIMALINO PLACE,,,,,USA,,,,,,,,,KAILUA,,,,110009278325,HONOLULU SKEET CLUB,,HONOLULU,,SEMS,,96734,,,,,HI0000768382,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,ALONG NY RT 17 E AND WEST OF HALE EDDY ROAD ,,,,,USA,,,,,,,,,DEPOSIT,,,,110070516781,DEPOSIT TRAIN DERAILMENT,,DELAWARE,,SEMS,,13754,,,,,NYN000203308,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,ALONG PORTION OF VERDIGRIS RIVER IN OKLAHOMA,,,,,USA,,,,,,,,,LENAPAH,,,,110071101553,AIROSOL INC RESPONSE,,NOWATA,,SEMS,,74042,,,,,OKN000605465,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,ALONG ROUTE 20 PALMER AND MONSON,,,,,USA,,,,,,,,,PALMER/MONSON,,,,110071355804,PALMER PUBLIC WATER SUPPLY,,HAMPDEN,,SEMS,,01069,,,,,MAN000153666,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,ALONG STATE ROUTE 35 APPROX 25 MI SOUTH OF THE,,,,,USA,,,,,,,,,DE SOTO,,,,110071432851,DE SOTO TRAIN DERAILMENT,, NOT DEFINED ,,SEMS,,54624,,,,,WIN000521937,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,ALONG US HIGHWAY 95A WHERE IT TURNS ONTO W GOLDFIE,,,,,USA,,,,,,,,,YERINGTON,,,,110027860107,ANACONDA COPPER MINE,,LYON,,SEMS,,89447,,,,,NVD083917252,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,ALONG WYOMING 72 IN THE TOWN OF HANNA,,,,,USA,,,,,,,,,HANNA,,,,110071101817,HANNA BASIN GROUP TRONOX ,,CARBON,,SEMS,,82327,,,,,WYN000820976,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,ALTA LAKES IN TELLURIDE,,,,,USA,,,,,,,,,TELLURIDE,,,,110071102105,BLACKHAWK MINE,,SAN MIGUEL,,SEMS,,81435,,,,,CON000821087,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,ALTHEA AVE WEST OF RUSSELL,,,,,USA,,,,,,,,,FIREBAUGH,,,,110009333603,EAGLE FIELD,,FRESNO,,SEMS,,93622,,,,,CAD983650060,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,ALUM CREEK DRIVE,,,,,USA,,,,,,,,,COLUMBUS,,,,110071102149,AIR FORCE PLANT 85,,FRANKLIN,,SEMS,,43219,,,,,OH1170090004,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,AMALA PLACE,,,,,USA,,,,,,,,,KAHULUI,,,,110009278799,F M CONTRACTORS INC ,,MAUI,,SEMS,,96732,,,,,HID984470062,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,AMBER HILLS ROAD,,,,,USA,,,,,,,,,BIRMINGHAM,,,,110009263420,MILLER S FOUNDRY,,JEFFERSON,,SEMS,,35210,,,,,AL0001923358,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,AMBROSIA LAKE NEW MEXICO,,,,,USA,,,,,,,,,AMBROSIA LAKE,,,,110067351430,TRONOX MINE SITES R6 R9,,MCKINLEY,,SEMS,,87020,,,,,NMN000604077,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,AMELIA INDUSTRIAL PARK,,,,,USA,,,,,,,,,GUAYNABO,,,,110071997918,SKOOTEL BATTERY FIRE,, NOT DEFINED ,,SEMS,,00934,,,,,PRN000220056,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,AMERICAN FORK CANYON,,,,,USA,,,,,,,,,PLEASANT GROVE,,,,110024285931,AMERICAN FORK CANYON UINTA NATIONAL,,UTAH,,SEMS,,84602,,,,,UTD988074951,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,AMERICAN SAMOA,,,,,USA,,,,,,,,,AMERICAN SAMOA,,,,110067036978,SATALA POWER PLANT,, NOT DEFINED ,,SEMS,,96799,,,,,ASD981621766,,,,,,,Y,,9.0,AS,,,,,,,,SEMS
,AMERICAN SAMOA,,,,,USA,,,,,,,,,MESEPA,,,,110071102788,AMERICAN SAMOA COMMUNITY COLLEGE LAB CHEMICALS,, NOT DEFINED ,,SEMS,,96799,,,,,ASN000909583,,,,,,,Y,,9.0,AS,,,,,,,,SEMS
,AMERICAN SAMOA COMMUNITY COLLEGE,,,,,USA,,,,,,,,,MESEPA,,,,110071102770,ASCC PLANT PATHOLOGY LAB,, NOT DEFINED ,,SEMS,,96799,,,,,ASN000905863,,,,,,,Y,,9.0,AS,,,,,,,,SEMS
,AMERICAN SAMOA GOV T PROCUREMENT OFFICE,,,,,USA,,,,,,,,,PAGO PAGO,,,,110009332356,CHLORINE CYLINDER SITE,,WESTERN DISTRICT ,,SEMS,,96799,,,,,AS0001508787,,,,,,,Y,,9.0,AS,,,,,,,,SEMS
,AMI FACILITY BROKEN SOUND ROAD,,,,,USA,,,,,,,,,BOCA RATON,,,,110013805070,PALM BEACH COUNTY ANTHRAX,,PALM BEACH,,SEMS,,33432,,,,,FLN000407391,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,AMNICOLA HWY,,,,,USA,,,,,,,,,CHATTANOOGA,,,,110009311976,AMNICOLA DUMP,,HAMILTON,,SEMS,,37406,,,,,TND980729172,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,AMUNDSON PKWY SKOGDALEN DR,,,,,USA,,,,,,,,,STOUGHTON,,,,110071102454,STOUGHTON CITY LANDFILL,,DANE,,SEMS,,53589,,,,,WID980901219,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,AMYGDALOID ROAD,,,,,USA,,,,,,,,,CALUMET TOWNSHIP,,,,110045395407,CENTENNIAL MINE,,HOUGHTON,,SEMS,,49913,,,,,MIN000510733,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,ANACOSTIA NAVAL STATION,,,,,USA,,,,,,,,,WASHINGTON,,,,110002321434,ANACOSTIA NAVAL STATION,,DISTRICT OF COLUMBIA,,SEMS,,20374,,,,,DC4170000901,,,,,,,Y,,3.0,DC,,,,,,,,SEMS
