FIPS,elevation_meters,elevation_feet
35037,1221.0,4005.90564
35039,2203.0,7227.69052
35041,1295.0,4248.6878
35043,1996.0,6548.55664
35045,1851.0,6072.8348399999995
35047,1835.0,6020.3414
35049,2000.0,6561.68
35051,1457.0,4780.18388
35053,1559.0,5114.82956
35055,2310.0,7578.7404
35057,1904.0,6246.71936
35059,1708.0,5603.67472
35061,1527.0,5009.84268
36001,271.0,889.10764
36003,530.0,1738.8452
36005,25.0,82.021
36007,295.0,967.8478
36009,663.0,2175.19692
36011,198.0,649.60632
36013,511.0,1676.50924
36015,462.0,1515.74808
36017,453.0,1486.22052
36019,553.0,1814.30452
36021,184.0,603.67456
36023,444.0,1456.69296
36025,580.0,1902.8872
36027,177.0,580.70868
36029,242.0,793.9632799999999
36031,764.0,2506.56176
36033,500.0,1640.42
36035,430.0,1410.7612
36037,273.0,895.66932
36039,795.0,2608.2678
36041,701.0,2299.86884
36043,740.0,2427.8215999999998
36045,88.0,288.71392
36047,12.0,39.37008
36049,238.0,780.83992
36051,333.0,1092.51972
36053,393.0,1289.37012
36055,103.0,337.92652
36057,135.0,442.9134
36059,26.0,85.30184
36061,41.0,134.51444
36063,121.0,396.98163999999997
36065,142.0,465.87928
36067,280.0,918.6351999999999
36069,324.0,1062.99216
36071,133.0,436.35172
36073,95.0,311.6798
36075,133.0,436.35172
36077,538.0,1765.09192
36079,290.0,951.4436
36081,4.0,13.12336
36083,393.0,1289.37012
36085,32.0,104.98688
36087,180.0,590.5512
36089,236.0,774.27824
36091,183.0,600.39372
36093,285.0,935.0394
36095,597.0,1958.66148
36097,426.0,1397.63784
36099,226.0,741.46984
36101,501.0,1643.70084
36103,16.0,52.49344
36105,414.0,1358.26776
36107,391.0,1282.80844
36109,276.0,905.51184
36111,237.0,777.55908
36113,231.0,757.87404
36115,153.0,501.96852
36117,157.0,515.09188
36119,198.0,649.60632
36121,577.0,1893.04468
36123,387.0,1269.68508
37001,192.0,629.92128
37003,379.0,1243.43836
37005,964.0,3162.72976
37007,102.0,334.64567999999997
37009,1078.0,3536.74552
37011,1159.0,3802.49356
37013,4.0,13.12336
37015,14.0,45.93176
37017,10.0,32.8084
37019,9.0,29.52756
37021,747.0,2450.78748
37023,307.0,1007.21788
37025,199.0,652.88716
37027,444.0,1456.69296
37029,15.0,49.2126
37031,2.0,6.56168
37033,170.0,557.7428
37035,295.0,967.8478
37037,143.0,469.16012
37039,544.0,1784.77696
37041,4.0,13.12336
37043,688.0,2257.21792
37045,239.0,784.12076
37047,31.0,101.70604
37049,8.0,26.24672
37051,39.0,127.95276
37053,0.0,0.0
37055,0.0,0.0
37057,225.0,738.189
37059,233.0,764.43572
37061,38.0,124.67192
37063,104.0,341.20736
37065,42.0,137.79528
37067,287.0,941.60108
37069,70.0,229.65879999999999
37071,218.0,715.22312
37073,16.0,52.49344
37075,625.0,2050.525
37077,157.0,515.09188
37079,16.0,52.49344
37081,247.0,810.36748
37083,34.0,111.54856
37085,69.0,226.37796
37087,1014.0,3326.77176
37089,680.0,2230.9712
37091,21.0,68.89764
37093,60.0,196.8504
37095,7.0,22.96588
37097,243.0,797.24412
37099,782.0,2565.61688
37101,36.0,118.11024
37103,13.0,42.65092
37105,114.0,374.01576
37107,13.0,42.65092
37109,277.0,908.79268
37111,453.0,1486.22052
37113,628.0,2060.36752
37115,725.0,2378.609
37117,20.0,65.6168
37119,229.0,751.31236
37121,747.0,2450.78748
37123,149.0,488.84516
37125,162.0,531.49608
37127,79.0,259.18636
37129,4.0,13.12336
37131,36.0,118.11024
37133,20.0,65.6168
37135,221.0,725.06564
37137,12.0,39.37008
37139,3.0,9.84252
37141,19.0,62.33596
37143,4.0,13.12336
37145,248.0,813.64832
37147,18.0,59.05512
37149,332.0,1089.2388799999999
37151,239.0,784.12076
37153,96.0,314.96064
37155,51.0,167.32283999999999
37157,229.0,751.31236
37159,232.0,761.15488
37161,280.0,918.6351999999999
37163,27.0,88.58268
37165,80.0,262.4672
37167,162.0,531.49608
37169,535.0,1755.2494
37171,341.0,1118.76644
37173,1364.0,4475.06576
37175,966.0,3169.29144
37177,0.0,0.0
37179,183.0,600.39372
37181,122.0,400.26248
37183,107.0,351.04988
37185,117.0,383.85828
37187,3.0,9.84252
37189,1309.0,4294.61956
37191,24.0,78.74016
37193,388.0,1272.96592
37195,43.0,141.07612
37197,269.0,882.54596
37199,976.0,3202.09984
38001,810.0,2657.4804
38003,441.0,1446.85044
38005,486.0,1594.48824
38007,755.0,2477.0342
38009,446.0,1463.2546399999999
38011,914.0,2998.68776
38013,619.0,2030.83996
38015,553.0,1814.30452
38017,288.0,944.88192
38019,484.0,1587.9265599999999
38021,442.0,1450.13128
38023,675.0,2214.567
38025,674.0,2211.28616
38027,463.0,1519.02892
38029,541.0,1774.93444
38031,472.0,1548.55648
38033,865.0,2837.9266
