FIPS,county_name,median_age
28055,"Issaquena County, Mississippi",43.1
28057,"Itawamba County, Mississippi",39.9
28059,"Jackson County, Mississippi",39.4
28061,"Jasper County, Mississippi",41.5
28063,"Jefferson County, Mississippi",41.3
28065,"Jefferson Davis County, Mississippi",44.5
28067,"Jones County, Mississippi",37.7
28069,"Kemper County, Mississippi",39.7
28071,"Lafayette County, Mississippi",30.7
28073,"Lamar County, Mississippi",37.3
28075,"Lauderdale County, Mississippi",38.5
28077,"Lawrence County, Mississippi",41.1
28079,"Leake County, Mississippi",40.5
28081,"Lee County, Mississippi",37.4
28083,"Leflore County, Mississippi",34.4
28085,"Lincoln County, Mississippi",40.7
28087,"Lowndes County, Mississippi",37.1
28089,"Madison County, Mississippi",38.4
28091,"Marion County, Mississippi",40.3
28093,"Marshall County, Mississippi",41.9
28095,"Monroe County, Mississippi",41.4
28097,"Montgomery County, Mississippi",42.0
28099,"Neshoba County, Mississippi",37.0
28101,"Newton County, Mississippi",38.2
28103,"Noxubee County, Mississippi",40.4
28105,"Oktibbeha County, Mississippi",25.4
28107,"Panola County, Mississippi",39.4
28109,"Pearl River County, Mississippi",40.8
28111,"Perry County, Mississippi",42.3
28113,"Pike County, Mississippi",37.3
28115,"Pontotoc County, Mississippi",35.7
28117,"Prentiss County, Mississippi",38.0
28119,"Quitman County, Mississippi",40.1
28121,"Rankin County, Mississippi",38.9
28123,"Scott County, Mississippi",36.7
28125,"Sharkey County, Mississippi",37.0
28127,"Simpson County, Mississippi",40.4
28129,"Smith County, Mississippi",42.8
28131,"Stone County, Mississippi",39.4
28133,"Sunflower County, Mississippi",36.7
28135,"Tallahatchie County, Mississippi",37.7
28137,"Tate County, Mississippi",38.3
28139,"Tippah County, Mississippi",39.6
28141,"Tishomingo County, Mississippi",43.6
28143,"Tunica County, Mississippi",33.2
28145,"Union County, Mississippi",38.6
28147,"Walthall County, Mississippi",40.0
28149,"Warren County, Mississippi",39.9
28151,"Washington County, Mississippi",37.9
28153,"Wayne County, Mississippi",38.8
28155,"Webster County, Mississippi",40.1
28157,"Wilkinson County, Mississippi",38.9
28159,"Winston County, Mississippi",41.9
28161,"Yalobusha County, Mississippi",41.8
28163,"Yazoo County, Mississippi",36.8
29001,"Adair County, Missouri",29.0
29003,"Andrew County, Missouri",41.5
29005,"Atchison County, Missouri",48.1
29007,"Audrain County, Missouri",40.4
29009,"Barry County, Missouri",43.2
29011,"Barton County, Missouri",40.7
29013,"Bates County, Missouri",40.7
29015,"Benton County, Missouri",54.1
29017,"Bollinger County, Missouri",44.7
29019,"Boone County, Missouri",31.8
29021,"Buchanan County, Missouri",38.6
29023,"Butler County, Missouri",40.7
29025,"Caldwell County, Missouri",42.7
29027,"Callaway County, Missouri",39.6
29029,"Camden County, Missouri",52.6
29031,"Cape Girardeau County, Missouri",36.9
29033,"Carroll County, Missouri",43.7
29035,"Carter County, Missouri",42.0
29037,"Cass County, Missouri",39.9
29039,"Cedar County, Missouri",44.8
29041,"Chariton County, Missouri",45.7
29043,"Christian County, Missouri",39.1
29045,"Clark County, Missouri",42.8
29047,"Clay County, Missouri",37.5
29049,"Clinton County, Missouri",40.9
29051,"Cole County, Missouri",39.6
29053,"Cooper County, Missouri",38.8
29055,"Crawford County, Missouri",42.3
29057,"Dade County, Missouri",46.5
29059,"Dallas County, Missouri",41.7
29061,"Daviess County, Missouri",40.4
29063,"DeKalb County, Missouri",41.7
29065,"Dent County, Missouri",43.7
29067,"Douglas County, Missouri",47.0
29069,"Dunklin County, Missouri",39.4
29071,"Franklin County, Missouri",40.9
29073,"Gasconade County, Missouri",46.3
29075,"Gentry County, Missouri",40.2
29077,"Greene County, Missouri",36.3
29079,"Grundy County, Missouri",40.2
29081,"Harrison County, Missouri",42.2
29083,"Henry County, Missouri",44.2
29085,"Hickory County, Missouri",55.7
29087,"Holt County, Missouri",47.8
29089,"Howard County, Missouri",38.3
29091,"Howell County, Missouri",40.7
29093,"Iron County, Missouri",45.1
29095,"Jackson County, Missouri",37.0
29097,"Jasper County, Missouri",36.6
29099,"Jefferson County, Missouri",39.9
29101,"Johnson County, Missouri",31.0
29103,"Knox County, Missouri",41.9
29105,"Laclede County, Missouri",39.5
29107,"Lafayette County, Missouri",41.4
29109,"Lawrence County, Missouri",38.7
29111,"Lewis County, Missouri",39.1
29113,"Lincoln County, Missouri",37.1
29115,"Linn County, Missouri",42.0
29117,"Livingston County, Missouri",39.2
29119,"McDonald County, Missouri",38.2
29121,"Macon County, Missouri",43.0
29123,"Madison County, Missouri",41.4
29125,"Maries County, Missouri",45.2
29127,"Marion County, Missouri",39.0
29129,"Mercer County, Missouri",41.7
29131,"Miller County, Missouri",41.1
29133,"Mississippi County, Missouri",42.1
29135,"Moniteau County, Missouri",37.6
29137,"Monroe County, Missouri",45.8
29139,"Montgomery County, Missouri",43.8
29141,"Morgan County, Missouri",46.0
29143,"New Madrid County, Missouri",41.8
29145,"Newton County, Missouri",40.2
29147,"Nodaway County, Missouri",33.5
29149,"Oregon County, Missouri",44.7
29151,"Osage County, Missouri",41.4
29153,"Ozark County, Missouri",52.6
29155,"Pemiscot County, Missouri",39.2
29157,"Perry County, Missouri",41.4
29159,"Pettis County, Missouri",38.0
29161,"Phelps County, Missouri",36.0
29163,"Pike County, Missouri",39.9
29165,"Platte County, Missouri",38.7
29167,"Polk County, Missouri",38.9
29169,"Pulaski County, Missouri",27.7
29171,"Putnam County, Missouri",46.1
29173,"Ralls County, Missouri",45.5
29175,"Randolph County, Missouri",39.8
29177,"Ray County, Missouri",42.0
29179,"Reynolds County, Missouri",46.2
29181,"Ripley County, Missouri",41.1
29183,"St. Charles County, Missouri",39.4
29185,"St. Clair County, Missouri",48.2
29186,"Ste. Genevieve County, Missouri",44.0
29187,"St. Francois County, Missouri",39.4
29189,"St. Louis County, Missouri",40.2
29195,"Saline County, Missouri",35.5
29197,"Schuyler County, Missouri",39.4
29199,"Scotland County, Missouri",36.0
29201,"Scott County, Missouri",39.4
29203,"Shannon County, Missouri",46.9
29205,"Shelby County, Missouri",42.9
29207,"Stoddard County, Missouri",41.3
29209,"Stone County, Missouri",54.6
29211,"Sullivan County, Missouri",43.9
29213,"Taney County, Missouri",42.3
29215,"Texas County, Missouri",42.6
29217,"Vernon County, Missouri",41.8
29219,"Warren County, Missouri",41.3
29221,"Washington County, Missouri",39.8
29223,"Wayne County, Missouri",49.2
29225,"Webster County, Missouri",36.8
29227,"Worth County, Missouri",48.7
29229,"Wright County, Missouri",41.1
29510,"St. Louis city, Missouri",36.5
30001,"Beaverhead County, Montana",42.3
30003,"Big Horn County, Montana",31.6
30005,"Blaine County, Montana",33.6
30007,"Broadwater County, Montana",47.4
30009,"Carbon County, Montana",50.7
30011,"Carter County, Montana",56.8
30013,"Cascade County, Montana",37.9
30015,"Chouteau County, Montana",42.4
30017,"Custer County, Montana",42.8
30019,"Daniels County, Montana",52.4
30021,"Dawson County, Montana",42.8
30023,"Deer Lodge County, Montana",49.6
30025,"Fallon County, Montana",37.2
30027,"Fergus County, Montana",46.7
30029,"Flathead County, Montana",42.3
30031,"Gallatin County, Montana",33.5
30033,"Garfield County, Montana",42.0
30035,"Glacier County, Montana",34.2
30037,"Golden Valley County, Montana",54.9
30039,"Granite County, Montana",54.7
30041,"Hill County, Montana",33.4
30043,"Jefferson County, Montana",47.4
30045,"Judith Basin County, Montana",50.2
30047,"Lake County, Montana",43.7
30049,"Lewis and Clark County, Montana",41.2
30051,"Liberty County, Montana",36.9
30053,"Lincoln County, Montana",52.5
30055,"McCone County, Montana",54.0
30057,"Madison County, Montana",54.3
30059,"Meagher County, Montana",57.6
30061,"Mineral County, Montana",50.3
30063,"Missoula County, Montana",36.7
30065,"Musselshell County, Montana",52.0
30067,"Park County, Montana",46.2
30069,"Petroleum County, Montana",49.6
30071,"Phillips County, Montana",45.9
30073,"Pondera County, Montana",41.6
30075,"Powder River County, Montana",49.9
30077,"Powell County, Montana",45.5
30079,"Prairie County, Montana",47.2
30081,"Ravalli County, Montana",49.0
30083,"Richland County, Montana",38.3
30085,"Roosevelt County, Montana",30.4
30087,"Rosebud County, Montana",36.4
30089,"Sanders County, Montana",54.7
30091,"Sheridan County, Montana",43.8
30093,"Silver Bow County, Montana",40.3
30095,"Stillwater County, Montana",48.0
30097,"Sweet Grass County, Montana",43.6
30099,"Teton County, Montana",42.4
30101,"Toole County, Montana",40.4
30103,"Treasure County, Montana",54.3
30105,"Valley County, Montana",43.2
30107,"Wheatland County, Montana",49.1
30109,"Wibaux County, Montana",46.4
30111,"Yellowstone County, Montana",38.4
31001,"Adams County, Nebraska",38.0
31003,"Antelope County, Nebraska",42.5
31005,"Arthur County, Nebraska",44.1
31007,"Banner County, Nebraska",54.1
31009,"Blaine County, Nebraska",57.7
31011,"Boone County, Nebraska",43.6
31013,"Box Butte County, Nebraska",40.9
31015,"Boyd County, Nebraska",55.6
31017,"Brown County, Nebraska",46.9
31019,"Buffalo County, Nebraska",34.2
31021,"Burt County, Nebraska",44.9
31023,"Butler County, Nebraska",43.0
31025,"Cass County, Nebraska",40.8
31027,"Cedar County, Nebraska",41.7
31029,"Chase County, Nebraska",43.2
31031,"Cherry County, Nebraska",41.5
31033,"Cheyenne County, Nebraska",41.4
31035,"Clay County, Nebraska",39.5
31037,"Colfax County, Nebraska",36.4
31039,"Cuming County, Nebraska",41.8
31041,"Custer County, Nebraska",42.1
31043,"Dakota County, Nebraska",31.7
31045,"Dawes County, Nebraska",35.3
31047,"Dawson County, Nebraska",35.9
31049,"Deuel County, Nebraska",51.0
31051,"Dixon County, Nebraska",41.4
31053,"Dodge County, Nebraska",39.4
31055,"Douglas County, Nebraska",35.3
31057,"Dundy County, Nebraska",42.4
31059,"Fillmore County, Nebraska",46.4
31061,"Franklin County, Nebraska",49.8
31063,"Frontier County, Nebraska",43.3
31065,"Furnas County, Nebraska",47.0
31067,"Gage County, Nebraska",42.9
31069,"Garden County, Nebraska",47.3
31071,"Garfield County, Nebraska",46.5
31073,"Gosper County, Nebraska",48.9
31075,"Grant County, Nebraska",40.2
31077,"Greeley County, Nebraska",43.6
31079,"Hall County, Nebraska",36.0
31081,"Hamilton County, Nebraska",41.3
31083,"Harlan County, Nebraska",47.5
31085,"Hayes County, Nebraska",48.9
31087,"Hitchcock County, Nebraska",43.3
31089,"Holt County, Nebraska",42.3
31091,"Hooker County, Nebraska",40.9
31093,"Howard County, Nebraska",42.6
31095,"Jefferson County, Nebraska",45.8
31097,"Johnson County, Nebraska",40.3
31099,"Kearney County, Nebraska",38.3
31101,"Keith County, Nebraska",49.1
31103,"Keya Paha County, Nebraska",46.4
31105,"Kimball County, Nebraska",47.8
31107,"Knox County, Nebraska",43.9
31109,"Lancaster County, Nebraska",34.1
31111,"Lincoln County, Nebraska",42.2
31113,"Logan County, Nebraska",44.8
31115,"Loup County, Nebraska",43.4
31117,"McPherson County, Nebraska",56.3
31119,"Madison County, Nebraska",36.8
31121,"Merrick County, Nebraska",43.0
31123,"Morrill County, Nebraska",40.3
31125,"Nance County, Nebraska",44.0
31127,"Nemaha County, Nebraska",38.6
31129,"Nuckolls County, Nebraska",49.4
31131,"Otoe County, Nebraska",42.0
31133,"Pawnee County, Nebraska",47.3
31135,"Perkins County, Nebraska",41.5
31137,"Phelps County, Nebraska",40.4
31139,"Pierce County, Nebraska",40.2
31141,"Platte County, Nebraska",38.3
31143,"Polk County, Nebraska",43.4
31145,"Red Willow County, Nebraska",41.5
31147,"Richardson County, Nebraska",47.1
31149,"Rock County, Nebraska",43.5
31151,"Saline County, Nebraska",38.6
31153,"Sarpy County, Nebraska",35.3
31155,"Saunders County, Nebraska",40.4
31157,"Scotts Bluff County, Nebraska",39.2
31159,"Seward County, Nebraska",37.5
31161,"Sheridan County, Nebraska",45.8
31163,"Sherman County, Nebraska",49.1
31165,"Sioux County, Nebraska",41.3
31167,"Stanton County, Nebraska",41.4
31169,"Thayer County, Nebraska",45.9
31171,"Thomas County, Nebraska",46.7
31173,"Thurston County, Nebraska",28.1
31175,"Valley County, Nebraska",46.3
31177,"Washington County, Nebraska",41.6
31179,"Wayne County, Nebraska",31.8
31181,"Webster County, Nebraska",44.6
31183,"Wheeler County, Nebraska",57.8
31185,"York County, Nebraska",39.5
32001,"Churchill County, Nevada",39.7
32003,"Clark County, Nevada",37.8
32005,"Douglas County, Nevada",53.5
32007,"Elko County, Nevada",34.9
32009,"Esmeralda County, Nevada",55.0
32011,"Eureka County, Nevada",48.4
32013,"Humboldt County, Nevada",37.0
32015,"Lander County, Nevada",40.0
32017,"Lincoln County, Nevada",40.6
32019,"Lyon County, Nevada",43.2
32021,"Mineral County, Nevada",39.8
32023,"Nye County, Nevada",52.9
32027,"Pershing County, Nevada",40.4
32029,"Storey County, Nevada",55.7
32031,"Washoe County, Nevada",38.6
32033,"White Pine County, Nevada",41.4
32510,"Carson City, Nevada",42.1
33001,"Belknap County, New Hampshire",47.8
33003,"Carroll County, New Hampshire",53.8
33005,"Cheshire County, New Hampshire",43.5
33007,"Coos County, New Hampshire",49.7
33009,"Grafton County, New Hampshire",44.1
33011,"Hillsborough County, New Hampshire",40.9
33013,"Merrimack County, New Hampshire",42.8
33015,"Rockingham County, New Hampshire",44.7
33017,"Strafford County, New Hampshire",37.7
33019,"Sullivan County, New Hampshire",47.0
34001,"Atlantic County, New Jersey",42.0
34003,"Bergen County, New Jersey",42.0
34005,"Burlington County, New Jersey",41.7
34007,"Camden County, New Jersey",38.7
34009,"Cape May County, New Jersey",50.9
34011,"Cumberland County, New Jersey",37.9
34013,"Essex County, New Jersey",37.6
34015,"Gloucester County, New Jersey",40.2
34017,"Hudson County, New Jersey",35.6
34019,"Hunterdon County, New Jersey",46.4
34021,"Mercer County, New Jersey",39.3
34023,"Middlesex County, New Jersey",39.1
34025,"Monmouth County, New Jersey",43.3
34027,"Morris County, New Jersey",42.7
34029,"Ocean County, New Jersey",41.8
34031,"Passaic County, New Jersey",37.8
34033,"Salem County, New Jersey",41.8
34035,"Somerset County, New Jersey",42.0
34037,"Sussex County, New Jersey",44.5
34039,"Union County, New Jersey",39.0
34041,"Warren County, New Jersey",44.0
35001,"Bernalillo County, New Mexico",38.6
35003,"Catron County, New Mexico",59.5
35005,"Chaves County, New Mexico",36.2
35006,"Cibola County, New Mexico",38.0
35007,"Colfax County, New Mexico",49.2
35009,"Curry County, New Mexico",31.7
35011,"De Baca County, New Mexico",28.5
35013,"Doña Ana County, New Mexico",33.2
35015,"Eddy County, New Mexico",35.7
35017,"Grant County, New Mexico",48.1
35019,"Guadalupe County, New Mexico",43.0
35021,"Harding County, New Mexico",42.2
35023,"Hidalgo County, New Mexico",42.1
35025,"Lea County, New Mexico",32.2
35027,"Lincoln County, New Mexico",51.7
35028,"Los Alamos County, New Mexico",41.2
35029,"Luna County, New Mexico",36.5
35031,"McKinley County, New Mexico",33.6
35033,"Mora County, New Mexico",59.4
35035,"Otero County, New Mexico",35.9
35037,"Quay County, New Mexico",46.6
35039,"Rio Arriba County, New Mexico",41.7
35041,"Roosevelt County, New Mexico",31.3
35043,"Sandoval County, New Mexico",40.8
35045,"San Juan County, New Mexico",36.8
35047,"San Miguel County, New Mexico",45.0
35049,"Santa Fe County, New Mexico",47.7
35051,"Sierra County, New Mexico",55.4
35053,"Socorro County, New Mexico",39.6
35055,"Taos County, New Mexico",49.8
35057,"Torrance County, New Mexico",43.0
35059,"Union County, New Mexico",39.4
35061,"Valencia County, New Mexico",38.8
36001,"Albany County, New York",38.1
36003,"Allegany County, New York",38.9
36005,"Bronx County, New York",35.0
36007,"Broome County, New York",39.7
36009,"Cattaraugus County, New York",42.5
36011,"Cayuga County, New York",43.4
36013,"Chautauqua County, New York",42.8
36015,"Chemung County, New York",41.7
36017,"Chenango County, New York",44.9
36019,"Clinton County, New York",40.9
36021,"Columbia County, New York",49.3
36023,"Cortland County, New York",36.3
36025,"Delaware County, New York",48.9
36027,"Dutchess County, New York",42.9
36029,"Erie County, New York",40.1
36031,"Essex County, New York",49.2
36033,"Franklin County, New York",41.9
36035,"Fulton County, New York",44.2
36037,"Genesee County, New York",42.7
36039,"Greene County, New York",47.0
36041,"Hamilton County, New York",56.4
36043,"Herkimer County, New York",44.3
36045,"Jefferson County, New York",32.8
36047,"Kings County, New York",35.9
36049,"Lewis County, New York",42.0
36051,"Livingston County, New York",41.7
36053,"Madison County, New York",42.5
36055,"Monroe County, New York",39.3
36057,"Montgomery County, New York",40.6
36059,"Nassau County, New York",41.7
36061,"New York County, New York",38.5
36063,"Niagara County, New York",43.1
36065,"Oneida County, New York",40.9
36067,"Onondaga County, New York",39.4
36069,"Ontario County, New York",43.8
36071,"Orange County, New York",36.8
36073,"Orleans County, New York",43.2
36075,"Oswego County, New York",40.3
36077,"Otsego County, New York",40.8
36079,"Putnam County, New York",44.1
36081,"Queens County, New York",39.9
36083,"Rensselaer County, New York",40.0
36085,"Richmond County, New York",40.3
36087,"Rockland County, New York",35.3
36089,"St. Lawrence County, New York",38.8
36091,"Saratoga County, New York",43.3
36093,"Schenectady County, New York",39.7
36095,"Schoharie County, New York",45.7
36097,"Schuyler County, New York",47.3
36099,"Seneca County, New York",43.0
36101,"Steuben County, New York",42.8
36103,"Suffolk County, New York",41.7
36105,"Sullivan County, New York",41.9
36107,"Tioga County, New York",44.7
36109,"Tompkins County, New York",32.6
36111,"Ulster County, New York",44.2
36113,"Warren County, New York",46.7
36115,"Washington County, New York",44.6
36117,"Wayne County, New York",43.6
36119,"Westchester County, New York",41.3
36121,"Wyoming County, New York",42.9
36123,"Yates County, New York",41.7
37001,"Alamance County, North Carolina",39.1
37003,"Alexander County, North Carolina",43.9
37005,"Alleghany County, North Carolina",50.6
37007,"Anson County, North Carolina",41.1
37009,"Ashe County, North Carolina",49.6
37011,"Avery County, North Carolina",46.5
37013,"Beaufort County, North Carolina",46.9
37015,"Bertie County, North Carolina",45.9
37017,"Bladen County, North Carolina",45.0
37019,"Brunswick County, North Carolina",55.7
37021,"Buncombe County, North Carolina",42.3
37023,"Burke County, North Carolina",45.1
37025,"Cabarrus County, North Carolina",37.6
37027,"Caldwell County, North Carolina",45.1
37029,"Camden County, North Carolina",41.1
37031,"Carteret County, North Carolina",49.9
37033,"Caswell County, North Carolina",46.4
37035,"Catawba County, North Carolina",41.5
37037,"Chatham County, North Carolina",47.6
37039,"Cherokee County, North Carolina",52.9
37041,"Chowan County, North Carolina",48.7
37043,"Clay County, North Carolina",54.1
37045,"Cleveland County, North Carolina",41.4
37047,"Columbus County, North Carolina",41.8
37049,"Craven County, North Carolina",38.5
37051,"Cumberland County, North Carolina",31.7
37053,"Currituck County, North Carolina",42.5
37055,"Dare County, North Carolina",48.1
37057,"Davidson County, North Carolina",42.6
37059,"Davie County, North Carolina",45.2
37061,"Duplin County, North Carolina",40.6
37063,"Durham County, North Carolina",35.8
37065,"Edgecombe County, North Carolina",41.6
37067,"Forsyth County, North Carolina",38.4
37069,"Franklin County, North Carolina",41.0
37071,"Gaston County, North Carolina",39.9
37073,"Gates County, North Carolina",47.3
37075,"Graham County, North Carolina",45.3
37077,"Granville County, North Carolina",42.5
37079,"Greene County, North Carolina",40.0
37081,"Guilford County, North Carolina",37.2
37083,"Halifax County, North Carolina",43.6
37085,"Harnett County, North Carolina",35.2
37087,"Haywood County, North Carolina",47.7
37089,"Henderson County, North Carolina",47.7
37091,"Hertford County, North Carolina",41.7
37093,"Hoke County, North Carolina",33.5
37095,"Hyde County, North Carolina",46.8
37097,"Iredell County, North Carolina",40.8
37099,"Jackson County, North Carolina",39.2
37101,"Johnston County, North Carolina",38.4
37103,"Jones County, North Carolina",47.9
37105,"Lee County, North Carolina",39.6
37107,"Lenoir County, North Carolina",42.7
37109,"Lincoln County, North Carolina",44.3
37111,"McDowell County, North Carolina",44.3
37113,"Macon County, North Carolina",50.6
37115,"Madison County, North Carolina",44.6
37117,"Martin County, North Carolina",46.7
37119,"Mecklenburg County, North Carolina",35.4
37121,"Mitchell County, North Carolina",47.4
37123,"Montgomery County, North Carolina",43.7
37125,"Moore County, North Carolina",43.0
37127,"Nash County, North Carolina",41.7
37129,"New Hanover County, North Carolina",40.2
37131,"Northampton County, North Carolina",51.3
37133,"Onslow County, North Carolina",26.9
37135,"Orange County, North Carolina",36.2
37137,"Pamlico County, North Carolina",54.2
37139,"Pasquotank County, North Carolina",39.0
37141,"Pender County, North Carolina",42.6
37143,"Perquimans County, North Carolina",49.8
37145,"Person County, North Carolina",43.7
37147,"Pitt County, North Carolina",33.2
37149,"Polk County, North Carolina",54.2
37151,"Randolph County, North Carolina",41.4
37153,"Richmond County, North Carolina",40.1
37155,"Robeson County, North Carolina",36.8
37157,"Rockingham County, North Carolina",45.1
37159,"Rowan County, North Carolina",40.7
37161,"Rutherford County, North Carolina",44.9
37163,"Sampson County, North Carolina",39.6
37165,"Scotland County, North Carolina",39.0
37167,"Stanly County, North Carolina",41.4
37169,"Stokes County, North Carolina",47.4
37171,"Surry County, North Carolina",43.8
37173,"Swain County, North Carolina",41.6
37175,"Transylvania County, North Carolina",52.4
37177,"Tyrrell County, North Carolina",45.3
37179,"Union County, North Carolina",38.9
37181,"Vance County, North Carolina",40.7
37183,"Wake County, North Carolina",37.0
37185,"Warren County, North Carolina",48.6
37187,"Washington County, North Carolina",48.0
37189,"Watauga County, North Carolina",32.1
37191,"Wayne County, North Carolina",37.5
37193,"Wilkes County, North Carolina",45.3
37195,"Wilson County, North Carolina",40.9
37197,"Yadkin County, North Carolina",44.5
37199,"Yancey County, North Carolina",48.0
38001,"Adams County, North Dakota",46.9
38003,"Barnes County, North Dakota",43.6
38005,"Benson County, North Dakota",31.0
38007,"Billings County, North Dakota",40.6
38009,"Bottineau County, North Dakota",44.3
38011,"Bowman County, North Dakota",41.6
38013,"Burke County, North Dakota",44.8
38015,"Burleigh County, North Dakota",37.7
38017,"Cass County, North Dakota",32.7
38019,"Cavalier County, North Dakota",47.8
38021,"Dickey County, North Dakota",38.1
38023,"Divide County, North Dakota",44.0
38025,"Dunn County, North Dakota",42.7
38027,"Eddy County, North Dakota",46.4
38029,"Emmons County, North Dakota",50.5
38031,"Foster County, North Dakota",45.1
38033,"Golden Valley County, North Dakota",45.7
38035,"Grand Forks County, North Dakota",30.3
38037,"Grant County, North Dakota",49.4
38039,"Griggs County, North Dakota",51.9
38041,"Hettinger County, North Dakota",41.3
38043,"Kidder County, North Dakota",48.4
38045,"LaMoure County, North Dakota",45.8
38047,"Logan County, North Dakota",49.2
38049,"McHenry County, North Dakota",43.0
38051,"McIntosh County, North Dakota",53.6
38053,"McKenzie County, North Dakota",30.5
38055,"McLean County, North Dakota",46.3
38057,"Mercer County, North Dakota",44.0
38059,"Morton County, North Dakota",36.7
38061,"Mountrail County, North Dakota",34.7
38063,"Nelson County, North Dakota",50.0
38065,"Oliver County, North Dakota",48.1
38067,"Pembina County, North Dakota",45.6
38069,"Pierce County, North Dakota",44.6
38071,"Ramsey County, North Dakota",40.0
38073,"Ransom County, North Dakota",42.7
38075,"Renville County, North Dakota",38.2
38077,"Richland County, North Dakota",37.3
38079,"Rolette County, North Dakota",31.1
38081,"Sargent County, North Dakota",44.2
38083,"Sheridan County, North Dakota",52.3
38085,"Sioux County, North Dakota",27.1
38087,"Slope County, North Dakota",54.1
38089,"Stark County, North Dakota",34.3
38091,"Steele County, North Dakota",45.3
38093,"Stutsman County, North Dakota",40.3
38095,"Towner County, North Dakota",49.1
38097,"Traill County, North Dakota",40.6
38099,"Walsh County, North Dakota",44.6
38101,"Ward County, North Dakota",33.0
38103,"Wells County, North Dakota",49.7
38105,"Williams County, North Dakota",31.9
39001,"Adams County, Ohio",42.2
39003,"Allen County, Ohio",39.8
39005,"Ashland County, Ohio",41.5
39007,"Ashtabula County, Ohio",42.6
39009,"Athens County, Ohio",32.2
39011,"Auglaize County, Ohio",40.7
39013,"Belmont County, Ohio",44.1
39015,"Brown County, Ohio",41.9
39017,"Butler County, Ohio",37.2
39019,"Carroll County, Ohio",45.9
39021,"Champaign County, Ohio",41.7
39023,"Clark County, Ohio",41.4
39025,"Clermont County, Ohio",40.5
39027,"Clinton County, Ohio",40.5
39029,"Columbiana County, Ohio",44.5
39031,"Coshocton County, Ohio",40.6
39033,"Crawford County, Ohio",42.9
39035,"Cuyahoga County, Ohio",40.4
39037,"Darke County, Ohio",41.7
39039,"Defiance County, Ohio",40.8
39041,"Delaware County, Ohio",39.8
39043,"Erie County, Ohio",44.8
39045,"Fairfield County, Ohio",39.5
39047,"Fayette County, Ohio",41.2
39049,"Franklin County, Ohio",34.6
39051,"Fulton County, Ohio",41.4
39053,"Gallia County, Ohio",40.2
39055,"Geauga County, Ohio",44.6
39057,"Greene County, Ohio",38.6
39059,"Guernsey County, Ohio",42.6
39061,"Hamilton County, Ohio",36.8
39063,"Hancock County, Ohio",39.4
39065,"Hardin County, Ohio",35.6
39067,"Harrison County, Ohio",46.1
39069,"Henry County, Ohio",41.8
39071,"Highland County, Ohio",40.8
39073,"Hocking County, Ohio",42.6
39075,"Holmes County, Ohio",32.2
39077,"Huron County, Ohio",40.1
39079,"Jackson County, Ohio",40.1
39081,"Jefferson County, Ohio",44.3
39083,"Knox County, Ohio",39.4
39085,"Lake County, Ohio",43.9
39087,"Lawrence County, Ohio",41.9
39089,"Licking County, Ohio",40.2
39091,"Logan County, Ohio",41.8
39093,"Lorain County, Ohio",41.9
39095,"Lucas County, Ohio",38.1
39097,"Madison County, Ohio",41.4
39099,"Mahoning County, Ohio",43.3
39101,"Marion County, Ohio",40.7
39103,"Medina County, Ohio",42.7
39105,"Meigs County, Ohio",43.2
39107,"Mercer County, Ohio",39.4
39109,"Miami County, Ohio",41.1
39111,"Monroe County, Ohio",46.1
39113,"Montgomery County, Ohio",39.0
39115,"Morgan County, Ohio",44.6
39117,"Morrow County, Ohio",42.7
39119,"Muskingum County, Ohio",40.5
39121,"Noble County, Ohio",51.9
39123,"Ottawa County, Ohio",49.8
39125,"Paulding County, Ohio",41.4
39127,"Perry County, Ohio",41.1
39129,"Pickaway County, Ohio",39.5
39131,"Pike County, Ohio",40.9
39133,"Portage County, Ohio",39.1
39135,"Preble County, Ohio",43.0
39137,"Putnam County, Ohio",40.3
39139,"Richland County, Ohio",40.9
39141,"Ross County, Ohio",41.3
39143,"Sandusky County, Ohio",42.3
39145,"Scioto County, Ohio",40.6
39147,"Seneca County, Ohio",40.6
39149,"Shelby County, Ohio",40.2
39151,"Stark County, Ohio",41.8
39153,"Summit County, Ohio",41.1
39155,"Trumbull County, Ohio",44.0
39157,"Tuscarawas County, Ohio",41.1
39159,"Union County, Ohio",38.4
39161,"Van Wert County, Ohio",41.3
39163,"Vinton County, Ohio",43.6
39165,"Warren County, Ohio",39.5
39167,"Washington County, Ohio",44.1
39169,"Wayne County, Ohio",38.8
39171,"Williams County, Ohio",41.5
39173,"Wood County, Ohio",35.4
39175,"Wyandot County, Ohio",42.3
40001,"Adair County, Oklahoma",38.1
40003,"Alfalfa County, Oklahoma",43.6
40005,"Atoka County, Oklahoma",40.6
40007,"Beaver County, Oklahoma",39.9
40009,"Beckham County, Oklahoma",36.3
40011,"Blaine County, Oklahoma",41.3
40013,"Bryan County, Oklahoma",36.8
40015,"Caddo County, Oklahoma",37.4
40017,"Canadian County, Oklahoma",36.2
40019,"Carter County, Oklahoma",38.4
40021,"Cherokee County, Oklahoma",36.5
40023,"Choctaw County, Oklahoma",41.7
40025,"Cimarron County, Oklahoma",45.9
40027,"Cleveland County, Oklahoma",34.8
40029,"Coal County, Oklahoma",40.7
40031,"Comanche County, Oklahoma",33.5
40033,"Cotton County, Oklahoma",42.8
40035,"Craig County, Oklahoma",41.2
40037,"Creek County, Oklahoma",40.4
