Year of Death,Geographic Region,State,Sex,Veteran Suicides
2020,Midwestern,Missouri,All,171
2020,Midwestern,Nebraska,Male,40-49
2020,Midwestern,Nebraska,Female,<10
2020,Midwestern,Nebraska,All,50
2020,Midwestern,North Dakota,Male,20-29
2020,Midwestern,North Dakota,Female,<10
2020,Midwestern,North Dakota,All,24
2020,Midwestern,Ohio,Male,228
2020,Midwestern,Ohio,Female,13
2020,Midwestern,Ohio,All,241
2020,Midwestern,South Dakota,Male,20-29
2020,Midwestern,South Dakota,Female,<10
2020,Midwestern,South Dakota,All,27
2020,Midwestern,Wisconsin,Male,130-139
2020,Midwestern,Wisconsin,Female,<10
2020,Midwestern,Wisconsin,All,142
2020,Southern,Alabama,Male,120-129
2020,Southern,Alabama,Female,<10
2020,Southern,Alabama,All,130
2020,Southern,Arkansas,Male,80-89
2020,Southern,Arkansas,Female,<10
2020,Southern,Arkansas,All,92
2020,Southern,Delaware,Male,20-29
2020,Southern,Delaware,Female,<10
2020,Southern,Delaware,All,22
2020,Southern,District of Columbia,Male,<10
2020,Southern,District of Columbia,Female,<10
2020,Southern,District of Columbia,All,<10
2020,Southern,Florida,Male,483
2020,Southern,Florida,Female,22
2020,Southern,Florida,All,505
2020,Southern,Georgia,Male,180-189
2020,Southern,Georgia,Female,<10
2020,Southern,Georgia,All,191
2020,Southern,Kentucky,Male,110-119
2020,Southern,Kentucky,Female,<10
2020,Southern,Kentucky,All,120
2020,Southern,Louisiana,Male,80-89
2020,Southern,Louisiana,Female,<10
2020,Southern,Louisiana,All,88
2020,Southern,Maryland,Male,70-79
2020,Southern,Maryland,Female,<10
2020,Southern,Maryland,All,81
2020,Southern,Mississippi,Male,50-59
2020,Southern,Mississippi,Female,<10
2020,Southern,Mississippi,All,58
2020,Southern,North Carolina,Male,190
2020,Southern,North Carolina,Female,15
2020,Southern,North Carolina,All,205
2020,Southern,Oklahoma,Male,100-109
2020,Southern,Oklahoma,Female,<10
2020,Southern,Oklahoma,All,114
2020,Southern,South Carolina,Male,110-119
2020,Southern,South Carolina,Female,<10
2020,Southern,South Carolina,All,118
2020,Southern,Tennessee,Male,170-179
2020,Southern,Tennessee,Female,<10
2020,Southern,Tennessee,All,186
2020,Southern,Texas,Male,504
2020,Southern,Texas,Female,26
2020,Southern,Texas,All,530
2020,Southern,Virginia,Male,169
2020,Southern,Virginia,Female,17
2020,Southern,Virginia,All,186
2020,Southern,West Virginia,Male,60-69
2020,Southern,West Virginia,Female,<10
2020,Southern,West Virginia,All,67
2020,Western,Alaska,Male,30-39
2020,Western,Alaska,Female,<10
2020,Western,Alaska,All,32
2020,Western,Arizona,Male,190-199
2020,Western,Arizona,Female,<10
2020,Western,Arizona,All,206
2020,Western,California,Male,448
2020,Western,California,Female,15
2020,Western,California,All,463
2020,Western,Colorado,Male,150-159
2020,Western,Colorado,Female,<10
2020,Western,Colorado,All,160
2020,Western,Hawaii,Male,20-29
2020,Western,Hawaii,Female,<10
2020,Western,Hawaii,All,24
2020,Western,Idaho,Male,50-59
2020,Western,Idaho,Female,<10
2020,Western,Idaho,All,58
2020,Western,Montana,Male,50-59
2020,Western,Montana,Female,<10
2020,Western,Montana,All,54
2020,Western,Nevada,Male,100-109
2020,Western,Nevada,Female,<10
2020,Western,Nevada,All,107
2020,Western,New Mexico,Male,50-59
2020,Western,New Mexico,Female,<10
2020,Western,New Mexico,All,63
2020,Western,Oregon,Male,130-139
2020,Western,Oregon,Female,<10
2020,Western,Oregon,All,137
2020,Western,Utah,Male,60-69
2020,Western,Utah,Female,<10
2020,Western,Utah,All,69
2020,Western,Washington,Male,170-179
2020,Western,Washington,Female,<10
2020,Western,Washington,All,185
2020,Western,Wyoming,Male,30-39
2020,Western,Wyoming,Female,<10
2020,Western,Wyoming,All,38
2020,All,U.S. Total,Male,6063
2020,All,U.S. Total,Female,284
2020,All,U.S. Total,All,6347
2021,Northeastern,Connecticut,Male,30-39
2021,Northeastern,Connecticut,Female,<10
2021,Northeastern,Connecticut,All,35
2021,Northeastern,Maine,Male,30-39
2021,Northeastern,Maine,Female,<10
2021,Northeastern,Maine,All,40
2021,Northeastern,Massachusetts,Male,50-59
2021,Northeastern,Massachusetts,Female,<10
2021,Northeastern,Massachusetts,All,60
2021,Northeastern,New Hampshire,Male,20-29
2021,Northeastern,New Hampshire,Female,<10
2021,Northeastern,New Hampshire,All,29
2021,Northeastern,New Jersey,Male,50-59
2021,Northeastern,New Jersey,Female,<10
2021,Northeastern,New Jersey,All,53
2021,Northeastern,New York,Male,130-139
2021,Northeastern,New York,Female,<10
2021,Northeastern,New York,All,141
2021,Northeastern,Pennsylvania,Male,236
2021,Northeastern,Pennsylvania,Female,11
2021,Northeastern,Pennsylvania,All,248
2021,Northeastern,Rhode Island,Male,0-9
2021,Northeastern,Rhode Island,Female,<10
2021,Northeastern,Rhode Island,All,11
2021,Northeastern,Vermont,Male,10-19
2021,Northeastern,Vermont,Female,<10
2021,Northeastern,Vermont,All,18
2021,Midwestern,Illinois,Male,140-149
2021,Midwestern,Illinois,Female,<10
2021,Midwestern,Illinois,All,155
2021,Midwestern,Indiana,Male,127
2021,Midwestern,Indiana,Female,12
2021,Midwestern,Indiana,All,139
2021,Midwestern,Iowa,Male,60-69
2021,Midwestern,Iowa,Female,<10
2021,Midwestern,Iowa,All,68
2021,Midwestern,Kansas,Male,60-69
2021,Midwestern,Kansas,Female,<10
2021,Midwestern,Kansas,All,66
2021,Midwestern,Michigan,Male,161
2021,Midwestern,Michigan,Female,13
2021,Midwestern,Michigan,All,174
2021,Midwestern,Minnesota,Male,80-89
2021,Midwestern,Minnesota,Female,<10
2021,Midwestern,Minnesota,All,94
2021,Midwestern,Missouri,Male,170-179
2021,Midwestern,Missouri,Female,<10
2021,Midwestern,Missouri,All,187
2021,Midwestern,Nebraska,Male,40-49
2021,Midwestern,Nebraska,Female,<10
2021,Midwestern,Nebraska,All,43
2021,Midwestern,North Dakota,Male,10-19
2021,Midwestern,North Dakota,Female,<10
2021,Midwestern,North Dakota,All,14
2021,Midwestern,Ohio,Male,231
2021,Midwestern,Ohio,Female,10
2021,Midwestern,Ohio,All,241
2021,Midwestern,South Dakota,Male,30-39
2021,Midwestern,South Dakota,Female,<10
2021,Midwestern,South Dakota,All,32
2021,Midwestern,Wisconsin,Male,98
2021,Midwestern,Wisconsin,Female,12
2021,Midwestern,Wisconsin,All,110
2021,Southern,Alabama,Male,110-119
2021,Southern,Alabama,Female,<10
2021,Southern,Alabama,All,125
2021,Southern,Arkansas,Male,70-79
2021,Southern,Arkansas,Female,<10
2021,Southern,Arkansas,All,82
2021,Southern,Delaware,Male,20-29
2021,Southern,Delaware,Female,<10
2021,Southern,Delaware,All,24
2021,Southern,District of Columbia,Male,<10
2021,Southern,District of Columbia,Female,<10
2021,Southern,District of Columbia,All,<10
2021,Southern,Florida,Male,512
2021,Southern,Florida,Female,35
2021,Southern,Florida,All,547
2021,Southern,Georgia,Male,212
2021,Southern,Georgia,Female,15
2021,Southern,Georgia,All,228
2021,Southern,Kentucky,Male,90-99
2021,Southern,Kentucky,Female,<10
2021,Southern,Kentucky,All,100
2021,Southern,Louisiana,Male,70-79
2021,Southern,Louisiana,Female,<10
2021,Southern,Louisiana,All,79
2021,Southern,Maryland,Male,80-89
2021,Southern,Maryland,Female,<10
2021,Southern,Maryland,All,89
2021,Southern,Mississippi,Male,50-59
2021,Southern,Mississippi,Female,<10
2021,Southern,Mississippi,All,63
2021,Southern,North Carolina,Male,188
2021,Southern,North Carolina,Female,15
2021,Southern,North Carolina,All,204
2021,Southern,Oklahoma,Male,120-129
2021,Southern,Oklahoma,Female,<10
2021,Southern,Oklahoma,All,131
2021,Southern,South Carolina,Male,112
2021,Southern,South Carolina,Female,10
2021,Southern,South Carolina,All,122
2021,Southern,Tennessee,Male,166
2021,Southern,Tennessee,Female,13
2021,Southern,Tennessee,All,179
2021,Southern,Texas,Male,557
2021,Southern,Texas,Female,27
2021,Southern,Texas,All,584
2021,Southern,Virginia,Male,183
2021,Southern,Virginia,Female,11
2021,Southern,Virginia,All,194
2021,Southern,West Virginia,Male,50-59
2021,Southern,West Virginia,Female,<10
2021,Southern,West Virginia,All,55
2021,Western,Alaska,Male,20-29
2021,Western,Alaska,Female,<10
2021,Western,Alaska,All,26
2021,Western,Arizona,Male,230-239
2021,Western,Arizona,Female,<10
2021,Western,Arizona,All,242
2021,Western,California,Male,443
2021,Western,California,Female,21
2021,Western,California,All,464
2021,Western,Colorado,Male,198
2021,Western,Colorado,Female,13
2021,Western,Colorado,All,211
2021,Western,Hawaii,Male,10-19
2021,Western,Hawaii,Female,<10
2021,Western,Hawaii,All,20
2021,Western,Idaho,Male,50-59
2021,Western,Idaho,Female,<10
2021,Western,Idaho,All,54
2021,Western,Montana,Male,40-49
2021,Western,Montana,Female,<10
2021,Western,Montana,All,44
2021,Western,Nevada,Male,100-109
2021,Western,Nevada,Female,<10
2021,Western,Nevada,All,111
2021,Western,New Mexico,Male,60-69
2021,Western,New Mexico,Female,<10
2021,Western,New Mexico,All,69
2021,Western,Oregon,Male,130-139
2021,Western,Oregon,Female,<10
2021,Western,Oregon,All,139
2021,Western,Utah,Male,50-59
2021,Western,Utah,Female,<10
2021,Western,Utah,All,63
2021,Western,Washington,Male,170-179
2021,Western,Washington,Female,<10
2021,Western,Washington,All,186
2021,Western,Wyoming,Male,20-29
2021,Western,Wyoming,Female,<10
2021,Western,Wyoming,All,32
2021,All,U.S. Total,Male,6071
2021,All,U.S. Total,Female,353
2021,All,U.S. Total,All,6429
2022,Northeastern,Connecticut,Male,30-39
2022,Northeastern,Connecticut,Female,<10
2022,Northeastern,Connecticut,All,39
2022,Northeastern,Maine,Male,40-49
2022,Northeastern,Maine,Female,<10
2022,Northeastern,Maine,All,44
2022,Northeastern,Massachusetts,Male,50-59
2022,Northeastern,Massachusetts,Female,<10
2022,Northeastern,Massachusetts,All,56
2022,Northeastern,New Hampshire,Male,30-39
2022,Northeastern,New Hampshire,Female,<10
2022,Northeastern,New Hampshire,All,32
2022,Northeastern,New Jersey,Male,50-59
2022,Northeastern,New Jersey,Female,<10
2022,Northeastern,New Jersey,All,57
2022,Northeastern,New York,Male,130-139
2022,Northeastern,New York,Female,<10
2022,Northeastern,New York,All,140
2022,Northeastern,Pennsylvania,Male,220-229
2022,Northeastern,Pennsylvania,Female,<10
2022,Northeastern,Pennsylvania,All,232
2022,Northeastern,Rhode Island,Male,10-19
2022,Northeastern,Rhode Island,Female,<10
2022,Northeastern,Rhode Island,All,14
2022,Northeastern,Vermont,Male,10-19
2022,Northeastern,Vermont,Female,<10
2022,Northeastern,Vermont,All,17
2022,Midwestern,Illinois,Male,150-159
2022,Midwestern,Illinois,Female,<10
2022,Midwestern,Illinois,All,164
2022,Midwestern,Indiana,Male,160-169
2022,Midwestern,Indiana,Female,<10
2022,Midwestern,Indiana,All,173
2022,Midwestern,Iowa,Male,60-69
2022,Midwestern,Iowa,Female,<10
2022,Midwestern,Iowa,All,71
2022,Midwestern,Kansas,Male,70-79
2022,Midwestern,Kansas,Female,<10
2022,Midwestern,Kansas,All,81
2022,Midwestern,Michigan,Male,160-169
2022,Midwestern,Michigan,Female,<10
2022,Midwestern,Michigan,All,170
2022,Midwestern,Minnesota,Male,80-89
2022,Midwestern,Minnesota,Female,<10
2022,Midwestern,Minnesota,All,94
2022,Midwestern,Missouri,Male,170-179
2022,Midwestern,Missouri,Female,<10
2022,Midwestern,Missouri,All,173
2022,Midwestern,Nebraska,Male,30-39
2022,Midwestern,Nebraska,Female,<10
2022,Midwestern,Nebraska,All,40
2022,Midwestern,North Dakota,Male,10-19
2022,Midwestern,North Dakota,Female,<10
2022,Midwestern,North Dakota,All,20
2022,Midwestern,Ohio,Male,223
2022,Midwestern,Ohio,Female,10
2022,Midwestern,Ohio,All,233
2022,Midwestern,South Dakota,Male,10-19
2022,Midwestern,South Dakota,Female,<10
2022,Midwestern,South Dakota,All,18
2022,Midwestern,Wisconsin,Male,120-129
2022,Midwestern,Wisconsin,Female,<10
2022,Midwestern,Wisconsin,All,136
2022,Southern,Alabama,Male,110-119
2022,Southern,Alabama,Female,<10
2022,Southern,Alabama,All,118
2022,Southern,Arkansas,Male,60-69
2022,Southern,Arkansas,Female,<10
2022,Southern,Arkansas,All,63
2022,Southern,Delaware,Male,10-19
2022,Southern,Delaware,Female,<10
2022,Southern,Delaware,All,20
2022,Southern,District of Columbia,Male,<10
2022,Southern,District of Columbia,Female,<10
2022,Southern,District of Columbia,All,<10
2022,Southern,Florida,Male,526
2022,Southern,Florida,Female,19
2022,Southern,Florida,All,545
2022,Southern,Georgia,Male,195
2022,Southern,Georgia,Female,14
2022,Southern,Georgia,All,209
2022,Southern,Kentucky,Male,90-99
2022,Southern,Kentucky,Female,<10
2022,Southern,Kentucky,All,101
2022,Southern,Louisiana,Male,90-99
2022,Southern,Louisiana,Female,<10
2022,Southern,Louisiana,All,104
2022,Southern,Maryland,Male,50-59
2022,Southern,Maryland,Female,<10
2022,Southern,Maryland,All,55
2022,Southern,Mississippi,Male,40-49
2022,Southern,Mississippi,Female,<10
2022,Southern,Mississippi,All,56
2022,Southern,North Carolina,Male,198
2022,Southern,North Carolina,Female,13
2022,Southern,North Carolina,All,211
2022,Southern,Oklahoma,Male,120-129
2022,Southern,Oklahoma,Female,<10
2022,Southern,Oklahoma,All,126
2022,Southern,South Carolina,Male,120-129
2022,Southern,South Carolina,Female,<10
2022,Southern,South Carolina,All,134
2022,Southern,Tennessee,Male,170-179
2022,Southern,Tennessee,Female,<10
2022,Southern,Tennessee,All,184
2022,Southern,Texas,Male,548
2022,Southern,Texas,Female,33
2022,Southern,Texas,All,581
2022,Southern,Virginia,Male,173
2022,Southern,Virginia,Female,12
2022,Southern,Virginia,All,185
2022,Southern,West Virginia,Male,50-59
2022,Southern,West Virginia,Female,<10
2022,Southern,West Virginia,All,60
2022,Western,Alaska,Male,20-29
2022,Western,Alaska,Female,<10
2022,Western,Alaska,All,27
2022,Western,Arizona,Male,240-249
2022,Western,Arizona,Female,<10
2022,Western,Arizona,All,255
2022,Western,California,Male,432
2022,Western,California,Female,21
2022,Western,California,All,453
2022,Western,Colorado,Male,170-179
2022,Western,Colorado,Female,<10
2022,Western,Colorado,All,178
2022,Western,Hawaii,Male,10-19
2022,Western,Hawaii,Female,<10
2022,Western,Hawaii,All,20
2022,Western,Idaho,Male,60-69
2022,Western,Idaho,Female,<10
2022,Western,Idaho,All,63
2022,Western,Montana,Male,70-79
2022,Western,Montana,Female,<10
2022,Western,Montana,All,74
2022,Western,Nevada,Male,100-109
2022,Western,Nevada,Female,<10
2022,Western,Nevada,All,114
2022,Western,New Mexico,Male,60-69
2022,Western,New Mexico,Female,<10
2022,Western,New Mexico,All,68
2022,Western,Oregon,Male,130-139
2022,Western,Oregon,Female,<10
2022,Western,Oregon,All,140
2022,Western,Utah,Male,60-69
2022,Western,Utah,Female,<10
2022,Western,Utah,All,68
2022,Western,Washington,Male,180-189
2022,Western,Washington,Female,<10
2022,Western,Washington,All,195
2022,Western,Wyoming,Male,20-29
2022,Western,Wyoming,Female,<10
2022,Western,Wyoming,All,22
2022,All,U.S. Total,Male,6164
2022,All,U.S. Total,Female,278
2022,All,U.S. Total,All,6442
2023,Northeastern,Connecticut,Male,30-39
2023,Northeastern,Connecticut,Female,<10
2023,Northeastern,Connecticut,All,41
2023,Northeastern,Maine,Male,30-39
2023,Northeastern,Maine,Female,<10
2023,Northeastern,Maine,All,41
2023,Northeastern,Massachusetts,Male,50-59
2023,Northeastern,Massachusetts,Female,<10
2023,Northeastern,Massachusetts,All,62
2023,Northeastern,New Hampshire,Male,20-29
2023,Northeastern,New Hampshire,Female,<10
2023,Northeastern,New Hampshire,All,32
2023,Northeastern,New Jersey,Male,30-39
2023,Northeastern,New Jersey,Female,<10
2023,Northeastern,New Jersey,All,42
2023,Northeastern,New York,Male,150-159
2023,Northeastern,New York,Female,<10
2023,Northeastern,New York,All,167
2023,Northeastern,Pennsylvania,Male,260-269
2023,Northeastern,Pennsylvania,Female,<10
2023,Northeastern,Pennsylvania,All,268
2023,Northeastern,Rhode Island,Male,10-19
2023,Northeastern,Rhode Island,Female,<10
2023,Northeastern,Rhode Island,All,13
2023,Northeastern,Vermont,Male,<10
2023,Northeastern,Vermont,Female,<10
2023,Northeastern,Vermont,All,<10
2023,Midwestern,Illinois,Male,150-159
2023,Midwestern,Illinois,Female,<10
2023,Midwestern,Illinois,All,160
2023,Midwestern,Indiana,Male,140-149
2023,Midwestern,Indiana,Female,<10
2023,Midwestern,Indiana,All,149
2023,Midwestern,Iowa,Male,60-69
2023,Midwestern,Iowa,Female,<10
2023,Midwestern,Iowa,All,67
2023,Midwestern,Kansas,Male,70-79
2023,Midwestern,Kansas,Female,<10
2023,Midwestern,Kansas,All,79
2023,Midwestern,Michigan,Male,170-179
2023,Midwestern,Michigan,Female,<10
2023,Midwestern,Michigan,All,180
2023,Midwestern,Minnesota,Male,70-79
2023,Midwestern,Minnesota,Female,<10
2023,Midwestern,Minnesota,All,80
2023,Midwestern,Missouri,Male,130-139
2023,Midwestern,Missouri,Female,<10
2023,Midwestern,Missouri,All,147
2023,Midwestern,Nebraska,Male,30-39
2023,Midwestern,Nebraska,Female,<10
2023,Midwestern,Nebraska,All,38
2023,Midwestern,North Dakota,Male,10-19
2023,Midwestern,North Dakota,Female,<10
2023,Midwestern,North Dakota,All,20
2023,Midwestern,Ohio,Male,242
2023,Midwestern,Ohio,Female,11
2023,Midwestern,Ohio,All,254
2023,Midwestern,South Dakota,Male,20-29
2023,Midwestern,South Dakota,Female,<10
2023,Midwestern,South Dakota,All,25
2023,Midwestern,Wisconsin,Male,120-129
2023,Midwestern,Wisconsin,Female,<10
2023,Midwestern,Wisconsin,All,130
2023,Southern,Alabama,Male,110-119
2023,Southern,Alabama,Female,<10
2023,Southern,Alabama,All,122
2023,Southern,Arkansas,Male,90-99
2023,Southern,Arkansas,Female,<10
2023,Southern,Arkansas,All,105
2023,Southern,Delaware,Male,10-19
2023,Southern,Delaware,Female,<10
2023,Southern,Delaware,All,19
2023,Southern,District of Columbia,Male,<10
2023,Southern,District of Columbia,Female,<10
2023,Southern,District of Columbia,All,<10
2023,Southern,Florida,Male,510
2023,Southern,Florida,Female,39
2023,Southern,Florida,All,550
2023,Southern,Georgia,Male,185
2023,Southern,Georgia,Female,15
2023,Southern,Georgia,All,200
2023,Southern,Kentucky,Male,90-99
2023,Southern,Kentucky,Female,<10
2023,Southern,Kentucky,All,103
2023,Southern,Louisiana,Male,70-79
2023,Southern,Louisiana,Female,<10
2023,Southern,Louisiana,All,83
2023,Southern,Maryland,Male,50-59
2023,Southern,Maryland,Female,<10
2023,Southern,Maryland,All,64
2023,Southern,Mississippi,Male,50-59
2023,Southern,Mississippi,Female,<10
2023,Southern,Mississippi,All,63
2023,Southern,North Carolina,Male,215
2023,Southern,North Carolina,Female,13
2023,Southern,North Carolina,All,228
2023,Southern,Oklahoma,Male,150-159
2023,Southern,Oklahoma,Female,<10
2023,Southern,Oklahoma,All,161
2023,Southern,South Carolina,Male,120-129
2023,Southern,South Carolina,Female,<10
2023,Southern,South Carolina,All,131
2023,Southern,Tennessee,Male,200-209
2023,Southern,Tennessee,Female,<10
2023,Southern,Tennessee,All,210
2023,Southern,Texas,Male,548
2023,Southern,Texas,Female,31
2023,Southern,Texas,All,581
2023,Southern,Virginia,Male,160-169
2023,Southern,Virginia,Female,<10
2023,Southern,Virginia,All,172
2023,Southern,West Virginia,Male,60-69
2023,Southern,West Virginia,Female,<10
2023,Southern,West Virginia,All,69
2023,Western,Alaska,Male,20-29
2023,Western,Alaska,Female,<10
2023,Western,Alaska,All,25
2023,Western,Arizona,Male,210-219
2023,Western,Arizona,Female,<10
2023,Western,Arizona,All,223
2023,Western,California,Male,373
2023,Western,California,Female,15
2023,Western,California,All,389
2023,Western,Colorado,Male,166
2023,Western,Colorado,Female,12
2023,Western,Colorado,All,178
2023,Western,Hawaii,Male,20-29
2023,Western,Hawaii,Female,<10
2023,Western,Hawaii,All,26
2023,Western,Idaho,Male,60-69
2023,Western,Idaho,Female,<10
2023,Western,Idaho,All,63
2023,Western,Montana,Male,40-49
2023,Western,Montana,Female,<10
2023,Western,Montana,All,48
2023,Western,Nevada,Male,120-129
2023,Western,Nevada,Female,<10
2023,Western,Nevada,All,128
2023,Western,New Mexico,Male,50-59
2023,Western,New Mexico,Female,<10
2023,Western,New Mexico,All,52
2023,Western,Oregon,Male,102
2023,Western,Oregon,Female,10
2023,Western,Oregon,All,114
2023,Western,Utah,Male,70-79
2023,Western,Utah,Female,<10
2023,Western,Utah,All,78
2023,Western,Washington,Male,170-179
2023,Western,Washington,Female,<10
2023,Western,Washington,All,186
2023,Western,Wyoming,Male,20-29
2023,Western,Wyoming,Female,<10
2023,Western,Wyoming,All,21
2023,All,U.S. Total,Male,6091
2023,All,U.S. Total,Female,286
2023,All,U.S. Total,All,6398
