county_fips,NAME,total_pop,children_under_5,children_under_10,pct_children_under5
51840,"Winchester city, Virginia",28103,1654,3224,5.89
53001,"Adams County, Washington",20557,1821,3731,8.86
53003,"Asotin County, Washington",22370,1238,2276,5.53
53005,"Benton County, Washington",207560,13661,30189,6.58
53007,"Chelan County, Washington",79076,4510,9696,5.7
53009,"Clallam County, Washington",77333,3188,7037,4.12
53011,"Clark County, Washington",504091,28943,61684,5.74
53013,"Columbia County, Washington",3980,170,433,4.27
53015,"Cowlitz County, Washington",110621,6537,13207,5.91
53017,"Douglas County, Washington",43189,2723,5689,6.3
53019,"Ferry County, Washington",7260,331,731,4.56
53021,"Franklin County, Washington",96692,8149,15730,8.43
53023,"Garfield County, Washington",2310,109,225,4.72
53025,"Grant County, Washington",99145,7280,15467,7.34
53027,"Grays Harbor County, Washington",75672,3644,7724,4.82
53029,"Island County, Washington",86510,4460,8323,5.16
53031,"Jefferson County, Washington",33006,869,2086,2.63
53033,"King County, Washington",2254371,121714,245584,5.4
53035,"Kitsap County, Washington",275411,14817,30402,5.38
53037,"Kittitas County, Washington",44424,1901,4130,4.28
53039,"Klickitat County, Washington",22798,1053,2049,4.62
53041,"Lewis County, Washington",82663,4721,9526,5.71
53043,"Lincoln County, Washington",11036,581,1153,5.26
53045,"Mason County, Washington",66053,3307,7179,5.01
53047,"Okanogan County, Washington",42336,2414,5407,5.7
53049,"Pacific County, Washington",23396,809,1790,3.46
53051,"Pend Oreille County, Washington",13570,595,1340,4.38
53053,"Pierce County, Washington",918993,57453,117874,6.25
53055,"San Juan County, Washington",18001,503,1083,2.79
53057,"Skagit County, Washington",129480,7153,14988,5.52
53059,"Skamania County, Washington",12118,505,1112,4.17
53061,"Snohomish County, Washington",828337,50413,101203,6.09
53063,"Spokane County, Washington",538711,30613,63403,5.68
53065,"Stevens County, Washington",46774,2330,5152,4.98
53067,"Thurston County, Washington",294272,16200,33787,5.51
53069,"Wahkiakum County, Washington",4476,149,417,3.33
53071,"Walla Walla County, Washington",62150,3091,6330,4.97
53073,"Whatcom County, Washington",226523,10975,23477,4.84
53075,"Whitman County, Washington",47141,1949,4231,4.13
53077,"Yakima County, Washington",256143,19293,40209,7.53
54001,"Barbour County, West Virginia",15527,739,1652,4.76
54003,"Berkeley County, West Virginia",123283,7515,14927,6.1
54005,"Boone County, West Virginia",21705,1071,2169,4.93
54007,"Braxton County, West Virginia",12505,537,1163,4.29
54009,"Brooke County, West Virginia",22349,960,1926,4.3
54011,"Cabell County, West Virginia",93965,4936,9899,5.25
54013,"Calhoun County, West Virginia",6279,262,757,4.17
54015,"Clay County, West Virginia",8049,404,940,5.02
54017,"Doddridge County, West Virginia",7847,291,616,3.71
54019,"Fayette County, West Virginia",40545,1982,4385,4.89
54021,"Gilmer County, West Virginia",7444,293,653,3.94
54023,"Grant County, West Virginia",11034,598,1209,5.42
54025,"Greenbrier County, West Virginia",32995,1752,3454,5.31
54027,"Hampshire County, West Virginia",23275,1144,2182,4.92
54029,"Hancock County, West Virginia",28907,1248,2813,4.32
54031,"Hardy County, West Virginia",14249,806,1707,5.66
54033,"Harrison County, West Virginia",65862,3470,7226,5.27
54035,"Jackson County, West Virginia",27868,1485,3225,5.33
54037,"Jefferson County, West Virginia",58043,2987,6517,5.15
54039,"Kanawha County, West Virginia",179895,9020,19332,5.01
54041,"Lewis County, West Virginia",16920,904,1916,5.34
54043,"Lincoln County, West Virginia",20410,1098,2307,5.38
54045,"Logan County, West Virginia",32350,1631,3104,5.04
54047,"McDowell County, West Virginia",18911,898,2156,4.75
54049,"Marion County, West Virginia",56194,2974,5946,5.29
54051,"Marshall County, West Virginia",30509,1389,2945,4.55
54053,"Mason County, West Virginia",25488,1356,2712,5.32
54055,"Mercer County, West Virginia",59530,3166,7174,5.32
54057,"Mineral County, West Virginia",26957,1244,2500,4.61
54059,"Mingo County, West Virginia",23466,1348,2456,5.74
54061,"Monongalia County, West Virginia",105988,4792,9379,4.52
54063,"Monroe County, West Virginia",12438,591,1365,4.75
54065,"Morgan County, West Virginia",17237,665,1334,3.86
54067,"Nicholas County, West Virginia",24624,1138,2639,4.62
54069,"Ohio County, West Virginia",42224,2160,4450,5.12
54071,"Pendleton County, West Virginia",6156,285,619,4.63
54073,"Pleasants County, West Virginia",7622,364,623,4.78
54075,"Pocahontas County, West Virginia",7940,347,681,4.37
54077,"Preston County, West Virginia",34206,1577,3502,4.61
54079,"Putnam County, West Virginia",57347,2708,6371,4.72
54081,"Raleigh County, West Virginia",74303,3765,8074,5.07
54083,"Randolph County, West Virginia",28005,1401,2756,5.0
54085,"Ritchie County, West Virginia",8507,400,744,4.7
54087,"Roane County, West Virginia",14027,665,1583,4.74
54089,"Summers County, West Virginia",11985,458,1008,3.82
54091,"Taylor County, West Virginia",16602,804,1663,4.84
54093,"Tucker County, West Virginia",6747,260,478,3.85
54095,"Tyler County, West Virginia",8336,393,825,4.71
54097,"Upshur County, West Virginia",23875,1195,2563,5.01
54099,"Wayne County, West Virginia",38933,1919,4059,4.93
54101,"Webster County, West Virginia",8362,377,737,4.51
54103,"Wetzel County, West Virginia",14431,845,1734,5.86
54105,"Wirt County, West Virginia",5202,250,498,4.81
54107,"Wood County, West Virginia",84272,4489,9051,5.33
54109,"Wyoming County, West Virginia",21237,1024,2239,4.82
55001,"Adams County, Wisconsin",20730,638,1435,3.08
55003,"Ashland County, Wisconsin",16041,869,1824,5.42
55005,"Barron County, Wisconsin",46683,2422,5542,5.19
55007,"Bayfield County, Wisconsin",16214,680,1447,4.19
55009,"Brown County, Wisconsin",268393,15961,33100,5.95
55011,"Buffalo County, Wisconsin",13329,648,1366,4.86
55013,"Burnett County, Wisconsin",16561,620,1391,3.74
55015,"Calumet County, Wisconsin",52361,2617,5891,5.0
55017,"Chippewa County, Wisconsin",66254,3511,7791,5.3
55019,"Clark County, Wisconsin",34703,2786,5731,8.03
55021,"Columbia County, Wisconsin",58272,2969,5993,5.1
55023,"Crawford County, Wisconsin",16123,795,1622,4.93
55025,"Dane County, Wisconsin",559891,29332,58838,5.24
55027,"Dodge County, Wisconsin",89032,3983,8279,4.47
55029,"Door County, Wisconsin",30038,1200,2511,3.99
55031,"Douglas County, Wisconsin",44092,2014,4205,4.57
55033,"Dunn County, Wisconsin",45221,2199,4594,4.86
55035,"Eau Claire County, Wisconsin",105697,5434,11051,5.14
55037,"Florence County, Wisconsin",4574,175,373,3.83
55039,"Fond du Lac County, Wisconsin",104027,5262,11181,5.06
55041,"Forest County, Wisconsin",9239,510,1023,5.52
55043,"Grant County, Wisconsin",51842,2926,5786,5.64
55045,"Green County, Wisconsin",37066,1922,4003,5.19
55047,"Green Lake County, Wisconsin",19093,1049,2115,5.49
55049,"Iowa County, Wisconsin",23766,1277,2638,5.37
55051,"Iron County, Wisconsin",6136,205,455,3.34
55053,"Jackson County, Wisconsin",20958,1192,2445,5.69
55055,"Jefferson County, Wisconsin",85932,4135,9183,4.81
55057,"Juneau County, Wisconsin",26695,1277,2556,4.78
55059,"Kenosha County, Wisconsin",168693,9175,19018,5.44
55061,"Kewaunee County, Wisconsin",20570,1042,2321,5.07
55063,"La Crosse County, Wisconsin",120216,5820,12483,4.84
55065,"Lafayette County, Wisconsin",16716,1065,2223,6.37
55067,"Langlade County, Wisconsin",19512,1061,1884,5.44
55069,"Lincoln County, Wisconsin",28402,1313,2607,4.62
55071,"Manitowoc County, Wisconsin",81242,4057,8625,4.99
55073,"Marathon County, Wisconsin",137820,7801,16522,5.66
55075,"Marinette County, Wisconsin",41827,1908,4231,4.56
55077,"Marquette County, Wisconsin",15619,700,1459,4.48
55078,"Menominee County, Wisconsin",4279,354,689,8.27
55079,"Milwaukee County, Wisconsin",933063,61710,121365,6.61
55081,"Monroe County, Wisconsin",46208,2903,6249,6.28
55083,"Oconto County, Wisconsin",39048,1821,3888,4.66
55085,"Oneida County, Wisconsin",37799,1627,3192,4.3
55087,"Outagamie County, Wisconsin",190611,11241,24464,5.9
55089,"Ozaukee County, Wisconsin",91745,4637,10305,5.05
55091,"Pepin County, Wisconsin",7363,403,850,5.47
55093,"Pierce County, Wisconsin",42187,2026,4350,4.8
55095,"Polk County, Wisconsin",45128,2089,4525,4.63
55097,"Portage County, Wisconsin",70281,3204,7175,4.56
55099,"Price County, Wisconsin",14066,580,1232,4.12
55101,"Racine County, Wisconsin",197068,11332,24046,5.75
55103,"Richland County, Wisconsin",17256,826,1853,4.79
55105,"Rock County, Wisconsin",163817,9510,19558,5.81
55107,"Rusk County, Wisconsin",14179,765,1512,5.4
55109,"St. Croix County, Wisconsin",93752,5335,11592,5.69
55111,"Sauk County, Wisconsin",65664,3750,7989,5.71
55113,"Sawyer County, Wisconsin",18057,784,1691,4.34
55115,"Shawano County, Wisconsin",40848,2157,4331,5.28
55117,"Sheboygan County, Wisconsin",117741,6245,13156,5.3
55119,"Taylor County, Wisconsin",19979,1091,2367,5.46
55121,"Trempealeau County, Wisconsin",30679,2144,4151,6.99
55123,"Vernon County, Wisconsin",30811,2109,4243,6.84
55125,"Vilas County, Wisconsin",23146,907,1976,3.92
55127,"Walworth County, Wisconsin",105127,4800,10456,4.57
55129,"Washburn County, Wisconsin",16685,666,1497,3.99
55131,"Washington County, Wisconsin",136842,6704,14285,4.9
55133,"Waukesha County, Wisconsin",407290,20551,43765,5.05
55135,"Waupaca County, Wisconsin",51822,2615,5305,5.05
55137,"Waushara County, Wisconsin",24672,1103,2338,4.47
55139,"Winnebago County, Wisconsin",171197,8985,18900,5.25
55141,"Wood County, Wisconsin",74138,4070,8326,5.49
56001,"Albany County, Wyoming",37525,1628,3317,4.34
56003,"Big Horn County, Wyoming",11690,650,1468,5.56
56005,"Campbell County, Wyoming",46857,3254,6908,6.94
56007,"Carbon County, Wyoming",14609,776,1930,5.31
56009,"Converse County, Wyoming",13729,911,1826,6.64
56011,"Crook County, Wyoming",7258,502,1061,6.92
56013,"Fremont County, Wyoming",39402,2433,5254,6.17
56015,"Goshen County, Wyoming",12592,760,1268,6.04
56017,"Hot Springs County, Wyoming",4616,267,512,5.78
56019,"Johnson County, Wyoming",8536,374,882,4.38
56021,"Laramie County, Wyoming",100316,5912,12245,5.89
56023,"Lincoln County, Wyoming",19794,1222,2674,6.17
56025,"Natrona County, Wyoming",79506,4892,10250,6.15
56027,"Niobrara County, Wyoming",2460,85,226,3.46
56029,"Park County, Wyoming",29878,1453,2668,4.86
56031,"Platte County, Wyoming",8618,381,754,4.42
56033,"Sheridan County, Wyoming",31176,1449,3270,4.65
56035,"Sublette County, Wyoming",8801,450,1048,5.11
56037,"Sweetwater County, Wyoming",42079,2483,5546,5.9
56039,"Teton County, Wyoming",23346,962,1975,4.12
56041,"Uinta County, Wyoming",20546,1339,3240,6.52
56043,"Washakie County, Wyoming",7725,335,743,4.34
56045,"Weston County, Wyoming",6870,271,713,3.94
72001,"Adjuntas Municipio, Puerto Rico",17972,593,1400,3.3
72003,"Aguada Municipio, Puerto Rico",37998,1194,2658,3.14
72005,"Aguadilla Municipio, Puerto Rico",54752,1845,4181,3.37
72007,"Aguas Buenas Municipio, Puerto Rico",24136,774,1672,3.21
72009,"Aibonito Municipio, Puerto Rico",24555,844,1924,3.44
72011,"Añasco Municipio, Puerto Rico",25497,762,2029,2.99
72013,"Arecibo Municipio, Puerto Rico",87217,3013,6896,3.45
72015,"Arroyo Municipio, Puerto Rico",15797,593,1372,3.75
72017,"Barceloneta Municipio, Puerto Rico",22604,823,1865,3.64
72019,"Barranquitas Municipio, Puerto Rico",28899,1221,2952,4.23
72021,"Bayamón Municipio, Puerto Rico",184326,6513,14894,3.53
72023,"Cabo Rojo Municipio, Puerto Rico",46983,1337,3204,2.85
72025,"Caguas Municipio, Puerto Rico",126772,4236,10112,3.34
72027,"Camuy Municipio, Puerto Rico",32733,1127,2662,3.44
72029,"Canóvanas Municipio, Puerto Rico",42218,1508,3646,3.57
72031,"Carolina Municipio, Puerto Rico",154126,5169,12398,3.35
72033,"Cataño Municipio, Puerto Rico",23060,821,2161,3.56
72035,"Cayey Municipio, Puerto Rico",41509,1406,3059,3.39
72037,"Ceiba Municipio, Puerto Rico",11256,320,874,2.84
72039,"Ciales Municipio, Puerto Rico",16924,624,1415,3.69
72041,"Cidra Municipio, Puerto Rico",39831,1448,3033,3.64
72043,"Coamo Municipio, Puerto Rico",34557,1200,2732,3.47
72045,"Comerío Municipio, Puerto Rico",18817,635,1443,3.37
72047,"Corozal Municipio, Puerto Rico",34459,1327,2938,3.85
72049,"Culebra Municipio, Puerto Rico",1186,30,79,2.53
72051,"Dorado Municipio, Puerto Rico",35786,1296,2902,3.62
72053,"Fajardo Municipio, Puerto Rico",31984,1182,2694,3.7
72054,"Florida Municipio, Puerto Rico",11641,432,1026,3.71
72055,"Guánica Municipio, Puerto Rico",13682,515,788,3.76
72057,"Guayama Municipio, Puerto Rico",36365,1235,2882,3.4
72059,"Guayanilla Municipio, Puerto Rico",17670,629,1403,3.56
72061,"Guaynabo Municipio, Puerto Rico",89554,2858,6450,3.19
72063,"Gurabo Municipio, Puerto Rico",40517,1308,3208,3.23
72065,"Hatillo Municipio, Puerto Rico",38330,1119,2859,2.92
72067,"Hormigueros Municipio, Puerto Rico",15571,399,1014,2.56
72069,"Humacao Municipio, Puerto Rico",50729,1720,3970,3.39
72071,"Isabela Municipio, Puerto Rico",42817,1369,3204,3.2
72073,"Jayuya Municipio, Puerto Rico",14726,612,1147,4.16
72075,"Juana Díaz Municipio, Puerto Rico",46333,1762,4384,3.8
72077,"Juncos Municipio, Puerto Rico",36928,1410,3253,3.82
72079,"Lajas Municipio, Puerto Rico",23202,749,1745,3.23
72081,"Lares Municipio, Puerto Rico",27990,969,2121,3.46
72083,"Las Marías Municipio, Puerto Rico",8826,317,782,3.59
72085,"Las Piedras Municipio, Puerto Rico",35099,1189,2829,3.39
72087,"Loíza Municipio, Puerto Rico",23580,787,2052,3.34
72089,"Luquillo Municipio, Puerto Rico",17716,581,1375,3.28
72091,"Manatí Municipio, Puerto Rico",39310,1456,3405,3.7
72093,"Maricao Municipio, Puerto Rico",5354,204,444,3.81
72095,"Maunabo Municipio, Puerto Rico",10563,325,805,3.08
72097,"Mayagüez Municipio, Puerto Rico",72721,2315,5537,3.18
72099,"Moca Municipio, Puerto Rico",37363,1349,3383,3.61
72101,"Morovis Municipio, Puerto Rico",28659,1083,2234,3.78
72103,"Naguabo Municipio, Puerto Rico",23340,881,2567,3.77
72105,"Naranjito Municipio, Puerto Rico",29153,501,2113,1.72
72107,"Orocovis Municipio, Puerto Rico",21378,900,2103,4.21
72109,"Patillas Municipio, Puerto Rico",15927,484,1257,3.04
72111,"Peñuelas Municipio, Puerto Rico",20298,864,2162,4.26
72113,"Ponce Municipio, Puerto Rico",136542,5158,11561,3.78
72115,"Quebradillas Municipio, Puerto Rico",23540,803,1669,3.41
72117,"Rincón Municipio, Puerto Rico",15164,432,1053,2.85
72119,"Río Grande Municipio, Puerto Rico",46838,1536,3505,3.28
72121,"Sabana Grande Municipio, Puerto Rico",22639,809,1809,3.57
72123,"Salinas Municipio, Puerto Rico",25688,916,2250,3.57
72125,"San Germán Municipio, Puerto Rico",31680,1066,2356,3.36
72127,"San Juan Municipio, Puerto Rico",340903,12265,27513,3.6
72129,"San Lorenzo Municipio, Puerto Rico",37552,1254,3413,3.34
72131,"San Sebastián Municipio, Puerto Rico",39183,1304,2929,3.33
72133,"Santa Isabel Municipio, Puerto Rico",20207,773,2027,3.83
72135,"Toa Alta Municipio, Puerto Rico",66699,2155,5476,3.23
72137,"Toa Baja Municipio, Puerto Rico",74854,2537,5934,3.39
72139,"Trujillo Alto Municipio, Puerto Rico",67497,2113,5211,3.13
72141,"Utuado Municipio, Puerto Rico",28155,946,2046,3.36
72143,"Vega Alta Municipio, Puerto Rico",35279,1258,2968,3.57
72145,"Vega Baja Municipio, Puerto Rico",54182,2042,4550,3.77
72147,"Vieques Municipio, Puerto Rico",8199,321,842,3.92
72149,"Villalba Municipio, Puerto Rico",21984,928,2187,4.22
72151,"Yabucoa Municipio, Puerto Rico",30313,980,2236,3.23
72153,"Yauco Municipio, Puerto Rico",33988,1118,2873,3.29
