county_fips,NAME,total_pop,children_under_5,children_under_10,pct_children_under5
13233,"Polk County, Georgia",43019,2814,5625,6.54
13235,"Pulaski County, Georgia",9887,714,1099,7.22
13237,"Putnam County, Georgia",22206,970,2040,4.37
13239,"Quitman County, Georgia",2180,73,161,3.35
13241,"Rabun County, Georgia",16915,732,1345,4.33
13243,"Randolph County, Georgia",6365,365,898,5.73
13245,"Richmond County, Georgia",206153,13503,26431,6.55
13247,"Rockdale County, Georgia",93641,5130,11118,5.48
13249,"Schley County, Georgia",4565,269,509,5.89
13251,"Screven County, Georgia",14026,763,1475,5.44
13253,"Seminole County, Georgia",9117,391,826,4.29
13255,"Spalding County, Georgia",67415,4193,8513,6.22
13257,"Stephens County, Georgia",26732,1654,3220,6.19
13259,"Stewart County, Georgia",5121,83,313,1.62
13261,"Sumter County, Georgia",29378,1724,4034,5.87
13263,"Talbot County, Georgia",5793,220,438,3.8
13265,"Taliaferro County, Georgia",1635,67,136,4.1
13267,"Tattnall County, Georgia",24309,1095,2566,4.5
13269,"Taylor County, Georgia",7799,393,764,5.04
13271,"Telfair County, Georgia",12619,517,1107,4.1
13273,"Terrell County, Georgia",9004,499,1177,5.54
13275,"Thomas County, Georgia",45665,2761,6014,6.05
13277,"Tift County, Georgia",41247,2755,5122,6.68
13279,"Toombs County, Georgia",26946,1869,3442,6.94
13281,"Towns County, Georgia",12546,409,980,3.26
13283,"Treutlen County, Georgia",6411,327,662,5.1
13285,"Troup County, Georgia",69527,4365,8531,6.28
13287,"Turner County, Georgia",8894,604,1137,6.79
13289,"Twiggs County, Georgia",7955,413,804,5.19
13291,"Union County, Georgia",24880,939,2103,3.77
13293,"Upson County, Georgia",27638,1419,2793,5.13
13295,"Walker County, Georgia",68065,3630,7717,5.33
13297,"Walton County, Georgia",97752,5664,11858,5.79
13299,"Ware County, Georgia",35917,2318,5019,6.45
13301,"Warren County, Georgia",5197,277,608,5.33
13303,"Washington County, Georgia",19975,1069,2201,5.35
13305,"Wayne County, Georgia",30277,1708,3809,5.64
13307,"Webster County, Georgia",2354,57,175,2.42
13309,"Wheeler County, Georgia",7550,222,422,2.94
13311,"White County, Georgia",28165,1389,2636,4.93
13313,"Whitfield County, Georgia",103033,6490,13610,6.3
13315,"Wilcox County, Georgia",8839,406,886,4.59
13317,"Wilkes County, Georgia",9610,521,1121,5.42
13319,"Wilkinson County, Georgia",8852,497,895,5.61
13321,"Worth County, Georgia",20706,1199,2624,5.79
15001,"Hawaii County, Hawaii",202163,11107,23003,5.49
15003,"Honolulu County, Hawaii",1010100,60230,119028,5.96
15005,"Kalawao County, Hawaii",50,0,0,0.0
15007,"Kauai County, Hawaii",73511,4091,8467,5.57
15009,"Maui County, Hawaii",164765,9124,19037,5.54
16001,"Ada County, Idaho",497494,26308,54943,5.29
16003,"Adams County, Idaho",4464,160,361,3.58
16005,"Bannock County, Idaho",87434,5582,11963,6.38
16007,"Bear Lake County, Idaho",6436,400,1011,6.22
16009,"Benewah County, Idaho",9731,530,1094,5.45
16011,"Bingham County, Idaho",48253,3428,7358,7.1
16013,"Blaine County, Idaho",24248,778,2181,3.21
16015,"Boise County, Idaho",7809,280,619,3.59
16017,"Bonner County, Idaho",47976,2210,5127,4.61
16019,"Bonneville County, Idaho",124490,9580,20591,7.7
16021,"Boundary County, Idaho",12335,808,1557,6.55
16023,"Butte County, Idaho",2605,111,384,4.26
16025,"Camas County, Idaho",1133,75,206,6.62
16027,"Canyon County, Idaho",235006,16246,34297,6.91
16029,"Caribou County, Idaho",7058,441,916,6.25
16031,"Cassia County, Idaho",24859,1932,4147,7.77
16033,"Clark County, Idaho",756,50,94,6.61
16035,"Clearwater County, Idaho",8810,317,586,3.6
16037,"Custer County, Idaho",4344,151,365,3.48
16039,"Elmore County, Idaho",28752,2281,4202,7.93
16041,"Franklin County, Idaho",14376,1024,2326,7.12
16043,"Fremont County, Idaho",13519,814,1686,6.02
16045,"Gem County, Idaho",19250,993,2148,5.16
16047,"Gooding County, Idaho",15520,941,2072,6.06
16049,"Idaho County, Idaho",16787,841,1912,5.01
16051,"Jefferson County, Idaho",31383,2457,5385,7.83
16053,"Jerome County, Idaho",24474,1849,3634,7.55
16055,"Kootenai County, Idaho",173396,9738,21017,5.62
16057,"Latah County, Idaho",39872,1947,4076,4.88
16059,"Lemhi County, Idaho",8043,345,679,4.29
16061,"Lewis County, Idaho",3630,188,398,5.18
16063,"Lincoln County, Idaho",5203,311,750,5.98
16065,"Madison County, Idaho",52487,3614,6288,6.89
16067,"Minidoka County, Idaho",21626,1598,3248,7.39
16069,"Nez Perce County, Idaho",42200,2298,5025,5.45
16071,"Oneida County, Idaho",4572,309,611,6.76
16073,"Owyhee County, Idaho",12043,756,1553,6.28
16075,"Payette County, Idaho",25571,1671,3499,6.53
16077,"Power County, Idaho",7918,572,1261,7.22
16079,"Shoshone County, Idaho",13399,837,1506,6.25
16081,"Teton County, Idaho",11813,787,1821,6.66
16083,"Twin Falls County, Idaho",90592,5952,12740,6.57
16085,"Valley County, Idaho",11830,504,1016,4.26
16087,"Washington County, Idaho",10612,562,1323,5.3
17001,"Adams County, Illinois",65583,3909,8131,5.96
17003,"Alexander County, Illinois",5261,257,662,4.89
17005,"Bond County, Illinois",16750,644,1445,3.84
17007,"Boone County, Illinois",53459,2783,5937,5.21
17009,"Brown County, Illinois",6334,297,595,4.69
17011,"Bureau County, Illinois",33203,1649,3389,4.97
17013,"Calhoun County, Illinois",4472,205,431,4.58
17015,"Carroll County, Illinois",15594,713,1521,4.57
17017,"Cass County, Illinois",12955,675,1559,5.21
17019,"Champaign County, Illinois",206525,10809,20953,5.23
17021,"Christian County, Illinois",33893,1924,3956,5.68
17023,"Clark County, Illinois",15467,890,1916,5.75
17025,"Clay County, Illinois",13248,727,1582,5.49
17027,"Clinton County, Illinois",36998,2055,4443,5.55
17029,"Coles County, Illinois",47076,2258,4542,4.8
17031,"Cook County, Illinois",5225367,299893,601748,5.74
17033,"Crawford County, Illinois",18729,972,2090,5.19
17035,"Cumberland County, Illinois",10447,622,1354,5.95
17037,"DeKalb County, Illinois",100686,5568,11359,5.53
17039,"De Witt County, Illinois",15535,866,1619,5.57
17041,"Douglas County, Illinois",19714,1338,2495,6.79
17043,"DuPage County, Illinois",930559,52333,110783,5.62
17045,"Edgar County, Illinois",16852,823,1616,4.88
17047,"Edwards County, Illinois",6182,363,840,5.87
17049,"Effingham County, Illinois",34594,2262,4465,6.54
17051,"Fayette County, Illinois",21464,1214,2365,5.66
17053,"Ford County, Illinois",13484,764,1607,5.67
17055,"Franklin County, Illinois",37810,2162,4280,5.72
17057,"Fulton County, Illinois",33691,1699,3433,5.04
17059,"Gallatin County, Illinois",4967,223,442,4.49
17061,"Greene County, Illinois",12015,616,1325,5.13
17063,"Grundy County, Illinois",52624,2977,6878,5.66
17065,"Hamilton County, Illinois",8008,447,899,5.58
17067,"Hancock County, Illinois",17582,885,1841,5.03
17069,"Hardin County, Illinois",3665,93,195,2.54
17071,"Henderson County, Illinois",6374,302,617,4.74
17073,"Henry County, Illinois",49157,2538,5718,5.16
17075,"Iroquois County, Illinois",27043,1447,3119,5.35
17077,"Jackson County, Illinois",53176,2829,5404,5.32
17079,"Jasper County, Illinois",9295,562,1105,6.05
17081,"Jefferson County, Illinois",37043,2163,4542,5.84
17083,"Jersey County, Illinois",21462,1011,2034,4.71
17085,"Jo Daviess County, Illinois",21942,911,2026,4.15
17087,"Johnson County, Illinois",13313,558,1293,4.19
17089,"Kane County, Illinois",517254,30745,63897,5.94
17091,"Kankakee County, Illinois",107421,6205,12809,5.78
17093,"Kendall County, Illinois",132795,8227,20083,6.2
17095,"Knox County, Illinois",49751,2762,5532,5.55
17097,"Lake County, Illinois",713159,38677,85243,5.42
17099,"LaSalle County, Illinois",109495,5778,12385,5.28
17101,"Lawrence County, Illinois",15302,735,1401,4.8
17103,"Lee County, Illinois",34221,1694,3357,4.95
17105,"Livingston County, Illinois",35771,1997,4093,5.58
17107,"Logan County, Illinois",28027,1412,2922,5.04
17109,"McDonough County, Illinois",27370,1243,2504,4.54
17111,"McHenry County, Illinois",311133,16458,35387,5.29
17113,"McLean County, Illinois",171284,9480,19243,5.53
17115,"Macon County, Illinois",103542,6308,12732,6.09
17117,"Macoupin County, Illinois",44907,2241,4671,4.99
17119,"Madison County, Illinois",265512,14268,30649,5.37
17121,"Marion County, Illinois",37543,2369,4784,6.31
17123,"Marshall County, Illinois",11740,638,1249,5.43
17125,"Mason County, Illinois",13074,645,1385,4.93
17127,"Massac County, Illinois",14135,731,1581,5.17
17129,"Menard County, Illinois",12284,620,1512,5.05
17131,"Mercer County, Illinois",15692,772,1566,4.92
17133,"Monroe County, Illinois",34905,1910,3840,5.47
17135,"Montgomery County, Illinois",28352,1469,3057,5.18
17137,"Morgan County, Illinois",32882,1720,3263,5.23
17139,"Moultrie County, Illinois",14531,863,1887,5.94
17141,"Ogle County, Illinois",51672,2719,5649,5.26
17143,"Peoria County, Illinois",181186,12068,25046,6.66
17145,"Perry County, Illinois",20996,1017,2292,4.84
17147,"Piatt County, Illinois",16698,929,2102,5.56
17149,"Pike County, Illinois",14776,891,1819,6.03
17151,"Pope County, Illinois",3799,192,338,5.05
17153,"Pulaski County, Illinois",5177,267,552,5.16
