FIPS,total_employees,mining_employees,mining_establishments,bar_establishments,bar_employees,extraction_employment_pct
05095,1520,0.0,0.0,0.0,0.0,0.0
05097,904,33.0,3.0,0.0,0.0,3.650442477876106
05099,1853,0.0,0.0,0.0,0.0,0.0
05101,671,0.0,0.0,0.0,0.0,0.0
05103,7843,73.0,10.0,0.0,0.0,0.9307662884100472
05105,688,0.0,0.0,0.0,0.0,0.0
05107,3512,0.0,0.0,0.0,0.0,0.0
05109,2006,0.0,0.0,0.0,0.0,0.0
05111,3632,0.0,0.0,0.0,0.0,0.0
05113,4852,43.0,3.0,0.0,0.0,0.886232481450948
05115,22853,96.0,5.0,0.0,0.0,0.42007613880015754
05117,1024,0.0,0.0,0.0,0.0,0.0
05119,206539,211.0,11.0,31.0,281.0,0.10215988263717748
05121,3913,0.0,0.0,0.0,0.0,0.0
05123,4795,0.0,0.0,0.0,0.0,0.0
05125,22946,27.0,3.0,0.0,0.0,0.11766756733199686
05127,1763,0.0,0.0,0.0,0.0,0.0
05129,1215,0.0,0.0,0.0,0.0,0.0
05131,56973,320.0,28.0,12.0,57.0,0.5616695627753497
05133,3910,0.0,0.0,0.0,0.0,0.0
05135,2571,0.0,0.0,0.0,0.0,0.0
05137,2120,0.0,0.0,0.0,0.0,0.0
05139,14224,218.0,50.0,0.0,0.0,1.532620922384702
05141,3101,187.0,4.0,0.0,0.0,6.0303128023218315
05143,93315,34.0,4.0,30.0,231.0,0.03643572844665917
05145,22719,197.0,13.0,0.0,0.0,0.8671156300893524
05147,1169,0.0,0.0,0.0,0.0,0.0
05149,4650,0.0,0.0,0.0,0.0,0.0
06003,518,0.0,0.0,0.0,0.0,0.0
06005,7547,133.0,5.0,3.0,10.0,1.762289651517159
06007,60377,28.0,3.0,25.0,225.0,0.04637527535319741
06009,6338,15.0,3.0,7.0,28.0,0.2366677185231934
06011,4301,0.0,0.0,3.0,4.0,0.0
06015,3978,0.0,0.0,0.0,0.0,0.0
06017,46648,26.0,4.0,14.0,123.0,0.055736580346424286
06019,276218,98.0,8.0,51.0,234.0,0.035479222932611194
06021,5219,28.0,3.0,0.0,0.0,0.5365012454493198
06023,33140,0.0,0.0,24.0,104.0,0.0
06025,31031,353.0,4.0,4.0,14.0,1.1375721053140408
06027,4774,0.0,0.0,3.0,12.0,0.0
06029,193738,6240.0,163.0,49.0,298.0,3.2208446458619373
06031,26017,0.0,0.0,7.0,20.0,0.0
06033,9811,24.0,3.0,3.0,0.0,0.24462338191825503
06035,3609,0.0,0.0,5.0,9.0,0.0
06039,27268,0.0,0.0,10.0,43.0,0.0
06041,96073,0.0,0.0,32.0,83.0,0.0
06043,2089,0.0,0.0,3.0,14.0,0.0
06045,22081,26.0,3.0,19.0,26.0,0.11774829038539922
06047,44868,47.0,4.0,11.0,32.0,0.10475171614513686
06049,1234,0.0,0.0,0.0,0.0,0.0
06051,6239,22.0,3.0,0.0,0.0,0.3526206122776086
06053,107539,282.0,10.0,20.0,91.0,0.26223044662866496
06055,57596,0.0,0.0,21.0,157.0,0.0
06057,26683,52.0,12.0,15.0,107.0,0.19488063561068847
06059,1454905,246.0,33.0,233.0,2226.0,0.016908320474532702
06061,157907,3.0,3.0,31.0,199.0,0.0018998524447934543
06063,3849,0.0,0.0,5.0,36.0,0.0
06065,600324,301.0,21.0,93.0,815.0,0.050139591287371485
06067,491908,142.0,8.0,106.0,893.0,0.028867186547077907
06069,12888,13.0,4.0,4.0,22.0,0.10086902545003104
06071,633361,788.0,29.0,82.0,531.0,0.12441561763354549
06073,1249426,270.0,24.0,306.0,3376.0,0.02160992327676869
06075,636745,7.0,3.0,369.0,1596.0,0.0010993411805353792
06077,196386,187.0,11.0,39.0,198.0,0.09522063690894464
06079,93241,47.0,5.0,39.0,383.0,0.05040700979182977
06081,419215,54.0,4.0,48.0,300.0,0.012881218467850624
06083,144390,369.0,24.0,54.0,375.0,0.2555578641180137
06085,1057178,124.0,10.0,123.0,729.0,0.011729339808433397
06087,73238,22.0,6.0,33.0,204.0,0.030039050765995796
06093,8159,36.0,4.0,7.0,26.0,0.4412305429586959
12029,1571,0.0,0.0,3.0,12.0,0.0
12057,632716,33.0,11.0,110.0,1052.0,0.005215610163169573
12069,87389,111.0,9.0,19.0,129.0,0.1270182746112211
12075,6712,0.0,0.0,6.0,49.0,0.0
06095,113484,146.0,6.0,35.0,188.0,0.12865249726833738
06097,166210,134.0,10.0,46.0,296.0,0.08062090126947836
06099,139483,21.0,3.0,35.0,248.0,0.015055598173254088
06101,22632,0.0,0.0,0.0,0.0,0.0
06103,13123,0.0,0.0,3.0,15.0,0.0
06105,1666,0.0,0.0,7.0,59.0,0.0
06107,96880,53.0,4.0,10.0,52.0,0.05470685383980182
06109,12127,67.0,4.0,4.0,10.0,0.5524861878453038
06111,252727,721.0,36.0,39.0,202.0,0.28528807764900466
06113,68600,154.0,9.0,19.0,159.0,0.22448979591836735
12009,192847,33.0,5.0,65.0,669.0,0.01711201107613808
08003,6049,0.0,0.0,3.0,9.0,0.0
06115,11815,134.0,6.0,6.0,63.0,1.1341515023275497
08001,187826,991.0,28.0,43.0,351.0,0.5276159850074005
08005,297907,548.0,71.0,56.0,507.0,0.18395002467212923
08007,3943,0.0,0.0,0.0,0.0,0.0
08009,534,0.0,0.0,0.0,0.0,0.0
08011,539,0.0,0.0,0.0,0.0,0.0
08013,148436,145.0,26.0,29.0,300.0,0.09768519766094477
08014,41705,0.0,0.0,6.0,33.0,0.0
08015,6574,0.0,0.0,4.0,3.0,0.0
08017,489,161.0,9.0,0.0,0.0,32.92433537832311
08019,2535,510.0,4.0,6.0,17.0,20.118343195266274
08021,788,0.0,0.0,0.0,0.0,0.0
08023,359,0.0,0.0,0.0,0.0,0.0
08025,501,0.0,0.0,0.0,0.0,0.0
08027,604,0.0,0.0,0.0,0.0,0.0
08029,6254,23.0,5.0,0.0,0.0,0.3677646306363927
08031,435620,4328.0,205.0,206.0,1791.0,0.9935264680225885
08033,292,8.0,3.0,0.0,0.0,2.73972602739726
08035,123344,195.0,36.0,23.0,337.0,0.15809443507588533
08037,33360,2.0,6.0,10.0,100.0,0.005995203836930456
08039,3067,0.0,0.0,0.0,0.0,0.0
08041,248236,357.0,19.0,79.0,596.0,0.14381475692486181
08043,8198,53.0,7.0,8.0,64.0,0.6464991461332033
08045,20653,535.0,41.0,8.0,57.0,2.5904226988815187
08047,3883,0.0,0.0,0.0,0.0,0.0
08049,7428,286.0,3.0,5.0,22.0,3.8502961766289716
08051,6961,311.0,4.0,8.0,71.0,4.467748886654217
08053,125,0.0,0.0,0.0,0.0,0.0
08055,1152,0.0,0.0,3.0,6.0,0.0
08057,299,38.0,3.0,0.0,0.0,12.709030100334449
08059,197111,384.0,56.0,59.0,598.0,0.19481408952316207
08061,314,0.0,0.0,0.0,0.0,0.0
08063,2029,25.0,5.0,0.0,0.0,1.232134056185313
08067,22435,517.0,14.0,12.0,111.0,2.304435034544239
08065,1376,0.0,0.0,3.0,24.0,0.0
08069,129138,371.0,48.0,60.0,557.0,0.28728956620049867
08071,3195,137.0,9.0,0.0,0.0,4.287949921752738
08073,1326,0.0,0.0,0.0,0.0,0.0
08075,4683,96.0,13.0,0.0,0.0,2.0499679692504804
08077,53667,889.0,82.0,22.0,98.0,1.6565114502394396
08079,186,0.0,0.0,0.0,0.0,0.0
08081,3255,144.0,7.0,0.0,0.0,4.423963133640553
08083,6694,44.0,12.0,4.0,21.0,0.6573050492978787
08085,13066,30.0,8.0,7.0,56.0,0.22960355120159193
08087,9572,174.0,9.0,3.0,14.0,1.817801922273297
08089,4194,0.0,0.0,0.0,0.0,0.0
08091,1595,121.0,3.0,0.0,0.0,7.586206896551724
08093,1706,0.0,0.0,0.0,0.0,0.0
08095,1077,0.0,0.0,0.0,0.0,0.0
08097,13813,0.0,0.0,7.0,73.0,0.0
08099,2689,0.0,0.0,0.0,0.0,0.0
08101,49692,24.0,4.0,30.0,159.0,0.04829751267809708
08103,1890,469.0,22.0,0.0,0.0,24.814814814814813
08105,2464,0.0,0.0,0.0,0.0,0.0
08107,13250,121.0,9.0,6.0,35.0,0.9132075471698112
08109,911,0.0,0.0,0.0,0.0,0.0
08111,244,0.0,0.0,0.0,0.0,0.0
08113,4916,0.0,0.0,6.0,59.0,0.0
08115,425,0.0,0.0,0.0,0.0,0.0
08117,21058,0.0,0.0,10.0,70.0,0.0
08119,5978,521.0,4.0,4.0,22.0,8.715289394446303
08121,524,4.0,6.0,0.0,0.0,0.7633587786259541
08123,92284,2913.0,157.0,27.0,104.0,3.156560183780504
08125,2482,72.0,3.0,3.0,13.0,2.9008863819500403
09001,399388,42.0,8.0,45.0,253.0,0.010516089617114184
09003,431935,111.0,9.0,55.0,278.0,0.025698311088473962
09005,49955,118.0,13.0,13.0,101.0,0.23621259133219896
09007,59523,0.0,0.0,19.0,194.0,0.0
09009,321554,140.0,9.0,76.0,361.0,0.04353856583964124
09011,92505,14.0,5.0,21.0,198.0,0.01513431706394249
09013,26715,62.0,7.0,8.0,32.0,0.23207935616694741
09015,29040,107.0,9.0,7.0,47.0,0.3684573002754821
10001,54236,76.0,7.0,6.0,56.0,0.14012832804779113
10003,270356,126.0,11.0,44.0,306.0,0.04660521682522304
10005,73524,150.0,5.0,18.0,178.0,0.2040150155051412
11001,483307,0.0,0.0,160.0,1365.0,0.0
12001,97479,43.0,3.0,21.0,287.0,0.044112065162753004
12003,6077,0.0,0.0,0.0,0.0,0.0
12005,57266,0.0,0.0,26.0,154.0,0.0
12007,4413,0.0,0.0,0.0,0.0,0.0
12011,710829,81.0,10.0,161.0,1706.0,0.011395145667945455
12013,1507,0.0,0.0,0.0,0.0,0.0
12015,38990,91.0,4.0,15.0,79.0,0.23339317773788149
12017,29649,42.0,5.0,12.0,78.0,0.14165739148031972
12019,45517,0.0,0.0,11.0,107.0,0.0
12021,137021,27.0,5.0,17.0,365.0,0.019705008721290898
12023,19878,0.0,0.0,5.0,20.0,0.0
12027,5686,0.0,0.0,0.0,0.0,0.0
12031,475527,33.0,7.0,62.0,588.0,0.00693966904087465
12033,111461,167.0,8.0,37.0,470.0,0.14982819102645767
12035,19926,0.0,0.0,11.0,86.0,0.0
12037,2278,0.0,0.0,0.0,0.0,0.0
12039,8162,0.0,0.0,0.0,0.0,0.0
12041,2150,0.0,0.0,3.0,12.0,0.0
12043,1008,0.0,0.0,0.0,0.0,0.0
12045,2088,0.0,0.0,3.0,13.0,0.0
12047,1705,0.0,0.0,0.0,0.0,0.0
12049,4934,0.0,0.0,0.0,0.0,0.0
12051,6891,45.0,3.0,3.0,24.0,0.65302568567697
12053,37330,98.0,3.0,17.0,82.0,0.2625234395928208
12055,20883,0.0,0.0,3.0,14.0,0.0
12059,1929,0.0,0.0,0.0,0.0,0.0
12061,48478,14.0,3.0,14.0,102.0,0.028879079169932754
12063,9540,29.0,3.0,0.0,0.0,0.30398322851153037
12065,1633,0.0,0.0,0.0,0.0,0.0
12067,662,0.0,0.0,0.0,0.0,0.0
12071,233367,236.0,9.0,48.0,541.0,0.10112826577879476
12073,99448,0.0,0.0,31.0,903.0,0.0
12077,1033,0.0,0.0,0.0,0.0,0.0
12079,2976,0.0,0.0,0.0,0.0,0.0
12081,109279,0.0,0.0,38.0,519.0,0.0
12083,90388,65.0,6.0,23.0,136.0,0.07191220073461078
13099,3214,0.0,0.0,0.0,0.0,0.0
12109,69233,17.0,4.0,20.0,169.0,0.024554764346482166
12087,31850,0.0,0.0,44.0,903.0,0.0
12085,62307,51.0,3.0,18.0,126.0,0.0818527613269777
12086,958467,673.0,19.0,140.0,2513.0,0.07021629331004614
12089,19842,0.0,0.0,8.0,134.0,0.0
12091,62712,0.0,0.0,21.0,257.0,0.0
12093,7350,0.0,0.0,0.0,0.0,0.0
12095,738635,26.0,5.0,136.0,2151.0,0.0035200064984735355
12097,85312,0.0,0.0,14.0,125.0,0.0
12099,540548,95.0,9.0,88.0,1051.0,0.017574757468346938
12101,109637,0.0,0.0,45.0,273.0,0.0
12103,391550,0.0,0.0,166.0,1385.0,0.0
12105,208021,842.0,19.0,56.0,429.0,0.4047668264261782
12107,13015,23.0,4.0,10.0,41.0,0.17671917018824435
13067,352864,254.0,3.0,18.0,259.0,0.07198240681962456
13101,166,0.0,0.0,0.0,0.0,0.0
13103,9138,0.0,0.0,0.0,0.0,0.0
13107,5442,0.0,0.0,0.0,0.0,0.0
13135,337790,83.0,5.0,23.0,138.0,0.02457147932147192
13211,6608,0.0,0.0,0.0,0.0,0.0
13223,22146,0.0,0.0,0.0,0.0,0.0
12111,67795,0.0,0.0,19.0,158.0,0.0
12113,30221,0.0,0.0,5.0,49.0,0.0
12115,148594,34.0,4.0,49.0,508.0,0.02288113921154286
12117,181344,0.0,0.0,42.0,340.0,0.0
12119,28257,83.0,4.0,4.0,19.0,0.29373252645362213
12121,8747,26.0,3.0,0.0,0.0,0.2972447696353035
12123,5056,0.0,0.0,0.0,0.0,0.0
12125,1468,0.0,0.0,0.0,0.0,0.0
12127,157062,25.0,6.0,79.0,803.0,0.01591728107371611
12129,3770,0.0,0.0,0.0,0.0,0.0
12131,23895,22.0,6.0,9.0,81.0,0.09206947060054405
12133,4198,0.0,0.0,0.0,0.0,0.0
13001,5675,0.0,0.0,0.0,0.0,0.0
13003,1540,0.0,0.0,0.0,0.0,0.0
13005,3044,0.0,0.0,0.0,0.0,0.0
13007,269,0.0,0.0,0.0,0.0,0.0
13009,12892,0.0,0.0,0.0,0.0,0.0
13011,3374,0.0,0.0,0.0,0.0,0.0
13013,18664,0.0,0.0,3.0,11.0,0.0
13015,36074,83.0,4.0,0.0,0.0,0.23008260797250096
13017,4370,0.0,0.0,0.0,0.0,0.0
13021,75073,0.0,0.0,11.0,84.0,0.0
13019,2727,0.0,0.0,0.0,0.0,0.0
13023,1481,0.0,0.0,0.0,0.0,0.0
13025,1488,0.0,0.0,0.0,0.0,0.0
13027,1986,0.0,0.0,0.0,0.0,0.0
13029,7004,0.0,0.0,5.0,22.0,0.0
13031,19164,0.0,0.0,6.0,73.0,0.0
13033,9771,0.0,0.0,0.0,0.0,0.0
13035,5681,0.0,0.0,0.0,0.0,0.0
13037,639,0.0,0.0,0.0,0.0,0.0
13039,9573,0.0,0.0,0.0,0.0,0.0
13043,2246,0.0,0.0,0.0,0.0,0.0
13045,39435,0.0,0.0,4.0,52.0,0.0
13047,12600,0.0,0.0,0.0,0.0,0.0
13049,1448,0.0,0.0,0.0,0.0,0.0
13051,142732,70.0,4.0,45.0,288.0,0.04904296163439172
13053,1658,0.0,0.0,0.0,0.0,0.0
13055,4963,0.0,0.0,0.0,0.0,0.0
13057,61031,71.0,5.0,6.0,130.0,0.11633432190198424
13059,48744,0.0,0.0,34.0,448.0,0.0
13061,260,0.0,0.0,0.0,0.0,0.0
13063,74382,0.0,0.0,8.0,111.0,0.0
13065,1853,0.0,0.0,0.0,0.0,0.0
13069,14176,0.0,0.0,0.0,0.0,0.0
13071,12076,0.0,0.0,0.0,0.0,0.0
13073,33058,42.0,4.0,0.0,0.0,0.12704942827757276
13075,3584,0.0,0.0,0.0,0.0,0.0
13077,38081,0.0,0.0,0.0,0.0,0.0
13079,534,0.0,0.0,0.0,0.0,0.0
13081,7655,0.0,0.0,0.0,0.0,0.0
13083,2707,0.0,0.0,0.0,0.0,0.0
13085,8494,0.0,0.0,0.0,0.0,0.0
13087,7265,0.0,0.0,0.0,0.0,0.0
13089,269505,85.0,5.0,31.0,345.0,0.03153930353796776
13091,3251,0.0,0.0,0.0,0.0,0.0
13093,2880,0.0,0.0,0.0,0.0,0.0
13095,34689,0.0,0.0,6.0,5.0,0.0
13097,40418,50.0,3.0,4.0,37.0,0.12370725914196644
13105,4525,66.0,10.0,0.0,0.0,1.4585635359116023
13109,4164,0.0,0.0,0.0,0.0,0.0
13111,5751,0.0,0.0,0.0,0.0,0.0
13113,44869,44.0,3.0,5.0,55.0,0.09806325079676391
13115,36834,0.0,0.0,0.0,0.0,0.0
13117,79348,67.0,6.0,3.0,75.0,0.08443817109441952
13119,6966,0.0,0.0,0.0,0.0,0.0
13121,811802,64.0,4.0,129.0,2394.0,0.007883695778034544
13123,6353,0.0,0.0,0.0,0.0,0.0
13125,192,0.0,0.0,0.0,0.0,0.0
13127,30272,0.0,0.0,7.0,37.0,0.0
13129,19566,0.0,0.0,0.0,0.0,0.0
13131,4906,0.0,0.0,0.0,0.0,0.0
13133,5358,0.0,0.0,0.0,0.0,0.0
13137,11337,0.0,0.0,0.0,0.0,0.0
13139,87644,0.0,0.0,4.0,12.0,0.0
13141,614,0.0,0.0,0.0,0.0,0.0
13143,5524,0.0,0.0,0.0,0.0,0.0
13145,4216,0.0,0.0,0.0,0.0,0.0
13147,6035,46.0,3.0,0.0,0.0,0.7622203811101905
13149,1239,0.0,0.0,0.0,0.0,0.0
13151,58577,0.0,0.0,6.0,111.0,0.0
13153,41286,0.0,0.0,11.0,52.0,0.0
13155,1533,0.0,0.0,0.0,0.0,0.0
13157,30145,0.0,0.0,3.0,21.0,0.0
13159,1691,0.0,0.0,0.0,0.0,0.0
13161,3884,0.0,0.0,0.0,0.0,0.0
13163,3614,0.0,0.0,0.0,0.0,0.0
13165,1138,0.0,0.0,0.0,0.0,0.0
13167,847,0.0,0.0,0.0,0.0,0.0
13169,2685,0.0,0.0,0.0,0.0,0.0
13171,3342,0.0,0.0,0.0,0.0,0.0
13173,846,0.0,0.0,0.0,0.0,0.0
13175,15698,0.0,0.0,0.0,0.0,0.0
13177,4711,0.0,0.0,0.0,0.0,0.0
13179,13614,0.0,0.0,3.0,5.0,0.0
13181,857,0.0,0.0,0.0,0.0,0.0
13183,523,0.0,0.0,0.0,0.0,0.0
13185,40985,0.0,0.0,7.0,22.0,0.0
13187,5269,0.0,0.0,0.0,0.0,0.0
13189,6253,0.0,0.0,0.0,0.0,0.0
13191,1221,0.0,0.0,0.0,0.0,0.0
13193,1641,0.0,0.0,0.0,0.0,0.0
13195,2801,20.0,4.0,0.0,0.0,0.7140307033202428
13197,1290,0.0,0.0,0.0,0.0,0.0
13199,3008,0.0,0.0,0.0,0.0,0.0
13201,1325,0.0,0.0,0.0,0.0,0.0
13205,4889,0.0,0.0,0.0,0.0,0.0
13207,6345,0.0,0.0,0.0,0.0,0.0
13209,1069,0.0,0.0,0.0,0.0,0.0
13213,6227,0.0,0.0,0.0,0.0,0.0
13215,78071,0.0,0.0,16.0,100.0,0.0
13217,20564,0.0,0.0,0.0,0.0,0.0
13219,15304,20.0,3.0,0.0,0.0,0.13068478829064298
13221,1237,104.0,5.0,0.0,0.0,8.407437348423606
13255,17043,0.0,0.0,0.0,0.0,0.0
13225,6457,0.0,0.0,0.0,0.0,0.0
13227,6950,263.0,5.0,0.0,0.0,3.7841726618705036
13229,3503,0.0,0.0,0.0,0.0,0.0
13231,2124,0.0,0.0,0.0,0.0,0.0
13233,10383,0.0,0.0,0.0,0.0,0.0
13235,2018,0.0,0.0,0.0,0.0,0.0
13237,4902,0.0,0.0,0.0,0.0,0.0
13239,181,0.0,0.0,0.0,0.0,0.0
13241,4748,0.0,0.0,0.0,0.0,0.0
13243,1420,0.0,0.0,0.0,0.0,0.0
13245,86407,84.0,5.0,29.0,219.0,0.09721434605992571
13247,32220,0.0,0.0,0.0,0.0,0.0
13249,773,0.0,0.0,0.0,0.0,0.0
13251,2252,0.0,0.0,0.0,0.0,0.0
13253,1545,0.0,0.0,0.0,0.0,0.0
17091,34060,29.0,4.0,35.0,125.0,0.08514386376981797
13257,7821,0.0,0.0,0.0,0.0,0.0
13259,732,0.0,0.0,0.0,0.0,0.0
13261,8492,0.0,0.0,0.0,0.0,0.0
13263,543,122.0,3.0,0.0,0.0,22.467771639042358
13271,2701,0.0,0.0,0.0,0.0,0.0
13265,219,0.0,0.0,0.0,0.0,0.0
13267,3658,0.0,0.0,0.0,0.0,0.0
13269,951,0.0,0.0,0.0,0.0,0.0
13273,1729,0.0,0.0,0.0,0.0,0.0
13275,17934,0.0,0.0,0.0,0.0,0.0
13277,17497,0.0,0.0,0.0,0.0,0.0
13279,11303,0.0,0.0,0.0,0.0,0.0
13281,2916,0.0,0.0,0.0,0.0,0.0
13283,664,0.0,0.0,0.0,0.0,0.0
13285,33289,0.0,0.0,0.0,0.0,0.0
13287,1461,0.0,0.0,0.0,0.0,0.0
13289,1533,0.0,0.0,0.0,0.0,0.0
13291,6598,0.0,0.0,0.0,0.0,0.0
13293,5480,0.0,0.0,0.0,0.0,0.0
13295,11998,0.0,0.0,0.0,0.0,0.0
13297,19240,0.0,0.0,0.0,0.0,0.0
13299,11811,0.0,0.0,0.0,0.0,0.0
13301,963,0.0,0.0,0.0,0.0,0.0
13303,5031,662.0,8.0,0.0,0.0,13.1584178095806
13305,6466,0.0,0.0,0.0,0.0,0.0
13307,205,0.0,0.0,0.0,0.0,0.0
13309,636,0.0,0.0,0.0,0.0,0.0
13311,6479,0.0,0.0,0.0,0.0,0.0
13313,50443,54.0,3.0,0.0,0.0,0.10705152350177428
13315,852,0.0,0.0,0.0,0.0,0.0
13317,1926,0.0,0.0,0.0,0.0,0.0
13319,2098,528.0,3.0,0.0,0.0,25.166825548141087
13321,2627,0.0,0.0,0.0,0.0,0.0
15001,49112,0.0,0.0,17.0,101.0,0.0
15003,311947,127.0,4.0,116.0,673.0,0.04071204403312101
15007,22166,0.0,0.0,0.0,0.0,0.0
15009,54884,0.0,0.0,15.0,79.0,0.0
16001,220943,89.0,10.0,88.0,910.0,0.040281882657518
16003,547,0.0,0.0,0.0,0.0,0.0
16005,26496,0.0,0.0,18.0,116.0,0.0
16007,1002,0.0,0.0,0.0,0.0,0.0
16009,2173,0.0,0.0,6.0,16.0,0.0
16011,10947,0.0,0.0,4.0,44.0,0.0
16013,12002,31.0,3.0,7.0,70.0,0.2582902849525079
16015,763,0.0,0.0,0.0,0.0,0.0
16017,13901,189.0,7.0,16.0,151.0,1.3596144162290482
16019,58426,0.0,0.0,10.0,65.0,0.0
16021,2920,0.0,0.0,0.0,0.0,0.0
16023,349,0.0,0.0,0.0,0.0,0.0
16025,157,0.0,0.0,0.0,0.0,0.0
16027,61349,38.0,6.0,20.0,145.0,0.061940699929909214
16029,1861,0.0,0.0,0.0,0.0,0.0
16031,8240,76.0,7.0,3.0,11.0,0.9223300970873786
16033,94,0.0,0.0,0.0,0.0,0.0
16035,1758,0.0,0.0,5.0,13.0,0.0
16037,844,61.0,3.0,3.0,9.0,7.2274881516587675
16039,4426,0.0,0.0,8.0,48.0,0.0
16041,2646,39.0,3.0,0.0,0.0,1.473922902494331
16043,1960,0.0,0.0,0.0,0.0,0.0
16045,3220,0.0,0.0,0.0,0.0,0.0
16047,3229,0.0,0.0,5.0,43.0,0.0
16049,3720,46.0,5.0,8.0,31.0,1.2365591397849462
16051,4938,0.0,0.0,4.0,23.0,0.0
16053,7132,0.0,0.0,0.0,0.0,0.0
16055,59945,385.0,11.0,33.0,269.0,0.6422554007840521
16057,9573,0.0,0.0,15.0,95.0,0.0
16059,1960,10.0,4.0,5.0,20.0,0.5102040816326531
16061,897,0.0,0.0,3.0,8.0,0.0
17111,83529,84.0,9.0,60.0,578.0,0.10056387601910714
16067,5954,0.0,0.0,5.0,8.0,0.0
16063,600,0.0,0.0,0.0,0.0,0.0
16065,20440,0.0,0.0,0.0,0.0,0.0
16069,17060,0.0,0.0,11.0,74.0,0.0
16071,815,0.0,0.0,0.0,0.0,0.0
16073,2059,4.0,3.0,4.0,22.0,0.19426906265177268
16075,6069,12.0,3.0,3.0,7.0,0.1977261492832427
16077,2252,0.0,0.0,0.0,0.0,0.0
16079,3970,680.0,13.0,12.0,47.0,17.12846347607053
16081,3116,0.0,0.0,3.0,9.0,0.0
16083,32285,0.0,0.0,11.0,120.0,0.0
16085,4447,43.0,3.0,4.0,19.0,0.9669440071958625
16087,2216,0.0,0.0,0.0,0.0,0.0
17001,30574,186.0,7.0,28.0,120.0,0.6083600444822398
17003,790,0.0,0.0,4.0,82.0,0.0
17005,3527,0.0,0.0,5.0,7.0,0.0
17007,14599,24.0,3.0,8.0,85.0,0.16439482156312077
17009,3439,0.0,0.0,0.0,0.0,0.0
17011,9189,0.0,0.0,22.0,70.0,0.0
17013,442,0.0,0.0,6.0,15.0,0.0
17015,2846,0.0,0.0,9.0,30.0,0.0
17017,4284,0.0,0.0,9.0,17.0,0.0
17019,67575,0.0,0.0,57.0,887.0,0.0
17021,7117,20.0,3.0,23.0,67.0,0.2810172825628776
17023,3448,56.0,12.0,0.0,0.0,1.6241299303944314
17025,4678,63.0,18.0,0.0,0.0,1.3467293715262931
17027,8599,0.0,0.0,26.0,115.0,0.0
17029,18951,25.0,4.0,18.0,147.0,0.13191915993878953
17031,2292825,280.0,12.0,869.0,5653.0,0.01221200920262122
17033,5492,70.0,26.0,4.0,10.0,1.2745812090313182
17035,1879,5.0,3.0,0.0,0.0,0.2660989888238425
17037,27157,28.0,3.0,22.0,128.0,0.10310417203667561
17039,4098,0.0,0.0,3.0,29.0,0.0
17041,6807,0.0,0.0,7.0,29.0,0.0
17043,556167,19.0,9.0,76.0,846.0,0.0034162400861611707
17045,6064,0.0,0.0,3.0,6.0,0.0
17047,1977,0.0,0.0,0.0,0.0,0.0
17049,28623,0.0,0.0,17.0,139.0,0.0
17051,4576,126.0,17.0,6.0,20.0,2.7534965034965038
17053,4157,0.0,0.0,4.0,10.0,0.0
17055,6707,399.0,5.0,15.0,34.0,5.94900849858357
17057,5912,0.0,0.0,13.0,49.0,0.0
17059,480,13.0,4.0,0.0,0.0,2.7083333333333335
17061,1570,0.0,0.0,3.0,14.0,0.0
17063,17673,0.0,0.0,13.0,69.0,0.0
17065,1429,0.0,0.0,0.0,0.0,0.0
17067,2803,33.0,3.0,8.0,29.0,1.1773100249732429
17069,603,71.0,4.0,0.0,0.0,11.774461028192372
17071,621,0.0,0.0,0.0,0.0,0.0
17073,12805,0.0,0.0,14.0,75.0,0.0
17075,5589,0.0,0.0,11.0,22.0,0.0
17077,14957,0.0,0.0,19.0,123.0,0.0
17079,1370,13.0,7.0,6.0,25.0,0.948905109489051
17081,18428,53.0,10.0,8.0,65.0,0.2876058172346429
17083,4452,0.0,0.0,10.0,55.0,0.0
17085,5765,0.0,0.0,20.0,41.0,0.0
17087,1254,0.0,0.0,0.0,0.0,0.0
17089,182005,138.0,15.0,62.0,477.0,0.07582209279964836
17093,24223,23.0,3.0,12.0,75.0,0.09495107955249144
17095,13679,0.0,0.0,24.0,144.0,0.0
17097,309173,94.0,6.0,91.0,636.0,0.030403689843550376
17099,33766,437.0,13.0,57.0,218.0,1.2942012675472367
17101,3132,193.0,11.0,0.0,0.0,6.162196679438059
17103,9881,0.0,0.0,17.0,56.0,0.0
17105,10847,47.0,6.0,14.0,33.0,0.43329952982391445
17107,6664,0.0,0.0,13.0,46.0,0.0
17109,8021,0.0,0.0,7.0,50.0,0.0
18031,11599,30.0,3.0,0.0,0.0,0.25864298646435036
17113,70195,0.0,0.0,38.0,274.0,0.0
17115,40458,0.0,0.0,32.0,198.0,0.0
17117,7509,0.0,0.0,25.0,115.0,0.0
17119,87127,106.0,10.0,89.0,642.0,0.12166148266323873
17121,10397,53.0,14.0,19.0,77.0,0.5097624314706165
17123,2284,0.0,0.0,7.0,16.0,0.0
17127,2894,0.0,0.0,0.0,0.0,0.0
17125,2027,0.0,0.0,11.0,29.0,0.0
17129,1112,0.0,0.0,7.0,19.0,0.0
17131,2150,0.0,0.0,4.0,6.0,0.0
17133,8068,0.0,0.0,17.0,164.0,0.0
17135,6792,96.0,3.0,12.0,28.0,1.4134275618374559
17137,12362,0.0,0.0,14.0,71.0,0.0
17139,5040,0.0,0.0,9.0,45.0,0.0
